region,condition,mechanism_cluster,n_candidates,n_cells,total_candidates,total_cells,candidate_fraction,small_stratum_flag,interpretation_scope
DH,CONTROL,M1,1,1,1,1,1.0,True,population_level_cell_association_not_phenotype_claim
