file_id,region,condition,candidate_id,accepted,n_sweeps_simulated,I_Kir_integral_mean,I_kgap_integral_mean,I_leak_integral_mean,I_Kir_peak_abs_mean,I_kgap_peak_abs_mean,gap_to_kir_integral_ratio_mean,gap_fraction_mean,kir_fraction_mean,leak_fraction_mean,K_o_peak_mean,K_o_final_mean,K_o_recovery_error_mean,proxy_pearson_r_mean,proxy_spearman_r_mean,proxy_validity_failed_fraction,proxy_validity_strong_fraction,K_bath_middle_min,K_bath_middle_max,K_bath_middle_n_unique,K_bath_override_modes,P_gap_eff,gamma_t_eff,gamma_s_eff,volume_ratio_wa_wo,g_kir,gki,gl_a,zth,zs,eps,k_bath_gain,switching_function,log10_P_gap_eff,log10_gamma_t_eff,log10_gamma_s_eff,log10_volume_ratio_wa_wo,log10_gap_to_kir_integral_ratio_mean,dominant_mechanism,buffering_phenotype,phenotype_window_scope,phenotype_specificity_score,dominant_signed_flux_mode,dKs_activation_score_mean,long_range_distribution_fraction_mean,voltage_coupling_score_mean,kir_current_score_mean,phenotype_claim_scope,proxy_validity_status,mechanism_cluster,mechanism_cluster_count,candidate_count_for_clustering,independent_cell_count,cluster_evidence_status,cluster_evidence_reason,bootstrap_mean_coassignment_stability,cluster_claim_scope
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,True,6,1118.4374751115758,1142.6471837747351,24.139703883470293,60.52302671792442,61.823635555560976,1.026205521091984,0.5000166584781713,0.4873195716497794,0.012663769872049242,8.598919130776343,4.7936746297374695,0.000635139621438204,0.9999974848987639,1.0,0.0,1.0,6.4,10.5,6,historical_current_kbath_scaled_by_gain,0.0021014475048247,0.0004778078440182,0.0003120480859813,0.078086972939458,1.527060159221693,1.527060159221693,0.0662411243163617,1.3795577424944472,0.0029978626836734,0.0392840951347922,1.0,sigmoid,-2.6774814544093,-3.3207467248543336,-3.505778476920012,-1.1074214123762567,0.011234346874942451,Mixed,recruited_surface_gap_assisted_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.6935685339122739,0.49955064745096367,0.5755172506096553,0.4032079749419079,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_not_failed_majority,M1,1,2,1,insufficient_evidence,needs >= 6 candidates and >= 3 independent cells; observed 2 candidates and 1 cells,,insufficient_evidence_for_candidate_mechanism_regime_claim
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_49,True,6,398.6959055938487,17.59610462525222,394.81670154574795,33.79528562823955,1.0790536935357127,0.07000592576950768,0.03284961750006384,0.48434446116894064,0.4828059213309955,8.654947061033544,4.817406617055631,0.0023591556407292678,0.9998370738246822,1.0,0.0,1.0,6.4,10.5,6,historical_current_kbath_scaled_by_gain,8.226862854559918e-08,2.8689974418147173e-05,0.0001766059473376,0.4730503858787748,80.96600504318333,80.96600504318333,6.792583140917074,67.62590571061982,0.0034048829032305,0.054634636643444,1.0,sigmoid,-7.084765742514433,-4.542269838999121,-3.7529946753201107,-0.3250925989160905,-1.1548651968418175,Mixed,mixed_local_spatial_buffering,M_tot,1.0,STRICTLY_LOCAL,0.41342581228033365,0.018754822922168107,0.005909416175112929,0.5026492050242636,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_not_failed_majority,M1,1,2,1,insufficient_evidence,needs >= 6 candidates and >= 3 independent cells; observed 2 candidates and 1 cells,,insufficient_evidence_for_candidate_mechanism_regime_claim
