file_id,region,condition,candidate_id,accepted,n_sweeps_simulated,I_Kir_integral_mean,I_kgap_integral_mean,I_leak_integral_mean,I_Kir_peak_abs_mean,I_kgap_peak_abs_mean,gap_to_kir_integral_ratio_mean,gap_fraction_mean,kir_fraction_mean,leak_fraction_mean,K_o_peak_mean,K_o_final_mean,K_o_recovery_error_mean,proxy_pearson_r_mean,proxy_spearman_r_mean,proxy_validity_failed_fraction,proxy_validity_strong_fraction,K_bath_middle_min,K_bath_middle_max,K_bath_middle_n_unique,K_bath_override_modes,P_gap_eff,gamma_t_eff,gamma_s_eff,volume_ratio_wa_wo,g_kir,gki,gl_a,zth,zs,eps,k_bath_gain,switching_function,log10_P_gap_eff,log10_gamma_t_eff,log10_gamma_s_eff,log10_volume_ratio_wa_wo,log10_gap_to_kir_integral_ratio_mean,dominant_mechanism,buffering_phenotype,phenotype_window_scope,phenotype_specificity_score,dominant_signed_flux_mode,dKs_activation_score_mean,long_range_distribution_fraction_mean,voltage_coupling_score_mean,kir_current_score_mean,phenotype_claim_scope,proxy_validity_status,mechanism_cluster,mechanism_cluster_count,candidate_count_for_clustering,independent_cell_count,cluster_evidence_status,cluster_evidence_reason,bootstrap_mean_coassignment_stability,cluster_claim_scope,representative_rank,selection_reason,claim_scope
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_01,True,6,208.80870359530965,210.99016226289538,7.4281495296961495,12.229749468141065,11.578008002050623,1.0264932782147382,0.4949908259787299,0.4834613448104618,0.021547829210808278,8.651137756338898,4.799923970391569,0.00029867535618214686,0.37679698330183053,1.0,0.0,0.0,6.4,10.5,6,historical_current_kbath_scaled_by_gain,1.185778850288792e-06,1.506272232520006e-05,4.93135237149876e-07,0.0818846063851555,245.820036145688,245.820036145688,0.0975419138578228,17.964319772887684,15.635362728779524,0.0034703605955441,1.0,sigmoid,-5.925996300056821,-4.822096529863961,-6.307033963696838,-1.0867977342632682,0.011356109825650414,Mixed,kir_dominant_local_buffering,M_tot,1.0,STRICTLY_LOCAL,4.108640302191675e-92,1.7000170358891684e-93,0.29139425268430447,0.6512603472635695,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_not_failed_majority,M1,1,2,1,insufficient_evidence,needs >= 6 candidates and >= 3 independent cells; observed 2 candidates and 1 cells,,insufficient_evidence_for_candidate_mechanism_regime_claim,1,maximin_mechanism_distance_preserving_step04_acceptance,insufficient_evidence_for_candidate_mechanism_regime_claim
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_02,True,6,208.80870359530965,210.99016226289538,7.4281495296961495,12.229749468141065,11.578008002050623,1.0264932782147382,0.4949908259787299,0.4834613448104618,0.021547829210808278,8.651137756338898,4.799923970391569,0.00029867535618214686,0.37679698330183053,1.0,0.0,0.0,6.4,10.5,6,historical_current_kbath_scaled_by_gain,1.185778850288792e-06,1.506272232520006e-05,4.93135237149876e-07,0.0818846063851555,245.820036145688,245.820036145688,0.0975419138578228,17.964319772887684,15.635362728779524,0.0034703605955441,1.0,sigmoid,-5.925996300056821,-4.822096529863961,-6.307033963696838,-1.0867977342632682,0.011356109825650414,Mixed,kir_dominant_local_buffering,M_tot,1.0,STRICTLY_LOCAL,4.108640302191675e-92,1.7000170358891684e-93,0.29139425268430447,0.6512603472635695,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_not_failed_majority,M1,1,2,1,insufficient_evidence,needs >= 6 candidates and >= 3 independent cells; observed 2 candidates and 1 cells,,insufficient_evidence_for_candidate_mechanism_regime_claim,2,maximin_mechanism_distance_preserving_step04_acceptance,insufficient_evidence_for_candidate_mechanism_regime_claim
