file_id,region,condition,fit_scope,heldout_sweep,train_sweeps,candidate_id,optimizer_status,optimizer_success,optimizer_cost,optimizer_nfev,heldout_trace_rmse_mV,heldout_weighted_pass_fraction,simulation_health,heldout_pass
3_DH_2_CONTROL,DH,CONTROL,leave_one_out,4,"1,2,3,5,6",3_DH_2_CONTROL__hybrid_optuna_098,3,True,1890563.0267811515,10,16.82312135953715,0.25,ok,False
3_DH_2_CONTROL,DH,CONTROL,leave_one_out,5,"1,2,3,4,6",3_DH_2_CONTROL__hybrid_optuna_098,3,True,1907642.4204147293,10,19.20012680286777,0.25,ok,False
3_DH_2_CONTROL,DH,CONTROL,leave_one_out,6,"1,2,3,4,5",3_DH_2_CONTROL__hybrid_optuna_098,3,True,1958952.034279789,10,21.27998223699604,0.25,ok,False
DH_1_CONTROL,DH,CONTROL,leave_one_out,1,"2,3,4,5,6",DH_1_CONTROL__hybrid_optuna_099,3,True,621672.3438998943,12,7.082542043324577,0.5,ok,True
DH_1_CONTROL,DH,CONTROL,leave_one_out,2,"1,3,4,5,6",DH_1_CONTROL__hybrid_optuna_099,3,True,881223.465517366,11,9.924219198062186,0.5,ok,True
DH_1_CONTROL,DH,CONTROL,leave_one_out,3,"1,2,4,5,6",DH_1_CONTROL__hybrid_optuna_099,3,True,847394.3342276237,12,12.909774380104034,0.4091771589969185,ok,True
DH_1_CONTROL,DH,CONTROL,leave_one_out,4,"1,2,3,5,6",DH_1_CONTROL__hybrid_optuna_099,3,True,1023525.2688655192,12,16.762498386663218,0.25,ok,False
DH_1_CONTROL,DH,CONTROL,leave_one_out,5,"1,2,3,4,6",DH_1_CONTROL__hybrid_optuna_099,3,True,1037207.0302540254,12,18.929298974915465,0.25,ok,False
DH_1_CONTROL,DH,CONTROL,leave_one_out,6,"1,2,3,4,5",DH_1_CONTROL__hybrid_optuna_099,3,True,1061932.652033663,11,20.67098152288252,0.25,ok,False
DH_2_CONTROL,DH,CONTROL,leave_one_out,1,"2,3,4,5,6",DH_2_CONTROL__hybrid_optuna_044,3,True,499093.8875588518,12,3.3558477864984737,0.4199254077086754,ok,True
DH_2_CONTROL,DH,CONTROL,leave_one_out,2,"1,3,4,5,6",DH_2_CONTROL__hybrid_optuna_044,3,True,2844065.115924116,11,4.884705204528495,0.4044404136836046,ok,True
DH_2_CONTROL,DH,CONTROL,leave_one_out,3,"1,2,4,5,6",DH_2_CONTROL__hybrid_optuna_044,3,True,2812615.1855809824,11,6.157990849631385,0.3456947066168366,ok,True
DH_2_CONTROL,DH,CONTROL,leave_one_out,4,"1,2,3,5,6",DH_2_CONTROL__hybrid_optuna_044,3,True,3249933.8651563404,9,7.350813073488925,0.25,ok,False
DH_2_CONTROL,DH,CONTROL,leave_one_out,5,"1,2,3,4,6",DH_2_CONTROL__hybrid_optuna_044,3,True,2966175.476704729,13,8.550268598430288,0.25,ok,False
DH_2_CONTROL,DH,CONTROL,leave_one_out,6,"1,2,3,4,5",DH_2_CONTROL__hybrid_optuna_044,3,True,3230376.3630200983,12,9.781028394065167,0.25,ok,False
DH_1_MFA,DH,MFA,leave_one_out,1,"2,3,4,5,6",DH_1_MFA__hybrid_optuna_100,3,True,58053781422.94586,7,1.5876780662598455,0.4285714285714285,ok,True
DH_1_MFA,DH,MFA,leave_one_out,2,"1,3,4,5,6",DH_1_MFA__hybrid_optuna_100,3,True,55224800464.13478,6,2.610899282428751,0.3396853140649953,ok,True
DH_1_MFA,DH,MFA,leave_one_out,3,"1,2,4,5,6",DH_1_MFA__hybrid_optuna_100,3,True,30976986807.962227,7,3.371457454618796,0.3462952504761227,ok,True
