file_id,file,region,condition,candidate_id,objective,mean_trace_nrmse,mean_weighted_pass_fraction,min_weighted_pass_fraction,accepted_sweep_count,simulation_failed_count,monotonic_predicted_peak,accepted,P_gap_eff,gamma_t_eff,gamma_s_eff,volume_ratio_wa_wo,g_kir,gl_a,zth,zs,eps,k_bath_gain,switching_function,Va_l,Va_s,ca
1_DH_1_CONTROL,1_DH_1.atf,DH,CONTROL,0,0.23072528833398492,0.17282199320119296,0.8518518518518517,0.7777777777777778,6,0,True,True,4.9115502011141e-07,3.198382716194227e-05,0.00010852581660942114,1.3868638195400944,75.8578490403,1.48818649385,68.37243484289999,3.5693958797,0.0028043985000000002,1.240693094696319,sigmoid,-68.29365811240001,-91.94802637445,679.6012546536499
1_VH_1_CONTROL,1_VH_1.atf,VH,CONTROL,1,0.8021841599371081,0.12008047763920938,0.543859649122807,0.4368421052631579,4,0,True,False,9.408352878178943e-07,1.3461627824316278e-05,9.54959833137412e-05,2.6789660857706656,62.78566861437667,1.543945959246947,68.17128667897708,1.614100652633918,0.005375830828281827,1.076909299305675,sigmoid,-68.29365811240001,-91.94802637445,679.6012546536499
