file_id,region,condition,candidate_id,fit_scope,seed_source,provenance_status,start_label,optimizer_backend,optimization_config_hash,optimizer_status,optimizer_success,optimizer_cost,optimizer_nfev,gki,eps,gl_a,zth,zs,K_bath_value_middle,eps_middle,P_gap_eff,gamma_t_eff,gamma_s_eff,volume_ratio_wa_wo,n_sweeps_scored,n_failures,mean_trace_rmse_mV,mean_trace_objective_loss,mean_weighted_pass_fraction,mean_feature_loss,mean_binary_penalty,objective_trace,objective_feature,objective_binary,objective_prior,objective_hidden,objective_fail,scalar_objective,optuna_trial_number,optuna_objective_names,optuna_objective_values,pareto_front,accepted_by_trace,accepted_by_feature_contract,eligible_by_contract,ensemble_rank,accepted_all6,holdout_mean_rmse_mV,holdout_mean_pass_fraction
1_DH_2_CONTROL,DH,CONTROL,1_DH_2_CONTROL__cand_12,all6,optuna,generic_seed,trial_408,optuna_multi,7a74a72572fc5320,1,True,675.1314805795005,1,245.820036145688,0.01735792403594532,0.26111241610093655,50.854468657305105,0.04374468729190967,8.2,1.0,3.1729073372306313e-07,4.835865362182063e-06,4.93135237149876e-07,0.16791285969822345,6,0,3.024485938701807,674.6527140615956,0.6776081415179599,0.32239185848204005,1.0,674.6527140615956,0.32239185848204005,1.0,240.4418418368283,0.0,0.0,675.9751059200777,408,"[""trace"", ""feature"", ""binary""]","[0.7566578586631144, 0.3105353618299338, 0.5]",True,True,True,True,2,True,3.024485938701807,0.6776081415179599
1_DH_2_CONTROL,DH,CONTROL,1_DH_2_CONTROL__cand_11,all6,optuna,generic_seed,trial_413,optuna_multi,7a74a72572fc5320,1,True,674.2481812678249,1,250.62588866464338,0.01735792403594532,0.0012889923018888974,17.03363882994435,0.03373080268383927,8.2,1.0,3.1729073372306313e-07,4.835865362182063e-06,0.008205918074565565,0.16791285969822345,6,0,3.0141932809097,673.5565801309481,0.6774865095499907,0.3225134904500094,1.0,673.5565801309481,0.3225134904500094,1.0,32.30046064061925,0.0,0.0,674.879093621398,413,"[""trace"", ""feature"", ""binary""]","[0.7542231918878395, 0.310382900810782, 1.0]",True,True,True,True,3,True,3.0141932809097,0.6774865095499907
1_DH_2_CONTROL,DH,CONTROL,1_DH_2_CONTROL__cand_13,all6,optuna,generic_seed,trial_462,optuna_multi,7a74a72572fc5320,1,True,691.4489247376802,1,454.57153583462264,0.022677352235512847,0.10962016879209524,50.854468657305105,3.2191463496769184,8.2,1.0,1.185778850288792e-06,1.5062722325200061e-05,5.349594518450895e-05,1.6523573294997274,6,0,3.0719864123965936,701.010134218317,0.6765592831892819,0.3234407168107181,0.5,701.010134218317,0.3234407168107181,0.5,237.76052706281644,0.0,0.0,701.8335749351278,462,"[""trace"", ""feature"", ""binary""]","[0.7583415193663039, 0.30964142447616716, 0.5]",True,True,True,True,4,True,3.0719864123965936,0.6765592831892819
1_DH_2_CONTROL,DH,CONTROL,1_DH_2_CONTROL__cand_05,all6,optuna,generic_seed,trial_274,optuna_multi,7a74a72572fc5320,1,True,571.2791871097398,1,73.40534928562195,0.007588328899786272,0.09754191385782286,17.03363882994435,6.668042930827933,8.2,1.0,1.185778850288792e-06,1.9740583621124953e-05,5.349594518450895e-05,0.08188460638515553,6,0,2.674008902621626,572.2455825759343,0.675925216638169,0.3240747833618311,0.5,572.2455825759343,0.3240747833618311,0.5,30.96250817378018,0.0,0.0,573.0696573592962,274,"[""trace"", ""feature"", ""binary""]","[0.667021952028028, 0.3235925906653293, 0.5]",True,True,True,True,5,True,2.674008902621626,0.675925216638169
1_DH_2_CONTROL,DH,CONTROL,1_DH_2_CONTROL__cand_09,all6,optuna,generic_seed,trial_446,optuna_multi,7a74a72572fc5320,1,True,616.6311669166109,1,138.79552120940943,0.01735792403594532,0.0007924849533052708,83.15310787671011,0.03373080268383927,8.2,1.0,3.1729073372306313e-07,5.461888811739218e-05,9.755011688381292e-05,3.6180889343566944,6,0,2.8691452090911542,633.2799192362107,0.6757503270522901,0.32424967294770984,0.5,633.2799192362107,0.32424967294770984,0.5,629.442565450882,0.0,0.0,634.1041689091585,446,"[""trace"", ""feature"", ""binary""]","[0.7016547517605106, 0.3134045231011888, 0.5]",True,True,True,True,6,True,2.8691452090911542,0.6757503270522901
1_DH_2_CONTROL,DH,CONTROL,1_DH_2_CONTROL__cand_08,all6,optuna,generic_seed,trial_488,optuna_multi,7a74a72572fc5320,1,True,602.4587861193182,1,245.820036145688,0.01735792403594532,0.09754191385782286,130.48445430931923,15.635362728779524,8.2,1.0,5.660670699258882e-07,5.461888811739218e-05,4.93135237149876e-07,6.574379920599517,6,0,2.8716182988455223,630.0748113873278,0.6737562171050455,0.3262437828949545,0.5,630.0748113873278,0.3262437828949545,0.5,1551.729356418494,0.0,0.0,630.9010551702228,488,"[""trace"", ""feature"", ""binary""]","[0.6934520630945377, 0.31612018448050083, 0.5]",True,True,True,True,7,True,2.8716182988455223,0.6737562171050455
1_DH_2_CONTROL,DH,CONTROL,1_DH_2_CONTROL__cand_06,all6,optuna,generic_seed,trial_350,optuna_multi,7a74a72572fc5320,1,True,596.4847900285415,1,245.820036145688,0.01735792403594532,0.09754191385782286,130.48445430931923,15.635362728779524,8.2,1.0,5.660670699258882e-07,5.461888811739218e-05,4.93135237149876e-07,7.516403083944953,6,0,2.8601420427072917,626.1912785824228,0.673339134927812,0.32666086507218794,0.5,626.1912785824228,0.32666086507218794,0.5,1551.7698318164641,0.0,0.0,627.017939447495,350,"[""trace"", ""feature"", ""binary""]","[0.6895286739970382, 0.3165845193042697, 0.5]",True,True,True,True,8,True,2.8601420427072917,0.673339134927812
1_DH_2_CONTROL,DH,CONTROL,1_DH_2_CONTROL__cand_04,all6,optuna,generic_seed,trial_435,optuna_multi,7a74a72572fc5320,1,True,553.975486371267,1,262.05131129029377,0.007058572590901788,0.09754191385782286,27.985508832905374,0.872764295013774,8.2,1.0,5.660670699258882e-07,1.5062722325200061e-05,4.2217145573715135e-07,0.3933244005343143,6,0,2.711417033093969,570.2624256251993,0.6033770390126675,0.3966229609873326,0.5,570.2624256251993,0.3966229609873326,0.5,76.64464664664392,0.0,0.0,571.1590485861866,435,"[""trace"", ""feature"", ""binary""]","[0.6665740652461266, 0.40362251355594625, 0.5]",True,True,True,True,9,True,2.711417033093969,0.6033770390126675
1_DH_2_CONTROL,DH,CONTROL,1_DH_2_CONTROL__cand_02,all6,optuna,generic_seed,trial_456,optuna_multi,7a74a72572fc5320,1,True,540.870323410339,1,354.1244438629623,0.007058572590901788,0.0007168653409047049,56.3374428959916,0.02385022010474564,8.2,1.0,1.318600900985154e-06,1.5062722325200061e-05,8.53873772948728e-06,1.6523573294997274,6,0,2.6697136480732673,567.888672885117,0.5826846807190922,0.4173153192809078,0.5,567.888672885117,0.4173153192809078,0.5,289.71816599590824,0.0,0.0,568.8059882043979,456,"[""trace"", ""feature"", ""binary""]","[0.6516315774542208, 0.44141522566859515, 0.5]",True,True,True,True,10,True,2.6697136480732673,0.5826846807190922
1_DH_2_CONTROL,DH,CONTROL,1_DH_2_CONTROL__cand_03,all6,optuna,generic_seed,trial_369,optuna_multi,7a74a72572fc5320,1,True,552.4566749232695,1,354.1244438629623,0.007058572590901788,0.09754191385782286,27.985508832905374,0.02385022010474564,8.2,1.0,8.75135735778465e-07,1.8252281858298468e-05,1.0888336764584933e-05,1.6523573294997274,6,0,2.7042295309079862,570.463912015534,0.5808167205003828,0.41918327949961715,0.5,570.463912015534,0.41918327949961715,0.5,73.47960921446126,0.0,0.0,571.3830952950336,369,"[""trace"", ""feature"", ""binary""]","[0.6631292366940748, 0.4256584981839756, 0.5]",True,True,True,True,11,True,2.7042295309079862,0.5808167205003828
1_DH_2_CONTROL,DH,CONTROL,1_DH_2_CONTROL__cand_01,all6,optuna,generic_seed,trial_258,optuna_multi,7a74a72572fc5320,1,True,527.7079891230989,1,51.769271970169164,0.005456725485601475,0.003935699698220799,56.3374428959916,0.035058550455355136,8.2,1.0,1.9720874302402908e-07,0.00030536947947832314,0.00017507431716231505,0.11168078352407658,6,0,2.650450042839531,567.4490171644629,0.4052549815739859,0.5947450184260141,0.5,567.4490171644629,0.5947450184260141,0.5,291.23886138629723,0.0,0.0,568.5437621828889,258,"[""trace"", ""feature"", ""binary""]","[0.6373823706332314, 0.5814674869395224, 0.5]",True,True,False,False,12,False,2.650450042839531,0.4052549815739859
1_DH_2_CONTROL,DH,CONTROL,1_DH_2_CONTROL__cand_07,all6,optuna,generic_seed,trial_468,optuna_multi,7a74a72572fc5320,1,True,597.0976249711944,1,454.57153583462264,0.01735792403594532,0.09754191385782286,50.854468657305105,29.18346281598263,8.2,1.0,5.660670699258882e-07,5.461888811739218e-05,4.93135237149876e-07,7.516403083944953,6,6,,inf,0.0,1.0,1.0,1000000000000.0,1.0,1.0,242.8481818726347,0.0,6.0,1000000000008.0,468,"[""trace"", ""feature"", ""binary""]","[0.6899162476582094, 0.31651969150964154, 0.5]",True,False,False,False,13,False,,0.0
1_VH_1_CONTROL,VH,CONTROL,1_VH_1_CONTROL__cand_02,all6,optuna,generic_seed,trial_475,optuna_multi,7a74a72572fc5320,1,True,496.7788948311824,1,35.19818734234284,0.003470360595544151,1.9295761588097387e-05,48.80995472389016,0.01335654520744678,8.2,1.0,6.931554219323889e-06,3.749420626758942e-06,1.3739589716762162e-08,1.2635598601775555,6,0,2.4601793805110606,496.7134478986074,0.37917900829302026,0.6208209917069798,0.0,496.7134478986074,0.6208209917069798,0.0,226.25019175900545,0.0,0.0,497.3342688903144,475,"[""trace"", ""feature"", ""binary""]","[0.6148508183703152, 0.6812590840505475, 0.0]",True,True,False,False,1,False,2.5006178069186933,0.4313651475250732
1_VH_1_CONTROL,VH,CONTROL,1_VH_1_CONTROL__cand_04,all6,optuna,generic_seed,trial_481,optuna_multi,7a74a72572fc5320,1,True,504.6723454348393,1,35.19818734234284,0.003470360595544151,1.9295761588097387e-05,6.9675619079996585,0.7158714383119805,8.2,1.0,1.318600900985154e-06,3.1764108521098706e-05,3.5005997606273915e-08,1.2635598601775555,6,0,2.478820354974093,504.2762178529822,0.35514046260427196,0.6448595373957281,0.0,504.2762178529822,0.6448595373957281,0.0,15.349013275552954,0.0,0.0,504.92107739037795,481,"[""trace"", ""feature"", ""binary""]","[0.6190467797251844, 0.668616333932414, 0.0]",True,True,False,False,2,False,2.478820354974093,0.35514046260427196
1_VH_1_CONTROL,VH,CONTROL,1_VH_1_CONTROL__cand_05,all6,optuna,generic_seed,trial_321,optuna_multi,7a74a72572fc5320,1,True,535.7840529201151,1,35.19818734234284,0.003470360595544151,0.09754191385782286,48.80995472389016,0.872764295013774,8.2,1.0,6.931554219323889e-06,1.8352911848077743e-06,0.0001159093450784577,1.4250466975271663,6,0,2.4810905348805625,499.5407672198435,0.33496453624889205,0.665035463751108,0.0,499.5407672198435,0.665035463751108,0.0,217.5728216110422,0.0,0.0,500.2058026835946,321,"[""trace"", ""feature"", ""binary""]","[0.6436681381338974, 0.5232039491721885, 0.0]",True,True,False,False,3,False,2.4810905348805625,0.33496453624889205
1_VH_1_CONTROL,VH,CONTROL,1_VH_1_CONTROL__cand_06,all6,optuna,generic_seed,trial_458,optuna_multi,7a74a72572fc5320,1,True,535.7840529201151,1,35.19818734234284,0.003470360595544151,0.09754191385782286,48.80995472389016,0.872764295013774,8.2,1.0,6.931554219323889e-06,1.8352911848077743e-06,0.0001159093450784577,1.4250466975271663,6,0,2.4810905348805625,499.5407672198435,0.33496453624889205,0.665035463751108,0.0,499.5407672198435,0.665035463751108,0.0,217.5728216110422,0.0,0.0,500.2058026835946,458,"[""trace"", ""feature"", ""binary""]","[0.6436681381338974, 0.5232039491721885, 0.0]",True,True,False,False,4,False,2.4810905348805625,0.33496453624889205
1_VH_1_CONTROL,VH,CONTROL,1_VH_1_CONTROL__cand_03,all6,optuna,generic_seed,trial_356,optuna_multi,7a74a72572fc5320,1,True,503.135682511466,1,35.19818734234284,0.003470360595544151,1.9295761588097387e-05,130.48445430931923,1.8773330457821398,8.2,1.0,6.931554219323889e-06,1.578232781079556e-06,9.035085883460162e-05,1.2635598601775555,6,0,2.482809073566101,498.750303652582,0.32572008908713773,0.6742799109128624,0.0,498.750303652582,0.6742799109128624,0.0,1549.4484267256985,0.0,0.0,499.4245835634948,356,"[""trace"", ""feature"", ""binary""]","[0.6231657862646038, 0.5554530620158289, 0.0]",True,True,False,False,5,False,2.482809073566101,0.32572008908713773
1_VH_1_CONTROL,VH,CONTROL,1_VH_1_CONTROL__cand_01,all6,optuna,generic_seed,trial_490,optuna_multi,7a74a72572fc5320,1,True,492.40895082381115,1,7.053190097210722,0.003470360595544151,1.9295761588097387e-05,92.25108400487547,0.872764295013774,8.2,1.0,7.971352803055297e-07,5.461888811739218e-05,0.0016522521257274828,1.581803085908141,6,0,2.447675621357335,492.671527262369,0.29705147131132265,0.7029485286886775,0.0,492.671527262369,0.7029485286886775,0.0,778.1063349706669,0.0,0.0,493.3744757910577,490,"[""trace"", ""feature"", ""binary""]","[0.611504062074102, 0.7018161130642087, 0.0]",True,True,False,False,6,False,2.447675621357335,0.29705147131132265
1_VH_2_CONTROL,VH,CONTROL,1_VH_2_CONTROL__cand_03,all6,optuna,generic_seed,trial_469,optuna_multi,7a74a72572fc5320,1,True,536.2688109567198,1,35.19818734234284,0.003470360595544151,0.04277699210334443,104.51057480462259,16.36341071897551,8.2,1.0,6.931554219323889e-06,4.742798105838863e-06,0.0010797453347997645,0.41299172660929345,6,0,2.6529784464559563,551.5537362728438,0.3216487897130184,0.6783512102869818,0.0,551.5537362728438,0.6783512102869818,0.0,994.3265443302794,0.0,0.0,552.2320874831308,469,"[""trace"", ""feature"", ""binary""]","[0.6489160217470621, 0.5082853545341142, 0.0]",True,True,False,False,1,False,2.6697651474127064,0.47157184590256934
1_VH_2_CONTROL,VH,CONTROL,1_VH_2_CONTROL__cand_02,all6,optuna,generic_seed,trial_492,optuna_multi,7a74a72572fc5320,1,True,529.0050536629324,1,35.19818734234284,0.003470360595544151,4.0955478290697965e-05,119.29009677898352,0.872764295013774,8.2,1.0,6.931554219323889e-06,1.578232781079556e-06,0.0010797453347997645,0.41299172660929345,6,0,2.6495538498957174,546.1238765563135,0.27222194432363134,0.7277780556763688,0.0,546.1238765563135,0.7277780556763688,0.0,1295.2365307034104,0.0,0.0,546.8516546119898,492,"[""trace"", ""feature"", ""binary""]","[0.6482700298175549, 0.7498969780700706, 0.0]",True,True,False,False,2,False,2.6495538498957174,0.27222194432363134
1_VH_2_CONTROL,VH,CONTROL,1_VH_2_CONTROL__cand_01,all6,optuna,generic_seed,trial_428,optuna_multi,7a74a72572fc5320,1,True,528.909199262086,1,35.19818734234284,0.003470360595544151,0.0001304212538027048,18.305735226716823,0.1280065098004041,8.2,1.0,6.931554219323889e-06,1.578232781079556e-06,1.3389713569160784e-08,1.2635598601775555,6,0,2.6522816496766244,546.4400646037977,0.2716937625882557,0.7283062374117444,0.0,546.4400646037977,0.7283062374117444,0.0,39.77356302268675,0.0,0.0,547.1683708412095,428,"[""trace"", ""feature"", ""binary""]","[0.6485742406058789, 0.7455233117857527, 0.0]",True,True,False,False,3,False,2.6522816496766244,0.2716937625882557
2_DH_1_CONTROL,DH,CONTROL,2_DH_1_CONTROL__cand_05,all6,optuna,generic_seed,trial_350,optuna_multi,7a74a72572fc5320,1,True,418.8759115160578,1,35.19818734234284,0.009457692079529038,0.05664186846611221,56.3374428959916,0.7489579543518217,8.2,1.0,3.1729073372306313e-07,1.5062722325200061e-05,4.6943960527706385e-05,0.1865309785854381,6,0,2.1724843650209764,429.0304627723497,0.6756884149389891,0.32431158506101093,0.5,429.0304627723497,0.32431158506101093,0.5,290.8658344002513,0.0,0.0,429.85477435741075,350,"[""trace"", ""feature"", ""binary""]","[0.5289206252767669, 0.3274860406042833, 0.5]",True,True,True,True,1,True,1.969723471185303,0.6753987016723254
2_DH_1_CONTROL,DH,CONTROL,2_DH_1_CONTROL__cand_10,all6,optuna,generic_seed,trial_462,optuna_multi,7a74a72572fc5320,1,True,626.5667319820142,1,354.1244438629623,0.030608522106722488,0.0007924849533052708,134.70814341610705,0.7489579543518217,8.2,1.0,1.185778850288792e-06,5.971435064832841e-06,4.93135237149876e-07,5.719545392989609,6,0,2.4178142117864403,539.2979576852728,0.6756880771128415,0.32431192288715854,0.5,539.2979576852728,0.32431192288715854,0.5,1650.9511442606893,0.0,0.0,540.12226960816,462,"[""trace"", ""feature"", ""binary""]","[0.6957908554835806, 0.31083314817124164, 0.5]",True,True,True,True,2,True,2.4178142117864403,0.6756880771128415
2_DH_1_CONTROL,DH,CONTROL,2_DH_1_CONTROL__cand_04,all6,optuna,generic_seed,trial_448,optuna_multi,7a74a72572fc5320,1,True,416.8818043641816,1,35.19818734234284,0.009457692079529038,0.05664186846611221,56.3374428959916,0.7489579543518217,8.2,1.0,3.1729073372306313e-07,1.9740583621124953e-05,4.6943960527706385e-05,0.1865309785854381,6,0,2.1570473863747726,426.8409952077093,0.6756348941255278,0.3243651058744723,0.5,426.8409952077093,0.3243651058744723,0.5,290.8333349523806,0.0,0.0,427.66536031358373,448,"[""trace"", ""feature"", ""binary""]","[0.5253718352461211, 0.3275302266872383, 0.5]",True,True,True,True,3,True,2.1570473863747726,0.6756348941255278
2_DH_1_CONTROL,DH,CONTROL,2_DH_1_CONTROL__cand_09,all6,optuna,generic_seed,trial_260,optuna_multi,7a74a72572fc5320,1,True,501.70750124289685,1,35.19818734234284,0.009457692079529038,0.0038540976762008188,56.3374428959916,15.635362728779524,8.2,1.0,8.75135735778465e-07,1.5062722325200061e-05,4.6943960527706385e-05,0.1865309785854381,6,0,2.0555460526377107,414.4885215232577,0.6746942549261269,0.3253057450738732,0.5,414.4885215232577,0.3253057450738732,0.5,292.0429951556725,0.0,0.0,415.3138272683316,260,"[""trace"", ""feature"", ""binary""]","[0.6144816469912308, 0.3109137121265192, 0.5]",True,True,True,True,4,True,2.0555460526377107,0.6746942549261269
2_DH_1_CONTROL,DH,CONTROL,2_DH_1_CONTROL__cand_06,all6,optuna,generic_seed,trial_486,optuna_multi,7a74a72572fc5320,1,True,436.6341396705749,1,3.4575756830058175,0.07537201787998425,0.04277699210334443,145.7673124081441,0.7489579543518217,8.2,1.0,8.75135735778465e-07,1.9740583621124953e-05,0.03220205344042296,0.1865309785854381,6,0,1.9347332167862887,389.34096664859027,0.6659179769165672,0.33408202308343293,0.5,389.34096664859027,0.33408202308343293,0.5,1934.0725575149495,0.0,0.0,390.1750486716737,486,"[""trace"", ""feature"", ""binary""]","[0.5427275685620069, 0.31887488216664117, 0.5]",True,True,True,True,5,True,1.9347332167862887,0.6659179769165672
2_DH_1_CONTROL,DH,CONTROL,2_DH_1_CONTROL__cand_02,all6,optuna,generic_seed,trial_456,optuna_multi,7a74a72572fc5320,1,True,374.0347400904843,1,3.4575756830058175,0.06598741607403362,1.9295761588097387e-05,56.19189219397068,0.7489579543518217,8.2,1.0,1.185778850288792e-06,1.9740583621124953e-05,1.0888336764584933e-05,8.506493044099056,6,0,1.8745492098327772,373.9942067209031,0.6637004569875447,0.3362995430124554,0.5,373.9942067209031,0.3362995430124554,0.5,292.5697377754256,0.0,0.0,374.83050626391554,456,"[""trace"", ""feature"", ""binary""]","[0.4672169648211056, 0.33767182750960056, 0.5]",True,True,True,True,6,True,1.8745492098327772,0.6637004569875447
2_DH_1_CONTROL,DH,CONTROL,2_DH_1_CONTROL__cand_03,all6,optuna,generic_seed,trial_481,optuna_multi,7a74a72572fc5320,1,True,380.2209796133736,1,3.4575756830058175,0.07537201787998425,0.05664186846611221,56.3374428959916,0.7489579543518217,8.2,1.0,1.318600900985154e-06,3.1764108521098706e-05,3.5005997606273915e-08,7.1300113348033465,6,0,1.8586907216217432,374.4496383557419,0.6616154322791963,0.3383845677208038,0.5,374.4496383557419,0.3383845677208038,0.5,295.5381015980143,0.0,0.0,375.28802292346273,481,"[""trace"", ""feature"", ""binary""]","[0.47117988836787034, 0.3316876911991993, 0.5]",True,True,True,True,7,True,1.8586907216217432,0.6616154322791963
