file_id,region,condition,fit_scope,heldout_sweep,train_sweeps,candidate_id,optimizer_status,optimizer_success,optimizer_cost,optimizer_nfev,heldout_trace_rmse_mV,heldout_weighted_pass_fraction,simulation_health,heldout_pass
VH_1_MFA_BA,VH,MFA_BA,leave_one_out,5,"1,2,3,4,6",VH_1_MFA_BA__cand_01,3,True,17.387364378306803,11,1.9577775775380402,1.0,ok,True
VH_1_MFA_BA,VH,MFA_BA,leave_one_out,6,"1,2,3,4,5",VH_1_MFA_BA__cand_01,3,True,16.097948408182766,12,2.7811685399684674,1.0,ok,True
VH_2_MFA,VH,MFA,leave_one_out,1,"2,3,4,5,6",VH_2_MFA__cand_10,3,True,39.613803831678176,29,3.4128666296479526,0.7104693580506067,ok,True
VH_2_MFA,VH,MFA,leave_one_out,2,"1,3,4,5,6",VH_2_MFA__cand_10,3,True,63.32199137847886,16,1.6101415329507625,0.8220844369340112,ok,True
VH_2_MFA,VH,MFA,leave_one_out,3,"1,2,4,5,6",VH_2_MFA__cand_10,3,True,66.04272155429209,12,0.8906197286657314,0.9080202515504064,ok,True
VH_2_MFA,VH,MFA,leave_one_out,4,"1,2,3,5,6",VH_2_MFA__cand_10,3,True,66.38923925921276,15,2.2191518766148923,0.9206179819580582,ok,True
VH_2_MFA,VH,MFA,leave_one_out,5,"1,2,3,4,6",VH_2_MFA__cand_10,3,True,64.99614308458851,10,3.7148815181182457,0.9370825489945493,ok,True
VH_2_MFA,VH,MFA,leave_one_out,6,"1,2,3,4,5",VH_2_MFA__cand_10,3,True,62.65909730816982,13,5.203124049289524,0.9629386746051668,ok,False
VH_2_MFA_BA,VH,MFA_BA,leave_one_out,1,"2,3,4,5,6",VH_2_MFA_BA__cand_10,3,True,72.6971711991053,11,1.4356979810009403,0.9840183805908783,ok,True
VH_2_MFA_BA,VH,MFA_BA,leave_one_out,2,"1,3,4,5,6",VH_2_MFA_BA__cand_10,3,True,71.97430841877872,10,0.5916821976612342,0.9587091451295661,ok,True
VH_2_MFA_BA,VH,MFA_BA,leave_one_out,3,"1,2,4,5,6",VH_2_MFA_BA__cand_10,3,True,68.0397281798091,10,0.8207697491261752,0.9523513130838946,ok,True
VH_2_MFA_BA,VH,MFA_BA,leave_one_out,4,"1,2,3,5,6",VH_2_MFA_BA__cand_10,3,True,70.81000617163562,10,1.9755053510310374,1.0,ok,True
VH_2_MFA_BA,VH,MFA_BA,leave_one_out,5,"1,2,3,4,6",VH_2_MFA_BA__cand_10,3,True,40.59429802511038,10,3.284558596644506,1.0,ok,True
VH_2_MFA_BA,VH,MFA_BA,leave_one_out,6,"1,2,3,4,5",VH_2_MFA_BA__cand_10,3,True,69.94624295646115,10,4.814362062571788,1.0,ok,False
VH_3_MFA,VH,MFA,leave_one_out,1,"2,3,4,5,6",VH_3_MFA__cand_35,3,True,45.08321647118957,19,2.610697148682372,0.6885421076426861,ok,True
VH_3_MFA,VH,MFA,leave_one_out,2,"1,3,4,5,6",VH_3_MFA__cand_35,3,True,57.18208708006774,15,1.7705590538018126,0.7973998925407434,ok,True
VH_3_MFA,VH,MFA,leave_one_out,3,"1,2,4,5,6",VH_3_MFA__cand_35,3,True,56.3411684792955,16,3.8528036679564566,0.8894850522031924,ok,True
VH_3_MFA,VH,MFA,leave_one_out,4,"1,2,3,5,6",VH_3_MFA__cand_35,3,True,54.125477561714966,21,5.382259106934437,0.9023843041328676,ok,False
VH_3_MFA,VH,MFA,leave_one_out,5,"1,2,3,4,6",VH_3_MFA__cand_35,3,True,50.435968206963445,18,7.274509259138968,0.9196087325174547,ok,False
VH_3_MFA,VH,MFA,leave_one_out,6,"1,2,3,4,5",VH_3_MFA__cand_35,3,True,44.80456782847472,17,9.250529775926829,0.945047698400664,ok,False
VH_3_MFA_BA,VH,MFA_BA,leave_one_out,1,"2,3,4,5,6",VH_3_MFA_BA__cand_41,3,True,13825301895.155949,12,0.3341433351673546,0.9973938073456684,ok,True
VH_3_MFA_BA,VH,MFA_BA,leave_one_out,2,"1,3,4,5,6",VH_3_MFA_BA__cand_41,3,True,13844779948.800457,12,1.4948753677798188,0.9607361164552479,ok,True
VH_3_MFA_BA,VH,MFA_BA,leave_one_out,3,"1,2,4,5,6",VH_3_MFA_BA__cand_41,3,True,13812744060.009087,12,2.9752991464528824,0.9542683060877545,ok,True
VH_3_MFA_BA,VH,MFA_BA,leave_one_out,4,"1,2,3,5,6",VH_3_MFA_BA__cand_41,3,True,13840044012.83763,12,3.910165745814089,1.0,ok,True
VH_3_MFA_BA,VH,MFA_BA,leave_one_out,5,"1,2,3,4,6",VH_3_MFA_BA__cand_41,3,True,13835003446.210838,12,5.273859007724164,1.0,ok,False
VH_3_MFA_BA,VH,MFA_BA,leave_one_out,6,"1,2,3,4,5",VH_3_MFA_BA__cand_41,3,True,24.588189945877893,15,4.906880588591744,0.9995680109811685,ok,False
VH_4_MFA,VH,MFA,leave_one_out,1,"2,3,4,5,6",VH_4_MFA__cand_04,3,True,41.700653674747876,16,3.2738172917752015,0.4237443819821967,ok,False
VH_4_MFA,VH,MFA,leave_one_out,2,"1,3,4,5,6",VH_4_MFA__cand_04,3,True,91.09117441195434,12,1.6645588849401558,0.7914175706120092,ok,True
VH_4_MFA,VH,MFA,leave_one_out,3,"1,2,4,5,6",VH_4_MFA__cand_04,3,True,93.99834999803511,12,0.9157177531708481,0.8904355752466404,ok,True
VH_4_MFA,VH,MFA,leave_one_out,4,"1,2,3,5,6",VH_4_MFA__cand_04,3,True,91.9029008677762,13,2.1290793671584685,0.9033193645341606,ok,True
VH_4_MFA,VH,MFA,leave_one_out,5,"1,2,3,4,6",VH_4_MFA__cand_04,3,True,90.04754091750698,13,3.6830180252446527,0.9205048256701273,ok,True
VH_4_MFA,VH,MFA,leave_one_out,6,"1,2,3,4,5",VH_4_MFA__cand_04,3,True,88.01243035723428,12,4.964449035253773,0.9508827293516205,ok,False
VH_4_MFA_BA,VH,MFA_BA,leave_one_out,1,"2,3,4,5,6",VH_4_MFA_BA__cand_10,3,True,27.352670635410423,14,1.7392209551215894,0.9417559230444195,ok,True
VH_4_MFA_BA,VH,MFA_BA,leave_one_out,2,"1,3,4,5,6",VH_4_MFA_BA__cand_10,3,True,30.200966509640352,12,0.6399696798861165,0.9617496021180906,ok,True
VH_4_MFA_BA,VH,MFA_BA,leave_one_out,3,"1,2,4,5,6",VH_4_MFA_BA__cand_10,3,True,30.049292513675205,14,0.5633494286968393,0.9552268025896861,ok,True
VH_4_MFA_BA,VH,MFA_BA,leave_one_out,4,"1,2,3,5,6",VH_4_MFA_BA__cand_10,3,True,33.63827480567597,13,1.0913482427539156,1.0,ok,True
VH_4_MFA_BA,VH,MFA_BA,leave_one_out,5,"1,2,3,4,6",VH_4_MFA_BA__cand_10,3,True,31.830515578416748,15,2.2476968313486494,1.0,ok,True
VH_4_MFA_BA,VH,MFA_BA,leave_one_out,6,"1,2,3,4,5",VH_4_MFA_BA__cand_10,3,True,32.18179486519414,15,3.0293497982710553,1.0,ok,True
VH_5_MFA,VH,MFA,leave_one_out,1,"2,3,4,5,6",VH_5_MFA__cand_13,3,True,19.890330406345637,15,3.454735581705396,0.41490330948051085,ok,False
VH_5_MFA,VH,MFA,leave_one_out,2,"1,3,4,5,6",VH_5_MFA__cand_13,3,True,45.41447787028066,13,2.211636573707122,0.8165353608522073,ok,True
VH_5_MFA,VH,MFA,leave_one_out,3,"1,2,4,5,6",VH_5_MFA__cand_13,3,True,46.51759635547942,13,1.1997143550082525,0.8947129289421513,ok,True
VH_5_MFA,VH,MFA,leave_one_out,4,"1,2,3,5,6",VH_5_MFA__cand_13,3,True,47.74194276021634,13,1.4607635589899293,0.9075271363399737,ok,True
VH_5_MFA,VH,MFA,leave_one_out,5,"1,2,3,4,6",VH_5_MFA__cand_13,3,True,45.30588051078126,14,2.649500654744363,0.924537244857149,ok,True
VH_5_MFA,VH,MFA,leave_one_out,6,"1,2,3,4,5",VH_5_MFA__cand_13,3,True,41.88414833000644,14,4.142522664848487,0.945313582390038,ok,False
VH_5_MFA_BA,VH,MFA_BA,leave_one_out,1,"2,3,4,5,6",VH_5_MFA_BA__cand_24,3,True,11.70265726712657,17,2.084536214056021,0.8571428571428571,ok,True
VH_5_MFA_BA,VH,MFA_BA,leave_one_out,2,"1,3,4,5,6",VH_5_MFA_BA__cand_24,3,True,14.663488275158901,15,0.8631585852537045,0.9703642302522446,ok,True
VH_5_MFA_BA,VH,MFA_BA,leave_one_out,3,"1,2,4,5,6",VH_5_MFA_BA__cand_24,3,True,14.366090075353116,15,0.8545000372996013,0.9633740228560964,ok,True
VH_5_MFA_BA,VH,MFA_BA,leave_one_out,4,"1,2,3,5,6",VH_5_MFA_BA__cand_24,3,True,14.169771686604909,14,2.2885400854446143,1.0,ok,True
VH_5_MFA_BA,VH,MFA_BA,leave_one_out,5,"1,2,3,4,6",VH_5_MFA_BA__cand_24,3,True,13.65795786735381,14,3.4623579394266275,1.0,ok,True
VH_5_MFA_BA,VH,MFA_BA,leave_one_out,6,"1,2,3,4,5",VH_5_MFA_BA__cand_24,3,True,11.94667807239254,16,5.095919846451982,1.0,ok,False
VH_6_MFA,VH,MFA,leave_one_out,1,"2,3,4,5,6",VH_6_MFA__cand_14,3,True,18.372999100809846,18,3.859556456544134,0.6829197357432207,ok,True
VH_6_MFA,VH,MFA,leave_one_out,2,"1,3,4,5,6",VH_6_MFA__cand_14,3,True,27.19456089274033,17,1.0894224393735432,0.8056583517565687,ok,True
VH_6_MFA,VH,MFA,leave_one_out,3,"1,2,4,5,6",VH_6_MFA__cand_14,3,True,44.2371191648254,17,1.3137403967655539,0.8847324369859592,ok,True
VH_6_MFA,VH,MFA,leave_one_out,4,"1,2,3,5,6",VH_6_MFA__cand_14,3,True,40.97834197496587,18,1.001425876564363,0.8977090021264095,ok,True
VH_6_MFA,VH,MFA,leave_one_out,5,"1,2,3,4,6",VH_6_MFA__cand_14,3,True,41.608848401962796,18,1.4643511778800846,0.9151282667540981,ok,True
VH_6_MFA,VH,MFA,leave_one_out,6,"1,2,3,4,5",VH_6_MFA__cand_14,3,True,38.664687224771974,18,2.1731456973927794,0.837831519223309,ok,True
VH_6_MFA_BA,VH,MFA_BA,leave_one_out,1,"2,3,4,5,6",VH_6_MFA_BA__cand_01,3,True,5.467977611185835,15,1.6224086374466031,0.9925874135319203,ok,True
VH_6_MFA_BA,VH,MFA_BA,leave_one_out,2,"1,3,4,5,6",VH_6_MFA_BA__cand_01,3,True,7.150240835569242,16,0.8356832018053908,0.9734046872407655,ok,True
VH_6_MFA_BA,VH,MFA_BA,leave_one_out,3,"1,2,4,5,6",VH_6_MFA_BA__cand_01,3,True,7.22238994516392,17,0.2664682885377022,0.9662495123618845,ok,True
VH_6_MFA_BA,VH,MFA_BA,leave_one_out,4,"1,2,3,5,6",VH_6_MFA_BA__cand_01,3,True,7.801522248622708,16,0.5660490181126088,1.0,ok,True
VH_6_MFA_BA,VH,MFA_BA,leave_one_out,5,"1,2,3,4,6",VH_6_MFA_BA__cand_01,3,True,6.749492841136023,17,2.7115280076438357,1.0,ok,True
VH_6_MFA_BA,VH,MFA_BA,leave_one_out,6,"1,2,3,4,5",VH_6_MFA_BA__cand_01,3,True,6.994103950890834,13,2.093962784595177,0.9999802505995815,ok,True
VH_7_OG_MFA,VH,MFA,leave_one_out,1,"2,3,4,5,6",VH_7_OG_MFA__cand_09,3,True,28.964056059354494,15,3.219804124367037,0.8571428571428571,ok,True
VH_7_OG_MFA,VH,MFA,leave_one_out,2,"1,3,4,5,6",VH_7_OG_MFA__cand_09,3,True,37.90158909242418,20,1.4664306417357529,1.0,ok,True
VH_7_OG_MFA,VH,MFA,leave_one_out,3,"1,2,4,5,6",VH_7_OG_MFA__cand_09,3,True,38.88733006169574,18,1.1394638974285247,1.0,ok,True
VH_7_OG_MFA,VH,MFA,leave_one_out,4,"1,2,3,5,6",VH_7_OG_MFA__cand_09,3,True,37.837944799887204,17,2.2765729865636803,1.0,ok,True
VH_7_OG_MFA,VH,MFA,leave_one_out,5,"1,2,3,4,6",VH_7_OG_MFA__cand_09,3,True,29.552173292713157,19,3.9465076478781405,0.9460465721427039,ok,True
VH_7_OG_MFA,VH,MFA,leave_one_out,6,"1,2,3,4,5",VH_7_OG_MFA__cand_09,3,True,29.526880776459013,18,4.723194958630997,0.8958669026337905,ok,False
VH_7_OG_MFA_BA,VH,MFA_BA,leave_one_out,1,"2,3,4,5,6",VH_7_OG_MFA_BA__cand_15,3,True,18.4365424434248,11,0.8370415267101048,0.7142857142857143,ok,True
VH_7_OG_MFA_BA,VH,MFA_BA,leave_one_out,2,"1,3,4,5,6",VH_7_OG_MFA_BA__cand_15,3,True,49.45268927148653,11,0.9908110518757524,1.0,ok,True
VH_7_OG_MFA_BA,VH,MFA_BA,leave_one_out,3,"1,2,4,5,6",VH_7_OG_MFA_BA__cand_15,3,True,48.142552298056586,11,1.5733512228696884,1.0,ok,True
VH_7_OG_MFA_BA,VH,MFA_BA,leave_one_out,4,"1,2,3,5,6",VH_7_OG_MFA_BA__cand_15,3,True,48.70443824011334,11,2.262782675637357,1.0,ok,True
VH_7_OG_MFA_BA,VH,MFA_BA,leave_one_out,5,"1,2,3,4,6",VH_7_OG_MFA_BA__cand_15,3,True,48.25167700145767,11,3.012423028013753,1.0,ok,True
VH_7_OG_MFA_BA,VH,MFA_BA,leave_one_out,6,"1,2,3,4,5",VH_7_OG_MFA_BA__cand_15,3,True,47.36493809607926,11,4.0879063130359405,0.9990911026571805,ok,False
