trace_source,condition,rows,n_columns,time_start_ms,time_end_ms,dt_ms,uses_header,file_size_bytes,dataset_kind,exists,provenance_status
BARIUM_TRACES.csv,BARIUM,364969.0,7.0,0.0,72993.5999995,0.19999999999998863,False,24883254,legacy_optuna_trace_csv,True,present
CONTROL_TRACES.csv,CONTROL,50031.0,7.0,0.0,50030.0,1.0,False,3100699,legacy_optuna_trace_csv,True,present
CONTROL_TRACES_old.csv,CONTROL,,,,,,,0,removed_legacy_optuna_trace_csv,False,removed_not_used
MFA_TRACES.csv,MFA,364969.0,7.0,0.0,72993.5999995,0.19999999999998863,False,25187251,legacy_optuna_trace_csv,True,present
