file_id,region,condition,candidate_id,fit_scope,seed_source,provenance_status,start_label,optimizer_backend,optimization_config_hash,optimizer_status,optimizer_success,optimizer_cost,optimizer_nfev,gki,eps,gl_a,zth,zs,P_gap_eff,gamma_t_eff,gamma_s_eff,volume_ratio_wa_wo,n_sweeps_scored,n_failures,mean_trace_rmse_mV,mean_trace_objective_loss,mean_weighted_pass_fraction,mean_feature_loss,mean_binary_penalty,objective_trace,objective_feature,objective_binary,objective_prior,objective_hidden,objective_fail,scalar_objective,optuna_trial_number,optuna_objective_names,optuna_objective_values,pareto_front,accepted_by_trace,accepted_by_feature_contract,eligible_by_contract,ensemble_rank,accepted_all6,holdout_mean_rmse_mV,holdout_mean_pass_fraction
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_04,all6,optuna,generic_seed,trial_7,optuna_multi,1aaa0d8cafd4a31f,1,True,5633.355762833117,1,127.51490350814456,1.9870215385428627e-05,16.53499964207631,115.83671539449861,0.008585370205937366,1.3820379228636985e-06,4.848496183873288e-07,6.293215187893856e-05,0.10549718540970579,6,0,14.628337995682832,5632.154356532167,0.2985936990497204,0.7014063009502797,0.5,5632.154356532167,0.7014063009502797,0.5,1501.3648612345976,0.0,0.0,5633.355762833117,7,"[""trace"", ""feature"", ""binary""]","[5632.154356532167, 0.7014063009502797, 0.5]",True,True,False,False,1,False,14.628337995682832,0.2985936990497204
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_03,all6,optuna,generic_seed,trial_8,optuna_multi,1aaa0d8cafd4a31f,1,True,5263.456260591308,1,102.98667678718591,1.97778285124627e-05,0.0018142758011323245,17.380358928769457,11.368341439732731,1.0792764548678448e-08,0.0007812113973534924,0.0008871588860587604,2.3792351374552054,6,0,14.346691842717773,5262.245463589147,0.2892029978390769,0.7107970021609232,0.5,5262.245463589147,0.7107970021609232,0.5,51.938301404021985,0.0,0.0,5263.456260591308,8,"[""trace"", ""feature"", ""binary""]","[5262.245463589147, 0.7107970021609232, 0.5]",True,True,False,False,2,False,14.346691842717773,0.2892029978390769
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_02,all6,optuna,generic_seed,trial_6,optuna_multi,1aaa0d8cafd4a31f,1,True,4716.710951731198,1,0.6833636457728108,0.0002001342062287998,0.002812336354732794,40.70235476608438,7.838134236608707,3.8672288491177506e-05,0.0033981724150106006,4.163394022669367e-08,0.1412317854195245,6,0,13.402996017520252,4715.499221314564,0.288269583365967,0.7117304166340331,0.5,4715.499221314564,0.7117304166340331,0.5,198.01962651648148,0.0,0.0,4716.710951731198,6,"[""trace"", ""feature"", ""binary""]","[4715.499221314564, 0.7117304166340331, 0.5]",True,True,False,False,3,False,13.402996017520252,0.288269583365967
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_01,all6,optuna,generic_seed,trial_19,optuna_multi,1aaa0d8cafd4a31f,1,True,272.9751449301283,1,1.6675132417849785,0.0058043147174140705,0.002734204649129056,140.50949831051017,0.004427991632310154,1.2575549573395231e-08,1.1818390883060214e-05,3.8500859633153046e-07,1.5259206400445147,6,0,1.473956328369936,272.2608592158426,0.28571428571428564,0.7142857142857143,0.0,272.2608592158426,0.7142857142857143,0.0,2201.5251441748533,0.0,0.0,272.9751449301283,19,"[""trace"", ""feature"", ""binary""]","[272.2608592158426, 0.7142857142857143, 0.0]",True,True,False,False,4,False,1.473956328369936,0.28571428571428564
1_VH_1_CONTROL,VH,CONTROL,1_VH_1_CONTROL__cand_03,all6,optuna,generic_seed,trial_22,optuna_multi,1aaa0d8cafd4a31f,1,True,1773.8514099038273,1,1.527060159221693,0.03928409513479227,0.06624112431636171,1.3795577424944472,0.0029978626836734933,0.0021014475048247235,0.0004778078440182851,0.0003120480859813189,0.07808697293945806,6,0,7.123984275734943,1773.078546483065,0.22713657923789296,0.7728634207621071,0.0,1773.078546483065,0.7728634207621071,0.0,5.893791807389031,0.0,0.0,1773.8514099038273,22,"[""trace"", ""feature"", ""binary""]","[1773.078546483065, 0.7728634207621071, 0.0]",True,True,False,False,1,False,7.123984275734943,0.22713657923789296
1_VH_1_CONTROL,VH,CONTROL,1_VH_1_CONTROL__cand_02,all6,optuna,generic_seed,trial_7,optuna_multi,1aaa0d8cafd4a31f,1,True,1533.872910587584,1,127.51490350814456,1.9870215385428627e-05,16.53499964207631,115.83671539449861,0.008585370205937366,1.3820379228636985e-06,4.848496183873288e-07,6.293215187893856e-05,0.10549718540970579,6,0,5.889338294058294,1532.5505034009163,0.17759281333214613,0.8224071866678541,0.5,1532.5505034009163,0.8224071866678541,0.5,1501.3648612345976,0.0,0.0,1533.872910587584,7,"[""trace"", ""feature"", ""binary""]","[1532.5505034009163, 0.8224071866678541, 0.5]",True,True,False,False,2,False,5.889338294058294,0.17759281333214613
1_VH_1_CONTROL,VH,CONTROL,1_VH_1_CONTROL__cand_01,all6,optuna,generic_seed,trial_6,optuna_multi,1aaa0d8cafd4a31f,1,True,1307.245397023322,1,0.6833636457728108,0.0002001342062287998,0.002812336354732794,40.70235476608438,7.838134236608707,3.8672288491177506e-05,0.0033981724150106006,4.163394022669367e-08,0.1412317854195245,6,0,5.427860998311875,1305.9156167030237,0.17021967970157584,0.8297803202984243,0.5,1305.9156167030237,0.8297803202984243,0.5,198.01962651648148,0.0,0.0,1307.245397023322,6,"[""trace"", ""feature"", ""binary""]","[1305.9156167030237, 0.8297803202984243, 0.5]",True,True,False,False,3,False,5.427860998311875,0.17021967970157584
DH_1_MFA_BA,DH,MFA_BA,DH_1_MFA_BA__cand_05,all6,optuna,generic_seed,trial_6,optuna_multi,1aaa0d8cafd4a31f,1,True,1929.5122210098962,1,0.6833636457728108,0.0002001342062287998,0.002812336354732794,40.70235476608438,7.838134236608707,3.8672288491177506e-05,0.0033981724150106006,4.163394022669367e-08,0.1412317854195245,6,0,7.509341015970965,1928.5241257718008,0.42857142857142855,0.5714285714285713,0.4166666666666667,1928.5241257718008,0.5714285714285713,0.4166666666666667,199.78427807216215,0.0,0.0,1929.5122210098962,6,"[""trace"", ""feature"", ""binary""]","[1928.5241257718008, 0.5714285714285713, 0.4166666666666667]",True,True,True,True,1,True,7.509341015970965,0.42857142857142855
DH_1_MFA_BA,DH,MFA_BA,DH_1_MFA_BA__cand_04,all6,optuna,generic_seed,trial_2,optuna_multi,1aaa0d8cafd4a31f,1,True,890.2355115960465,1,3.7618714422674273,0.0002920433847181409,0.0074767119751573555,117.77639420895204,0.008674832802525461,3.905441275210794e-06,5.589524205217922e-07,0.00019185373703841887,0.10470069436968715,6,0,4.441377809428995,889.5732395590267,0.42106129631354833,0.5789387036864516,0.08333333333333333,889.5732395590267,0.5789387036864516,0.08333333333333333,1543.8952251615822,0.0,0.0,890.2355115960465,2,"[""trace"", ""feature"", ""binary""]","[889.5732395590267, 0.5789387036864516, 0.08333333333333333]",True,True,True,True,2,True,4.441377809428995,0.42106129631354833
DH_1_MFA_BA,DH,MFA_BA,DH_1_MFA_BA__cand_03,all6,optuna,generic_seed,trial_4,optuna_multi,1aaa0d8cafd4a31f,1,True,664.0293365260113,1,1.1616751757695054,0.0009565499215943821,1.6469601954543077e-05,136.39806031181732,0.016443693426189242,6.724850206557239e-07,3.855073690026178e-08,0.0006160715952774536,0.514960710230099,6,0,3.5462751676511073,662.530233485094,0.4175636257493092,0.5824363742506908,0.9166666666666666,662.530233485094,0.5824363742506908,0.9166666666666666,2078.155344539542,0.0,0.0,664.0293365260113,4,"[""trace"", ""feature"", ""binary""]","[662.530233485094, 0.5824363742506908, 0.9166666666666666]",True,True,True,True,3,True,3.5462751676511073,0.4175636257493092
