fit_scope,file_id,candidate_id,simulation_health,trace_rmse_mV,trace_objective_loss,pass_stim_end_depolarization_mV,pass_rise_tau_s,pass_undershoot_magnitude_mV,pass_decay_tau_s,weighted_pass_fraction,weighted_feature_penalty,feature_loss,binary_penalty,peak_depolarization_mV,stim_end_depolarization_mV,rise_slope_mV_per_s,rise_tau_s,plateau_slope_mV_per_s,undershoot_magnitude_mV,decay_slope_mV_per_s,decay_tau_s,return_slope_mV_per_s,plateau_reached_sim,has_undershoot_sim,sweep,current_na,region,condition,pass_peak_depolarization_mV,pass_rise_slope_mV_per_s,pass_plateau_slope_mV_per_s,pass_decay_slope_mV_per_s,pass_return_slope_mV_per_s
all6,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_01,ok,0.891730109655093,181.25166335790155,False,False,True,False,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.0,7.351695136095643,-0.0014851683014001082,-0.00011822806261310686,62182.31927011741,3.3937134442480596e-05,0.0013548068574777972,,,3.391600447298865e-05,True,True,1,50,DH,CONTROL,,,,,
all6,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_01,ok,1.0653448099822451,204.50731635433894,False,False,True,False,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.0,10.470628723365948,-0.002782096926438271,-0.00018282801929617434,57270.37225297471,3.398410885189603e-05,0.002651555029288488,,,3.396298690280882e-05,True,True,2,75,DH,CONTROL,,,,,
all6,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_01,ok,1.2431950065263493,241.74817058232242,False,False,True,False,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.0,13.692265666949538,-0.004124318543688332,-0.0002495848648157291,54860.16019865095,3.403279416449055e-05,0.003993589775802775,,,3.40115489429209e-05,True,True,3,100,DH,CONTROL,,,,,
all6,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_01,ok,1.209533990401085,230.66463546676383,False,False,True,False,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.0,17.459822167321462,-0.0056970489167866845,-0.00032767936195193727,53283.25245543661,3.408970495998064e-05,0.005566101377780797,,,3.406850685921371e-05,True,True,4,125,DH,CONTROL,,,,,
all6,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_01,ok,1.687904301436249,310.6904489145696,False,False,True,False,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.0,19.028318251417815,-0.006352709420312408,-0.0003601963610072403,52827.62490494824,3.411343616490206e-05,0.006221670755806485,,,3.4092261280181727e-05,True,True,5,150,DH,CONTROL,,,,,
all6,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_01,ok,2.7460297522185946,464.7029206191588,False,False,True,False,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.0,20.023185576817966,-0.006768844201801016,-0.0003808221669110835,52578.83420818067,3.4128567388692164e-05,0.006637747513053682,,,3.4107272884760474e-05,True,True,6,175,DH,CONTROL,,,,,
all6,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_02,ok,6.605866908467487,1230.843981049265,False,False,True,False,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.5,3.3907970340040947,1.6130076525258517,0.13530637784535518,25.060141938612205,-0.05084807056187694,0.0,,,-0.01855679592312705,True,False,1,50,DH,CONTROL,,,,,
all6,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_02,ok,9.553723024483432,2339.2932280363484,False,False,True,False,0.30104607162437336,0.6989539283756266,0.6989539283756266,0.5,4.6241108209756305,1.9649217535741457,0.18382367111486078,25.155143474891712,-0.07656898743982854,0.0,,,-0.0281502336736076,True,False,2,75,DH,CONTROL,,,,,
all6,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_02,ok,12.456523635443874,3786.3364280898977,False,False,True,False,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.5,5.9506655068679635,2.3525887086957056,0.2336210122792421,25.47144817502658,-0.10448495409678878,0.0,,,-0.03872238289829045,True,False,3,100,DH,CONTROL,,,,,
all6,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_02,ok,15.065838608279703,5370.408063889274,False,False,True,False,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.5,7.5650498669026405,2.8372632767479615,0.29070455485667324,26.023155607700936,-0.13878928175461505,0.0,,,-0.0519452411554782,True,False,4,125,DH,CONTROL,,,,,
