file_id,region,condition,candidate_id,fit_scope,seed_source,provenance_status,start_label,optimizer_backend,optimization_config_hash,optimizer_status,optimizer_success,optimizer_cost,optimizer_nfev,gki,eps,gl_a,zth,zs,P_gap_eff,gamma_t_eff,gamma_s_eff,volume_ratio_wa_wo,n_sweeps_scored,n_failures,mean_trace_rmse_mV,mean_trace_objective_loss,mean_weighted_pass_fraction,mean_feature_loss,mean_binary_penalty,objective_trace,objective_feature,objective_binary,objective_prior,objective_hidden,objective_fail,scalar_objective,optuna_trial_number,optuna_objective_names,optuna_objective_values,pareto_front,accepted_by_trace,accepted_by_feature_contract,eligible_by_contract,ensemble_rank,accepted_all6,holdout_mean_rmse_mV,holdout_mean_pass_fraction
DH_1_MFA_BA,DH,MFA_BA,DH_1_MFA_BA__cand_05,all6,optuna,generic_seed,trial_6,optuna_multi,1aaa0d8cafd4a31f,1,True,1929.5122210098962,1,0.6833636457728108,0.0002001342062287998,0.002812336354732794,40.70235476608438,7.838134236608707,3.8672288491177506e-05,0.0033981724150106006,4.163394022669367e-08,0.1412317854195245,6,0,7.509341015970965,1928.5241257718008,0.42857142857142855,0.5714285714285713,0.4166666666666667,1928.5241257718008,0.5714285714285713,0.4166666666666667,199.78427807216215,0.0,0.0,1929.5122210098962,6,"[""trace"", ""feature"", ""binary""]","[1928.5241257718008, 0.5714285714285713, 0.4166666666666667]",True,True,True,True,1,True,7.509341015970965,0.42857142857142855
DH_1_MFA_BA,DH,MFA_BA,DH_1_MFA_BA__cand_04,all6,optuna,generic_seed,trial_2,optuna_multi,1aaa0d8cafd4a31f,1,True,890.2355115960465,1,3.7618714422674273,0.0002920433847181409,0.0074767119751573555,117.77639420895204,0.008674832802525461,3.905441275210794e-06,5.589524205217922e-07,0.00019185373703841887,0.10470069436968715,6,0,4.441377809428995,889.5732395590267,0.42106129631354833,0.5789387036864516,0.08333333333333333,889.5732395590267,0.5789387036864516,0.08333333333333333,1543.8952251615822,0.0,0.0,890.2355115960465,2,"[""trace"", ""feature"", ""binary""]","[889.5732395590267, 0.5789387036864516, 0.08333333333333333]",True,True,True,True,2,True,4.441377809428995,0.42106129631354833
DH_1_MFA_BA,DH,MFA_BA,DH_1_MFA_BA__cand_03,all6,optuna,generic_seed,trial_4,optuna_multi,1aaa0d8cafd4a31f,1,True,664.0293365260113,1,1.1616751757695054,0.0009565499215943821,1.6469601954543077e-05,136.39806031181732,0.016443693426189242,6.724850206557239e-07,3.855073690026178e-08,0.0006160715952774536,0.514960710230099,6,0,3.5462751676511073,662.530233485094,0.4175636257493092,0.5824363742506908,0.9166666666666666,662.530233485094,0.5824363742506908,0.9166666666666666,2078.155344539542,0.0,0.0,664.0293365260113,4,"[""trace"", ""feature"", ""binary""]","[662.530233485094, 0.5824363742506908, 0.9166666666666666]",True,True,True,True,3,True,3.5462751676511073,0.4175636257493092
DH_1_MFA_BA,DH,MFA_BA,DH_1_MFA_BA__cand_02,all6,optuna,generic_seed,trial_19,optuna_multi,1aaa0d8cafd4a31f,1,True,599.200147421822,1,1.6675132417849785,0.0058043147174140705,0.002734204649129056,140.50949831051017,0.004427991632310154,1.2575549573395231e-08,1.1818390883060214e-05,3.8500859633153046e-07,1.5259206400445147,6,0,2.9292728284529796,597.7009625831354,0.41748182798004496,0.5825181720199549,0.9166666666666666,597.7009625831354,0.5825181720199549,0.9166666666666666,2205.3219175477007,0.0,0.0,599.200147421822,19,"[""trace"", ""feature"", ""binary""]","[597.7009625831354, 0.5825181720199549, 0.9166666666666666]",True,True,True,True,4,True,2.9292728284529796,0.41748182798004496
DH_2_MFA,DH,MFA,DH_2_MFA__cand_08,all6,optuna,generic_seed,trial_7,optuna_multi,1aaa0d8cafd4a31f,1,True,2771.8918675565183,1,127.51490350814456,1.9870215385428627e-05,16.53499964207631,115.83671539449861,0.008585370205937366,1.3820379228636985e-06,4.848496183873288e-07,6.293215187893856e-05,0.10549718540970579,6,0,8.849035451107993,2770.7028005998304,0.39426637664582054,0.6057336233541796,0.5833333333333334,2770.7028005998304,0.6057336233541796,0.5833333333333334,1500.8940546821032,0.0,0.0,2771.8918675565183,7,"[""trace"", ""feature"", ""binary""]","[2770.7028005998304, 0.6057336233541796, 0.5833333333333334]",True,True,True,True,1,True,8.849035451107993,0.39426637664582054
DH_2_MFA,DH,MFA,DH_2_MFA__cand_07,all6,optuna,generic_seed,trial_6,optuna_multi,1aaa0d8cafd4a31f,1,True,2395.1342958299847,1,0.6833636457728108,0.0002001342062287998,0.002812336354732794,40.70235476608438,7.838134236608707,3.8672288491177506e-05,0.0033981724150106006,4.163394022669367e-08,0.1412317854195245,6,0,8.170076486533233,2393.936146463427,0.38518396677576155,0.6148160332242384,0.5833333333333334,2393.936146463427,0.6148160332242384,0.5833333333333334,203.51447038064765,0.0,0.0,2395.1342958299847,6,"[""trace"", ""feature"", ""binary""]","[2393.936146463427, 0.6148160332242384, 0.5833333333333334]",True,True,True,True,2,True,8.170076486533233,0.38518396677576155
DH_2_MFA,DH,MFA,DH_2_MFA__cand_05,all6,optuna,generic_seed,trial_2,optuna_multi,1aaa0d8cafd4a31f,1,True,1326.2606277769294,1,3.7618714422674273,0.0002920433847181409,0.0074767119751573555,117.77639420895204,0.008674832802525461,3.905441275210794e-06,5.589524205217922e-07,0.00019185373703841887,0.10470069436968715,6,0,5.128765766357966,1324.686093413295,0.3421323030325065,0.6578676969674934,0.9166666666666666,1324.686093413295,0.6578676969674934,0.9166666666666666,1540.9056504913578,0.0,0.0,1326.2606277769294,2,"[""trace"", ""feature"", ""binary""]","[1324.686093413295, 0.6578676969674934, 0.9166666666666666]",True,True,True,True,3,True,5.128765766357966,0.3421323030325065
DH_2_MFA,DH,MFA,DH_2_MFA__cand_06,all6,optuna,generic_seed,trial_9,optuna_multi,1aaa0d8cafd4a31f,1,True,1930.1890718507773,1,4.726285695536151,0.008287522363768155,0.10405638904344937,133.08191138644898,0.16554793541373172,5.492736444508447e-05,9.669146694016007e-07,2.7855339243890973e-08,0.2597464703550868,6,0,7.473740350216343,1928.9439351371045,0.33819661966045794,0.6618033803395421,0.5833333333333334,1928.9439351371045,0.6618033803395421,0.5833333333333334,1976.8870845010622,0.0,0.0,1930.1890718507773,9,"[""trace"", ""feature"", ""binary""]","[1928.9439351371045, 0.6618033803395421, 0.5833333333333334]",True,True,True,True,4,True,7.473740350216343,0.33819661966045794
DH_2_MFA,DH,MFA,DH_2_MFA__cand_04,all6,optuna,generic_seed,trial_20,optuna_multi,1aaa0d8cafd4a31f,1,True,1210.0812524378543,1,2.970262877850963,0.004364516946807792,1.4103977179343188,83.28012173991935,0.3081854850882137,1.112751289677193e-06,4.795579858030175e-08,0.02970676276086375,5.221005766034187,6,0,4.975249514633154,1208.8320097072976,0.33409060277664643,0.6659093972233535,0.5833333333333334,1208.8320097072976,0.6659093972233535,0.5833333333333334,778.7579304743966,0.0,0.0,1210.0812524378543,20,"[""trace"", ""feature"", ""binary""]","[1208.8320097072976, 0.6659093972233535, 0.5833333333333334]",True,True,True,True,5,True,4.975249514633154,0.33409060277664643
DH_2_MFA,DH,MFA,DH_2_MFA__cand_03,all6,optuna,generic_seed,trial_4,optuna_multi,1aaa0d8cafd4a31f,1,True,756.956748115114,1,1.1616751757695054,0.0009565499215943821,1.6469601954543077e-05,136.39806031181732,0.016443693426189242,6.724850206557239e-07,3.855073690026178e-08,0.0006160715952774536,0.514960710230099,6,0,3.55367169632644,756.2075017220224,0.3340869402417308,0.6659130597582692,0.08333333333333333,756.2075017220224,0.6659130597582692,0.08333333333333333,2074.292522221743,0.0,0.0,756.956748115114,4,"[""trace"", ""feature"", ""binary""]","[756.2075017220224, 0.6659130597582692, 0.08333333333333333]",True,True,True,True,6,True,3.55367169632644,0.3340869402417308
