file_id,region,condition,parameter,coordinate_type,n_accepted_candidate_values,log10_value_span,within_range_fraction,step03_identifiability_status,cell_specific_identifiability_status,claim_scope
DH_1_MFA_BA,DH,MFA_BA,gamma_s_eff,effective,1,0.0,0.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_claim_downgraded
DH_1_MFA_BA,DH,MFA_BA,gamma_t_eff,effective,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_1_MFA_BA,DH,MFA_BA,gki,raw,1,0.0,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_1_MFA_BA,DH,MFA_BA,gl_a,raw,1,0.0,0.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_claim_downgraded
DH_1_MFA_BA,DH,MFA_BA,volume_ratio_wa_wo,effective,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_1_MFA_BA,DH,MFA_BA,zs,raw,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_1_MFA_BA,DH,MFA_BA,zth,raw,1,0.0,0.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_claim_downgraded
DH_2_CONTROL,DH,CONTROL,P_gap_eff,effective,10,1.8759823161784022,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_2_CONTROL,DH,CONTROL,eps,raw,10,1.2790865191822076,1.0,identifiable,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_2_CONTROL,DH,CONTROL,gamma_s_eff,effective,10,3.2177775178211268,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_2_CONTROL,DH,CONTROL,gamma_t_eff,effective,10,1.552900462495935,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_2_CONTROL,DH,CONTROL,gki,raw,10,0.9813400717470024,0.7,identifiable,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_2_CONTROL,DH,CONTROL,gl_a,raw,10,3.7310030049758294,0.8,identifiable,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_2_CONTROL,DH,CONTROL,volume_ratio_wa_wo,effective,10,1.2837046261381715,1.0,weakly_identified,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_2_CONTROL,DH,CONTROL,zs,raw,10,4.5838883966208845,0.8,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_2_CONTROL,DH,CONTROL,zth,raw,10,2.0046143872095445,0.1,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_2_MFA,DH,MFA,P_gap_eff,effective,10,1.345156877247348,1.0,weakly_identified,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_2_MFA,DH,MFA,eps,raw,10,0.30834228191956914,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_2_MFA,DH,MFA,gamma_s_eff,effective,10,4.852242967465842,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_2_MFA,DH,MFA,gamma_t_eff,effective,10,1.0942316764373672,1.0,weakly_identified,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_2_MFA,DH,MFA,gki,raw,10,1.4454868201967084,1.0,identifiable,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_2_MFA,DH,MFA,gl_a,raw,10,2.0931468454649846,0.7,identifiable,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_2_MFA,DH,MFA,volume_ratio_wa_wo,effective,10,2.0485030967713604,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_2_MFA,DH,MFA,zs,raw,10,3.973416291903998,0.9,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_2_MFA,DH,MFA,zth,raw,10,1.006452539796834,0.0,weakly_identified,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_2_MFA_BA,DH,MFA_BA,P_gap_eff,effective,8,2.3684739966713257,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_2_MFA_BA,DH,MFA_BA,eps,raw,8,0.8221744801075297,1.0,identifiable,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_2_MFA_BA,DH,MFA_BA,gamma_s_eff,effective,8,4.3168991145658575,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_2_MFA_BA,DH,MFA_BA,gamma_t_eff,effective,8,3.3954483358072727,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_2_MFA_BA,DH,MFA_BA,gki,raw,8,1.398341381247712,0.5,identifiable,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_2_MFA_BA,DH,MFA_BA,gl_a,raw,8,0.42491452190864165,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_2_MFA_BA,DH,MFA_BA,volume_ratio_wa_wo,effective,8,1.4307776741549907,1.0,weakly_identified,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_2_MFA_BA,DH,MFA_BA,zs,raw,8,3.265676562759622,0.875,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_2_MFA_BA,DH,MFA_BA,zth,raw,8,1.076797649583681,0.0,weakly_identified,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_3_MFA,DH,MFA,P_gap_eff,effective,10,2.3602197065897697,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_3_MFA,DH,MFA,eps,raw,10,0.26012992311312066,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_3_MFA,DH,MFA,gamma_s_eff,effective,10,1.2062608964903117,1.0,weakly_identified,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_3_MFA,DH,MFA,gamma_t_eff,effective,10,0.850636105339686,1.0,weakly_identified,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_3_MFA,DH,MFA,gki,raw,10,0.24053909586826938,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_3_MFA,DH,MFA,gl_a,raw,10,3.431627115346247,0.7,identifiable,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_3_MFA,DH,MFA,volume_ratio_wa_wo,effective,10,1.4963256498960436,1.0,weakly_identified,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_3_MFA,DH,MFA,zs,raw,10,4.149946467358855,0.9,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_3_MFA,DH,MFA,zth,raw,10,0.8452969564099118,0.0,weakly_identified,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_3_MFA_BA,DH,MFA_BA,P_gap_eff,effective,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_3_MFA_BA,DH,MFA_BA,eps,raw,1,0.0,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_3_MFA_BA,DH,MFA_BA,gamma_s_eff,effective,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_3_MFA_BA,DH,MFA_BA,gamma_t_eff,effective,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_3_MFA_BA,DH,MFA_BA,gki,raw,1,0.0,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_3_MFA_BA,DH,MFA_BA,gl_a,raw,1,0.0,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_3_MFA_BA,DH,MFA_BA,volume_ratio_wa_wo,effective,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_3_MFA_BA,DH,MFA_BA,zs,raw,1,0.0,0.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_claim_downgraded
DH_3_MFA_BA,DH,MFA_BA,zth,raw,1,0.0,0.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_claim_downgraded
DH_4_MFA_BA,DH,MFA_BA,P_gap_eff,effective,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_4_MFA_BA,DH,MFA_BA,eps,raw,1,0.0,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_4_MFA_BA,DH,MFA_BA,gamma_s_eff,effective,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_4_MFA_BA,DH,MFA_BA,gamma_t_eff,effective,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_4_MFA_BA,DH,MFA_BA,gki,raw,1,0.0,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_4_MFA_BA,DH,MFA_BA,gl_a,raw,1,0.0,0.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_claim_downgraded
DH_4_MFA_BA,DH,MFA_BA,volume_ratio_wa_wo,effective,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_4_MFA_BA,DH,MFA_BA,zs,raw,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_4_MFA_BA,DH,MFA_BA,zth,raw,1,0.0,0.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_claim_downgraded
DH_5_MFA_BA,DH,MFA_BA,P_gap_eff,effective,9,1.2714654172414557,1.0,weakly_identified,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_5_MFA_BA,DH,MFA_BA,eps,raw,9,0.0,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_5_MFA_BA,DH,MFA_BA,gamma_s_eff,effective,9,5.346921884406726,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_5_MFA_BA,DH,MFA_BA,gamma_t_eff,effective,9,2.4889358273800264,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_5_MFA_BA,DH,MFA_BA,gki,raw,9,2.2031183783222406,0.8888888888888888,identifiable,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_5_MFA_BA,DH,MFA_BA,gl_a,raw,9,4.457404254939005,0.5555555555555556,identifiable,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_5_MFA_BA,DH,MFA_BA,volume_ratio_wa_wo,effective,9,1.68779224840312,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_5_MFA_BA,DH,MFA_BA,zs,raw,9,3.267580138596239,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_5_MFA_BA,DH,MFA_BA,zth,raw,9,1.5242825128718749,0.1111111111111111,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_6_MFA,DH,MFA,P_gap_eff,effective,3,0.20653122400651203,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_6_MFA,DH,MFA,eps,raw,3,0.019428979501728616,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_6_MFA,DH,MFA,gamma_s_eff,effective,3,0.3748099354414407,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_6_MFA,DH,MFA,gamma_t_eff,effective,3,0.48828337617230044,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_6_MFA,DH,MFA,gki,raw,3,0.0,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_6_MFA,DH,MFA,gl_a,raw,3,0.761880412892225,1.0,identifiable,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_6_MFA,DH,MFA,volume_ratio_wa_wo,effective,3,0.7564827728600483,1.0,weakly_identified,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
DH_6_MFA,DH,MFA,zs,raw,3,0.3162576661367482,0.6666666666666666,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_claim_downgraded
DH_6_MFA,DH,MFA,zth,raw,3,0.253087823547945,0.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_claim_downgraded
DH_6_MFA_BA,DH,MFA_BA,P_gap_eff,effective,26,2.185053108700169,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_6_MFA_BA,DH,MFA_BA,eps,raw,26,0.3097723043860001,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
DH_6_MFA_BA,DH,MFA_BA,gamma_s_eff,effective,26,6.137775584365416,0.9230769230769231,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_6_MFA_BA,DH,MFA_BA,gamma_t_eff,effective,26,3.9242450753266507,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_6_MFA_BA,DH,MFA_BA,gki,raw,26,1.9769221155514192,1.0,identifiable,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_6_MFA_BA,DH,MFA_BA,gl_a,raw,26,3.7310030049758294,0.6153846153846154,identifiable,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_6_MFA_BA,DH,MFA_BA,volume_ratio_wa_wo,effective,26,2.0351990252914893,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_6_MFA_BA,DH,MFA_BA,zs,raw,26,4.339769378560528,0.6923076923076923,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
DH_6_MFA_BA,DH,MFA_BA,zth,raw,26,0.9139493601291104,0.0,weakly_identified,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
VH_1_MFA,VH,MFA,P_gap_eff,effective,19,2.7758047158016046,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
VH_1_MFA,VH,MFA,eps,raw,19,0.813244683850296,1.0,identifiable,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
VH_1_MFA,VH,MFA,gamma_s_eff,effective,19,4.620644064333913,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
VH_1_MFA,VH,MFA,gamma_t_eff,effective,19,3.468699800940865,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
VH_1_MFA,VH,MFA,gki,raw,19,1.784721361656548,1.0,identifiable,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
VH_1_MFA,VH,MFA,gl_a,raw,19,3.7310030049758294,0.5789473684210527,identifiable,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
VH_1_MFA,VH,MFA,volume_ratio_wa_wo,effective,19,2.009437038522611,1.0,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
VH_1_MFA,VH,MFA,zs,raw,19,3.107439388699157,0.6842105263157895,weakly_identified,cell_ensemble_broad_or_sloppy,cell_specific_parameter_claim_downgraded
VH_1_MFA,VH,MFA,zth,raw,19,1.0811882561603656,0.0,weakly_identified,cell_ensemble_moderately_broad,cell_specific_parameter_claim_downgraded
VH_1_MFA_BA,VH,MFA_BA,P_gap_eff,effective,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
VH_1_MFA_BA,VH,MFA_BA,eps,raw,1,0.0,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
VH_1_MFA_BA,VH,MFA_BA,gamma_s_eff,effective,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
VH_1_MFA_BA,VH,MFA_BA,gamma_t_eff,effective,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
VH_1_MFA_BA,VH,MFA_BA,gki,raw,1,0.0,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
VH_1_MFA_BA,VH,MFA_BA,gl_a,raw,1,0.0,1.0,identifiable,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
VH_1_MFA_BA,VH,MFA_BA,volume_ratio_wa_wo,effective,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
VH_1_MFA_BA,VH,MFA_BA,zs,raw,1,0.0,1.0,weakly_identified,cell_ensemble_tightly_constrained,cell_specific_parameter_value_supported
