file_id,region,condition,candidate_id,mechanism_cluster,dominant_mechanism,mechanism_cluster_unconstrained,constrained_screen_type,comparison_kind,unconstrained_source,changed_by_constraints,changed_parameters,adjusted_parameters,n_changed_parameters,unconstrained_mean_trace_rmse_mV,unconstrained_holdout_rmse_mV,unconstrained_holdout_pass_fraction,current_na,step08_contract_id,simulation_status,failure_reason,constrained_trace_delta_rmse_mV,fit_degradation_fraction,constrained_holdout_rmse_mV,delta_holdout_rmse_mV,constrained_holdout_pass_fraction,constrained_holdout_pass_fraction_estimate,prediction_persists_under_constraints,dominant_mechanism_unconstrained,dominant_mechanism_constrained,mechanism_flux_fraction_delta_max,mechanism_changed_under_constraints,mechanism_cluster_constrained,mechanism_persists_under_constraints,mechanism_conclusion_persists,constrained_claim_status,constraint_action
DH_4_MFA,DH,MFA,DH_4_MFA__hybrid_optuna_071,M2,Mixed,M2,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,9.690425414748626,9.690425414748626,0.4054007520561402,100,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,3.908669450935201e-07,4.0335375214655567e-08,9.690425805615572,3.908669450935201e-07,0.405400711720765,0.405400711720765,True,leak,leak,4.256646138900422e-07,False,M2,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_4_MFA,DH,MFA,DH_4_MFA__hybrid_optuna_071,M2,Mixed,M2,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,9.690425414748626,9.690425414748626,0.4054007520561402,125,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,1.4343213701957044e-07,1.4801428304816185e-08,9.690425558180763,1.4343213701957044e-07,0.4054007372547119,0.4054007372547119,True,leak,leak,6.815447889385595e-08,False,M2,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_4_MFA,DH,MFA,DH_4_MFA__hybrid_optuna_071,M2,Mixed,M2,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,9.690425414748626,9.690425414748626,0.4054007520561402,150,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,8.891246909407022e-08,9.175290587216873e-09,9.690425503661094,8.891246909407022e-08,0.4054007428808496,0.4054007428808496,True,leak,leak,3.6282345461380316e-08,False,M2,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_4_MFA,DH,MFA,DH_4_MFA__hybrid_optuna_071,M2,Mixed,M2,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,9.690425414748626,9.690425414748626,0.4054007520561402,175,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,3.2218426582942764e-07,3.3247690585293594e-08,9.690425736932891,3.2218426582942764e-07,0.4054007188084496,0.4054007188084496,True,leak,leak,1.2120869308240856e-08,False,M2,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_4_MFA_BA,DH,MFA_BA,DH_4_MFA_BA__hybrid_optuna_009,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,5.747983450966527,5.747983450966527,0.5011547091449916,50,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.0016943141933567255,0.0002947667138936918,5.749677765159883,0.0016943141933567255,0.5008599424310979,0.5008599424310979,True,gap,gap,5.544580717837058e-07,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_4_MFA_BA,DH,MFA_BA,DH_4_MFA_BA__hybrid_optuna_009,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,5.747983450966527,5.747983450966527,0.5011547091449916,75,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.0034666557541896035,0.0006031081654569975,5.751450106720717,0.0034666557541896035,0.5005516009795347,0.5005516009795347,True,kir,kir,4.6696775310748695e-07,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_4_MFA_BA,DH,MFA_BA,DH_4_MFA_BA__hybrid_optuna_009,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,5.747983450966527,5.747983450966527,0.5011547091449916,100,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.00649183563633271,0.0011294109824274293,5.75447528660286,0.00649183563633271,0.5000252981625641,0.5000252981625641,True,kir,kir,3.972164936233652e-07,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_4_MFA_BA,DH,MFA_BA,DH_4_MFA_BA__hybrid_optuna_009,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,5.747983450966527,5.747983450966527,0.5011547091449916,125,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.012019248615794832,0.0020910374426658775,5.760002699582322,0.012019248615794832,0.49906367170232574,0.49906367170232574,True,kir,kir,3.8451627659696896e-07,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_4_MFA_BA,DH,MFA_BA,DH_4_MFA_BA__hybrid_optuna_009,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,5.747983450966527,5.747983450966527,0.5011547091449916,150,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.015077015456066456,0.002623009544944192,5.763060466422593,0.015077015456066456,0.4985316996000474,0.4985316996000474,True,kir,kir,4.3161957685722285e-07,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_4_MFA_BA,DH,MFA_BA,DH_4_MFA_BA__hybrid_optuna_009,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,5.747983450966527,5.747983450966527,0.5011547091449916,175,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.01727594656514101,0.003005566510849305,5.7652593975316675,0.01727594656514101,0.4981491426341423,0.4981491426341423,True,kir,kir,4.678066674035364e-07,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_5_MFA,DH,MFA,DH_5_MFA__hybrid_optuna_099,M1,Kir,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,gki;gl_a;zth;zs,gki;gl_a;zth;zs,4,7.72208158024421,7.72208158024421,0.3999992487855623,50,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.021034964077538923,0.002724001793940345,7.743116544321749,0.021034964077538923,0.397275246991622,0.397275246991622,True,kir,kir,0.0005642175863956878,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_5_MFA,DH,MFA,DH_5_MFA__hybrid_optuna_099,M1,Kir,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,gki;gl_a;zth;zs,gki;gl_a;zth;zs,4,7.72208158024421,7.72208158024421,0.3999992487855623,75,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.02527830944057835,0.0032735097626071605,7.747359889684788,0.02527830944057835,0.39672573902295516,0.39672573902295516,True,kir,kir,0.00047568168196243654,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_5_MFA,DH,MFA,DH_5_MFA__hybrid_optuna_099,M1,Kir,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,gki;gl_a;zth;zs,gki;gl_a;zth;zs,4,7.72208158024421,7.72208158024421,0.3999992487855623,100,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.02957865637336381,0.0038303993639534155,7.751660236617574,0.02957865637336381,0.3961688494216089,0.3961688494216089,True,kir,kir,0.00041622809127261906,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_5_MFA,DH,MFA,DH_5_MFA__hybrid_optuna_099,M1,Kir,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,gki;gl_a;zth;zs,gki;gl_a;zth;zs,4,7.72208158024421,7.72208158024421,0.3999992487855623,125,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.03442006695134541,0.004457356037186139,7.756501647195556,0.03442006695134541,0.39554189274837614,0.39554189274837614,True,kir,kir,0.00036879249467103303,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_5_MFA,DH,MFA,DH_5_MFA__hybrid_optuna_099,M1,Kir,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,gki;gl_a;zth;zs,gki;gl_a;zth;zs,4,7.72208158024421,7.72208158024421,0.3999992487855623,150,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.03636762247906338,0.004709562065765337,7.758449202723273,0.03636762247906338,0.395289686719797,0.395289686719797,True,kir,kir,0.000359119090583615,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_5_MFA,DH,MFA,DH_5_MFA__hybrid_optuna_099,M1,Kir,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,gki;gl_a;zth;zs,gki;gl_a;zth;zs,4,7.72208158024421,7.72208158024421,0.3999992487855623,175,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.03758169467230895,0.004866782911029597,7.7596632749165195,0.03758169467230895,0.3951324658745327,0.3951324658745327,True,kir,kir,0.0003565782814821672,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_5_MFA_BA,DH,MFA_BA,DH_5_MFA_BA__hybrid_optuna_090,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth;P_gap_eff,zth;P_gap_eff,2,7.756491791800969,7.756491791800969,0.6539205914599983,50,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.001889551191573745,0.00024360899776508535,7.758381342992543,0.001889551191573745,0.6536769824622332,0.6536769824622332,True,gap,gap,8.79105346240916e-07,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_5_MFA_BA,DH,MFA_BA,DH_5_MFA_BA__hybrid_optuna_090,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth;P_gap_eff,zth;P_gap_eff,2,7.756491791800969,7.756491791800969,0.6539205914599983,75,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.0021025800173759147,0.0002710735824665547,7.758594371818345,0.0021025800173759147,0.6536495178775317,0.6536495178775317,True,gap,gap,7.364755078009821e-07,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_5_MFA_BA,DH,MFA_BA,DH_5_MFA_BA__hybrid_optuna_090,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth;P_gap_eff,zth;P_gap_eff,2,7.756491791800969,7.756491791800969,0.6539205914599983,100,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.0024038529648515976,0.0003099149756585316,7.758895644765821,0.0024038529648515976,0.6536106764843397,0.6536106764843397,True,gap,gap,2.3273867668649473e-06,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_5_MFA_BA,DH,MFA_BA,DH_5_MFA_BA__hybrid_optuna_090,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth;P_gap_eff,zth;P_gap_eff,2,7.756491791800969,7.756491791800969,0.6539205914599983,125,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.0028609610888186417,0.00036884730437577876,7.759352752889788,0.0028609610888186417,0.6535517441556224,0.6535517441556224,True,gap,gap,2.060248534718756e-06,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_5_MFA_BA,DH,MFA_BA,DH_5_MFA_BA__hybrid_optuna_090,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth;P_gap_eff,zth;P_gap_eff,2,7.756491791800969,7.756491791800969,0.6539205914599983,150,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.003085397650978182,0.00039778262309767595,7.759577189451948,0.003085397650978182,0.6535228088369006,0.6535228088369006,True,gap,gap,2.3524788874684788e-06,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_5_MFA_BA,DH,MFA_BA,DH_5_MFA_BA__hybrid_optuna_090,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth;P_gap_eff,zth;P_gap_eff,2,7.756491791800969,7.756491791800969,0.6539205914599983,175,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.0032384883843698405,0.00041751973331462786,7.759730280185339,0.0032384883843698405,0.6535030717266836,0.6535030717266836,True,gap,gap,2.5261662427444875e-06,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_6_MFA,DH,MFA,DH_6_MFA__hybrid_optuna_089,M2,Kir,M2,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,gki;gl_a;zth,gki;gl_a;zth,3,5.750019158511894,5.750019158511894,0.4041954131080984,50,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.09201704237200542,0.016002910570443986,5.8420362008839,0.09201704237200542,0.3881925025376544,0.3881925025376544,True,kir,kir,0.005488688019112176,False,M2,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_6_MFA,DH,MFA,DH_6_MFA__hybrid_optuna_089,M2,Kir,M2,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,gki;gl_a;zth,gki;gl_a;zth,3,5.750019158511894,5.750019158511894,0.4041954131080984,75,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.11284160682680741,0.01962456188685306,5.862860765338701,0.11284160682680741,0.38457085122124535,0.38457085122124535,True,kir,kir,0.004432269190218441,False,M2,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_6_MFA,DH,MFA,DH_6_MFA__hybrid_optuna_089,M2,Kir,M2,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,gki;gl_a;zth,gki;gl_a;zth,3,5.750019158511894,5.750019158511894,0.4041954131080984,100,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.13496124927735806,0.023471443408596582,5.884980407789253,0.13496124927735806,0.38072396969950184,0.38072396969950184,True,kir,kir,0.0037587463331223425,False,M2,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_6_MFA,DH,MFA,DH_6_MFA__hybrid_optuna_089,M2,Kir,M2,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,gki;gl_a;zth,gki;gl_a;zth,3,5.750019158511894,5.750019158511894,0.4041954131080984,125,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.16076067536652353,0.027958285169979922,5.910779833878418,0.16076067536652353,0.3762371279381185,0.3762371279381185,True,kir,kir,0.003239801414680832,False,M2,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_6_MFA,DH,MFA,DH_6_MFA__hybrid_optuna_089,M2,Kir,M2,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,gki;gl_a;zth,gki;gl_a;zth,3,5.750019158511894,5.750019158511894,0.4041954131080984,150,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.17137206022201204,0.02980373725682736,5.921391218733906,0.17137206022201204,0.3743916758512711,0.3743916758512711,True,kir,kir,0.003077744876531785,False,M2,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_6_MFA,DH,MFA,DH_6_MFA__hybrid_optuna_089,M2,Kir,M2,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,gki;gl_a;zth,gki;gl_a;zth,3,5.750019158511894,5.750019158511894,0.4041954131080984,175,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.17805042551150993,0.030965188219927497,5.928069584023405,0.17805042551150993,0.3732302248881709,0.3732302248881709,True,kir,kir,0.0030079904795587975,False,M2,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_6_MFA_BA,DH,MFA_BA,DH_6_MFA_BA__hybrid_optuna_070,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,6.93457064559709,6.93457064559709,0.5002343326983888,50,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.009976487228154496,0.0014386596860886816,6.944547132825245,0.009976487228154496,0.4987956730123001,0.4987956730123001,True,gap,gap,1.056104874663788e-07,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_6_MFA_BA,DH,MFA_BA,DH_6_MFA_BA__hybrid_optuna_070,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,6.93457064559709,6.93457064559709,0.5002343326983888,75,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.009967002610910628,0.0014372919565307039,6.944537648208001,0.009967002610910628,0.4987970407418581,0.4987970407418581,True,gap,gap,6.444778638536874e-08,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_6_MFA_BA,DH,MFA_BA,DH_6_MFA_BA__hybrid_optuna_070,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,6.93457064559709,6.93457064559709,0.5002343326983888,100,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.009960692491165038,0.0014363820054943558,6.944531338088256,0.009960692491165038,0.49879795069289445,0.49879795069289445,True,gap,gap,4.33312061232094e-08,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_6_MFA_BA,DH,MFA_BA,DH_6_MFA_BA__hybrid_optuna_070,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,6.93457064559709,6.93457064559709,0.5002343326983888,125,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.0099556785190978,0.0014356589654788328,6.944526324116188,0.0099556785190978,0.49879867373291,0.49879867373291,True,gap,gap,2.8254254158532888e-08,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_6_MFA_BA,DH,MFA_BA,DH_6_MFA_BA__hybrid_optuna_070,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,6.93457064559709,6.93457064559709,0.5002343326983888,150,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.009954075809557828,0.0014354278466941408,6.944524721406649,0.009954075809557828,0.49879890485169465,0.49879890485169465,True,gap,gap,2.5956860827403005e-08,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
DH_6_MFA_BA,DH,MFA_BA,DH_6_MFA_BA__hybrid_optuna_070,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,6.93457064559709,6.93457064559709,0.5002343326983888,175,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.009953168157333285,0.0014352969586736806,6.944523813754424,0.009953168157333285,0.4987990357397151,0.4987990357397151,True,gap,gap,2.213231564685003e-08,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
VH_1_MFA_BA,VH,MFA_BA,VH_1_MFA_BA__hybrid_optuna_089,M3,Mixed,M3,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,2.8081588852331123,2.8081588852331123,0.5187766904744362,50,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.0024605824534806807,0.0008762262229604653,2.810619467686593,0.0024605824534806807,0.5179004642514757,0.5179004642514757,True,gap,gap,1.3354859206352043e-07,False,M3,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
VH_1_MFA_BA,VH,MFA_BA,VH_1_MFA_BA__hybrid_optuna_089,M3,Mixed,M3,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,2.8081588852331123,2.8081588852331123,0.5187766904744362,75,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.0024611359556814183,0.0008764233279760142,2.8106200211887935,0.0024611359556814183,0.5179002671464602,0.5179002671464602,True,gap,gap,8.32484941398759e-08,False,M3,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
VH_1_MFA_BA,VH,MFA_BA,VH_1_MFA_BA__hybrid_optuna_089,M3,Mixed,M3,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,2.8081588852331123,2.8081588852331123,0.5187766904744362,100,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.002461515751134276,0.0008765585751142209,2.8106204009842464,0.002461515751134276,0.5179001318993219,0.5179001318993219,True,gap,gap,4.014086908699088e-08,False,M3,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
VH_1_MFA_BA,VH,MFA_BA,VH_1_MFA_BA__hybrid_optuna_089,M3,Mixed,M3,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,2.8081588852331123,2.8081588852331123,0.5187766904744362,125,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.0024616352626183006,0.0008766011337759309,2.8106205204957306,0.0024616352626183006,0.5179000893406602,0.5179000893406602,True,gap,gap,2.657198194810917e-08,False,M3,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
VH_1_MFA_BA,VH,MFA_BA,VH_1_MFA_BA__hybrid_optuna_089,M3,Mixed,M3,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,2.8081588852331123,2.8081588852331123,0.5187766904744362,150,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.0024615731710541824,0.0008765790226466624,2.8106204584041663,0.0024615731710541824,0.5179001114517895,0.5179001114517895,True,gap,gap,4.1546987294971416e-08,False,M3,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
VH_1_MFA_BA,VH,MFA_BA,VH_1_MFA_BA__hybrid_optuna_089,M3,Mixed,M3,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth,zth,1,2.8081588852331123,2.8081588852331123,0.5187766904744362,175,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.0024614990241882554,0.0008765526185616524,2.8106203842573008,0.0024614990241882554,0.5179001378558745,0.5179001378558745,True,gap,gap,4.93475713070346e-08,False,M3,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
VH_2_MFA_BA,VH,MFA_BA,VH_2_MFA_BA__hybrid_optuna_080,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth;P_gap_eff,zth;P_gap_eff,2,4.0284818597053125,4.0284818597053125,0.6759875065079649,50,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.001889551191573745,0.0004690479583571881,4.030371410896886,0.001889551191573745,0.6755184585496077,0.6755184585496077,True,gap,gap,8.79105346240916e-07,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
VH_2_MFA_BA,VH,MFA_BA,VH_2_MFA_BA__hybrid_optuna_080,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth;P_gap_eff,zth;P_gap_eff,2,4.0284818597053125,4.0284818597053125,0.6759875065079649,75,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.0021025800173759147,0.0005219286298411483,4.030584439722689,0.0021025800173759147,0.6754655778781238,0.6754655778781238,True,gap,gap,7.364755078009821e-07,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
VH_2_MFA_BA,VH,MFA_BA,VH_2_MFA_BA__hybrid_optuna_080,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth;P_gap_eff,zth;P_gap_eff,2,4.0284818597053125,4.0284818597053125,0.6759875065079649,100,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.0024038529648515976,0.0005967143575588651,4.030885712670164,0.0024038529648515976,0.6753907921504061,0.6753907921504061,True,gap,gap,2.3273867668649473e-06,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
VH_2_MFA_BA,VH,MFA_BA,VH_2_MFA_BA__hybrid_optuna_080,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth;P_gap_eff,zth;P_gap_eff,2,4.0284818597053125,4.0284818597053125,0.6759875065079649,125,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.0028609610888186417,0.0007101834359576647,4.031342820794131,0.0028609610888186417,0.6752773230720073,0.6752773230720073,True,gap,gap,2.060248534718756e-06,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
VH_2_MFA_BA,VH,MFA_BA,VH_2_MFA_BA__hybrid_optuna_080,M1,Mixed,M1,broad_range_projection_not_full_optimizer,step04_unconstrained_candidate_vs_broad_range_projection,step04_accepted_ensemble,True,zth;P_gap_eff,zth;P_gap_eff,2,4.0284818597053125,4.0284818597053125,0.6759875065079649,150,step08_all_valid_currents_plausibility_flux_rescore_v1,ok,,0.003085397650978182,0.0007658958780079705,4.031567257356291,0.003085397650978182,0.6752216106299569,0.6752216106299569,True,gap,gap,2.3524788874684788e-06,False,M1,True,True,claim_persists_under_broad_constraints,clipped_to_broad_plausibility_range
