source_scope,db_name,condition,current_na,trial_number,candidate_id,P_gap_eff,gamma_s_eff,gki,zth,zs,sigmoid_state_at_stim_end_10_90,sigmoid_state_at_sim_end_10_90,temporal_recruitment_class,gap_fraction,kir_fraction,leak_fraction,Ko_peak_mM,Ko_final_mM,Ko_recovery_error_mM,Ko_rise_rate_mM_per_s,Ko_decay_rate_abs_mM_per_s,Ko_efficiency_score,Ko_efficiency_quadrant
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2286,CONTROL_50nA.db::trial_2286,1.7059494821272247e-06,9.209717450709624e-05,161.83584966222165,33.07855108978304,9.596580506952822,closed_low,closed_low,fully_closed_at_sim_end,0.4955148194281157,0.4579037635927537,0.04658141697913076,7.487950765294529,5.338055919397531,0.034569191907602104,1.1327686617645008,1.3599913283470866,0.8329234445496436,slow_rise_fast_decay
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2477,CONTROL_50nA.db::trial_2477,7.34111599023825e-07,2.686601750264605e-05,174.09342984916793,54.66805546575169,8.772035864029725,closed_low,closed_low,fully_closed_at_sim_end,0.19004743500364643,0.5005174142737757,0.3094351507225778,7.5141912169106675,5.366028201157043,0.0770376508295465,1.369512879944251,1.8430996850365147,0.743048729845081,fast_rise_fast_decay
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2469,CONTROL_50nA.db::trial_2469,1.6025278964985768e-08,1.6563666660338828e-05,181.7038939031017,45.54074087487315,8.63239007875648,closed_low,closed_low,fully_closed_at_sim_end,0.004881906903773947,0.5015437372624969,0.49357435583372905,7.494093077523228,5.404913003005555,0.04853304416002935,1.485675650304,1.7287116704619285,0.8594120556304298,fast_rise_fast_decay
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2455,CONTROL_50nA.db::trial_2455,2.0755805980271052e-10,1.2391565331188328e-05,175.30287187578023,46.10363909772481,8.89073036511987,closed_low,closed_low,fully_closed_at_sim_end,6.529679964035184e-05,0.5015115821840674,0.4984231210162922,7.628009008379089,5.393755283924903,0.01663782532675029,1.6691914965368873,1.9219744802051422,0.8684774505219892,fast_rise_fast_decay
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2167,CONTROL_50nA.db::trial_2167,3.393159218765871e-06,9.01741316546349e-05,149.76193782286174,29.39397933945524,9.671930984406252,closed_low,closed_low,fully_closed_at_sim_end,0.4986256731804685,0.3334420732191294,0.16793225360040212,7.298511700285783,5.234908824785483,0.165765119218511,0.766231093810217,1.2672127202825347,0.604658619303774,slow_rise_fast_decay
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2283,CONTROL_50nA.db::trial_2283,1.7320490266070654e-06,9.26461845359424e-05,156.1184404019498,31.50088478018653,9.81597894904225,closed_low,closed_low,fully_closed_at_sim_end,0.4979907749342,0.44127459723826556,0.06073462782753441,7.488758399093739,5.3290067469267255,0.02925239763226717,1.1157980246258552,1.3360478673717902,0.8351482397264703,slow_rise_fast_decay
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2120,CONTROL_50nA.db::trial_2120,2.8111458132392573e-06,9.089440563674257e-05,146.4296339120685,23.75860651729539,9.830606888193843,closed_low,closed_low,fully_closed_at_sim_end,0.4984558372196621,0.2686595884514163,0.23288457432892162,7.391054049895456,5.2714650868624675,0.05352069648772595,1.0082383739955794,1.2297920222475855,0.8198446206805834,slow_rise_fast_decay
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2004,CONTROL_50nA.db::trial_2004,5.0207891307484735e-06,9.799987739144392e-05,147.3479183075914,23.087785750615584,9.99484737771876,closed_low,closed_low,fully_closed_at_sim_end,0.4995507702788881,0.2336144087462951,0.26683482097481676,7.357937866681638,5.204655167988962,0.2693044305441532,0.5191818027706986,1.564779812794587,0.331792242285818,slow_rise_fast_decay
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2462,CONTROL_50nA.db::trial_2462,5.860250390340176e-08,1.3850730665607507e-05,183.273523712806,50.8056908267246,8.673468398977619,closed_low,closed_low,fully_closed_at_sim_end,0.01659880541897417,0.5013903088417453,0.48201088573928064,7.629352236156809,5.403819410207794,0.018678775246975476,1.6623210176216308,1.9349982102926744,0.8590814238376994,fast_rise_fast_decay
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2438,CONTROL_50nA.db::trial_2438,1.3657975172742337e-08,2.13868469813915e-05,171.71442724720518,43.764364590544766,8.91830132170052,closed_low,closed_low,fully_closed_at_sim_end,0.003225826756966109,0.5011854134888254,0.49558875975420846,7.490284108429655,5.351434955895019,0.08892652489029107,1.3662943516649346,1.8361790452171498,0.7440964731755526,fast_rise_fast_decay
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2426,CONTROL_50nA.db::trial_2426,6.097043709752885e-08,1.6550119790065646e-05,176.1342498316597,39.95818511866506,9.08238430795156,closed_low,closed_low,fully_closed_at_sim_end,0.014726881270674735,0.501268611582337,0.48400450714698834,7.434100975547114,5.3461573875358575,0.09377221451149254,1.2853855150138447,1.7225408586023978,0.7462148189952116,fast_rise_fast_decay
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2076,CONTROL_50nA.db::trial_2076,2.281050746931216e-06,9.114284309410368e-05,149.9563302757025,24.54128818044162,9.82662652338186,closed_low,closed_low,fully_closed_at_sim_end,0.49795376748644876,0.2577144098991357,0.24433182261441552,7.513258031465695,5.249273543826082,0.0261015104031177,1.1912498473037303,1.3499600375389427,0.8824334159368521,slow_rise_fast_decay
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2418,CONTROL_50nA.db::trial_2418,3.049561607585531e-09,8.662409521540937e-05,170.21605004935995,37.28454545080172,9.172358956213987,closed_low,closed_low,fully_closed_at_sim_end,0.0008253104239621257,0.5013501667670575,0.49782452280898054,7.464673888058389,5.362682062827741,0.08045378473881026,1.3732340459669694,1.793357083887148,0.7657337505760141,fast_rise_fast_decay
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2214,CONTROL_50nA.db::trial_2214,1.8966611527963864e-06,9.639592322965789e-05,149.46057404999522,25.650290836705096,9.722160209047008,closed_low,closed_low,fully_closed_at_sim_end,0.4974331446520922,0.3672348316936815,0.13533202365422634,7.3738902296984685,5.255095713760108,0.07837710894630501,1.0198690697067168,1.232785977818872,0.8272880192157425,slow_rise_fast_decay
