source_scope,db_name,condition,current_na,trial_number,candidate_id,Ko_baseline_mM,Ko_peak_mM,Ko_final_mM,Ko_recovery_error_mM,Ko_rise_rate_mM_per_s,Ko_decay_rate_abs_mM_per_s,Ko_rise_over_decay_rate,Ko_efficiency_score,Ko_rise_speed_class,Ko_decay_speed_class,Ko_efficiency_quadrant,Ko_efficiency_status,Ko_rise_fast_slow_cutoff,Ko_decay_fast_slow_cutoff,Ko_efficiency_threshold_source,Ko_efficiency_threshold_interpretation
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2369,CONTROL_50nA.db::trial_2369,5.248208272659702,7.511407602558116,5.325717106101459,0.0775088334417573,1.1704179589082568,1.537018406886877,0.7614859741848221,0.7614859741848221,slow_rise,fast_decay,slow_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2055,CONTROL_50nA.db::trial_2055,4.674771314383762,7.067420469515273,5.128464525828569,0.4536932114448069,0.32512455606533636,1.3453298754234404,0.2416690225978992,0.2416690225978992,slow_rise,fast_decay,slow_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2326,CONTROL_50nA.db::trial_2326,5.338058966229954,7.496932285224832,5.319046931087618,-0.01901203514233618,1.4865839848876812,1.495120767514878,0.9942902387468094,0.9942902387468094,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2453,CONTROL_50nA.db::trial_2453,5.299550971883489,7.550035322003289,5.364345507331747,0.0647945354482582,1.5281597200815507,1.8754660709083308,0.8148159776313245,0.8148159776313245,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2490,CONTROL_50nA.db::trial_2490,5.270841340304093,7.565311554115386,5.320379314919506,0.049537974615413205,1.7029944666376944,1.9796727134249792,0.8602404099874614,0.8602404099874614,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2492,CONTROL_50nA.db::trial_2492,5.359905868386418,7.647616363804679,5.345272724827902,-0.014633143558516082,1.8883354950267714,2.02411410939769,0.9329194862381934,0.9329194862381934,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2449,CONTROL_50nA.db::trial_2449,5.3494754700348945,7.663862989122927,5.357013110713675,0.007537640678780377,1.7759736297425246,1.9558516098374548,0.908030865332427,0.908030865332427,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2401,CONTROL_50nA.db::trial_2401,5.415047403908954,7.5551441659553555,5.4128427450462455,-0.002204658862708264,1.362698551286964,1.45265485862433,0.9380745489520099,0.9380745489520099,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2498,CONTROL_50nA.db::trial_2498,5.466559943388784,7.700266789278704,5.4308613154190715,-0.03569862796971268,1.6241739773378645,1.6258226649072134,0.9989859364093421,0.9989859364093421,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2405,CONTROL_50nA.db::trial_2405,5.284732327189609,7.50706234247631,5.355841500649463,0.07110917345985435,1.3663157809928759,1.741454564068517,0.7845830773791688,0.7845830773791688,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2457,CONTROL_50nA.db::trial_2457,5.309026527261621,7.6137469378706975,5.356472359522785,0.04744583226116372,1.6833045514267664,1.9715234086873088,0.8538090615660273,0.8538090615660273,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2051,CONTROL_50nA.db::trial_2051,4.763638245353327,7.274861388707286,5.12747532738077,0.3638370820274428,0.5636166528051596,1.5214165331260683,0.37045519128617027,0.37045519128617027,slow_rise,fast_decay,slow_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2404,CONTROL_50nA.db::trial_2404,5.381334138806766,7.540427349896002,5.400009783383512,0.018675644576745754,1.3688214347936918,1.5233232377387826,0.8985758248036491,0.8985758248036491,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2444,CONTROL_50nA.db::trial_2444,5.315029573740388,7.582243307235796,5.359265321470183,0.044235747729794994,1.4988373368817458,1.7987766202607438,0.8332537347880806,0.8332537347880806,fast_rise,fast_decay,fast_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
legacy_single_current_optuna,CONTROL_50nA.db,CONTROL,50,2244,CONTROL_50nA.db::trial_2244,5.0468338325366435,7.3252902919810055,5.237371046744832,0.19053721420818803,0.6993220467122391,1.3310859100869536,0.5253770935540559,0.5253770935540559,slow_rise,fast_decay,slow_rise_fast_decay,defined,1.2627466178182032,0.5158371509008914,source_scope_current_na_legacy_median,descriptive_legacy_baseline_median_no_experimental_observable
