Experiment,K_bath_value_middle,Va_l,Va_s,ca,d,eps,eps_middle,gki,gl_a,gs,gt,pk,switching_function,wo,zs,zth,wo_middle,w_a,Value
MFA_50nA,6.968327479203458,-60.7781175678844,-98.0,389.0,0.328998413734477,0.0007991405466824861,1.4424103289894328,160.261676309765,9.0177333817081,40.6570994659626,0.580904957466494,0.000196279364295169,tanh,2769.63163747257,0.005,499.96671060299474,1.0,526.7908759999775,
MFA_75nA,8.181680087154747,-60.7781175678844,-98.0,389.0,0.328998413734477,0.0008192796938306406,1.4528985030946862,160.261676309765,9.0177333817081,40.6570994659626,0.580904957466494,0.000196279364295169,tanh,2769.63163747257,0.005,499.96671060299474,1.0,526.7908759999775,
MFA_100nA,9.17216412447699,-60.7781175678844,-98.0,389.0,0.328998413734477,0.00145587137746065,1.24050810427666,160.261676309765,9.0177333817081,40.6570994659626,0.580904957466494,0.000196279364295169,tanh,2769.63163747257,0.005,499.96671060299474,1.0,526.7908759999775,
MFA_125nA,11.481924523663798,-40.23185068059135,-93.0,345.0,0.24743166678640502,0.0009728521566267205,1.1102542727598148,75.214546010314,2.968845486327571,31.59697757589332,1.2855682352587539,0.00014815993980162685,sigmoid,2986.6247190162417,0.034648791845737,4.48301583768424,1.0,2020.4642530827643,
MFA_150nA,12.086559777656124,-40.23185068059135,-93.0,345.0,0.24743166678640502,0.003093489961714539,0.5931896936467029,75.214546010314,2.968845486327571,31.59697757589332,1.2855682352587539,0.00014815993980162685,sigmoid,2986.6247190162417,0.034648791845737,4.48301583768424,1.0,2020.4642530827643,
MFA_175nA,12.487908012206205,-60.7781175678844,-98.0,389.0,0.328998413734477,0.00145587137746065,1.575268294392947,160.261676309765,9.0177333817081,40.6570994659626,0.580904957466494,0.000196279364295169,tanh,2769.63163747257,0.005,499.96671060299474,1.0,526.7908759999775,
