model_family,assumption_axis,n_candidate_current_rows,n_successful_simulations,mean_trace_rmse_vs_sigmoid_mV,median_step04_trace_rmse_mV,mean_heldout_pass_fraction,same_split_same_loss_contract,mechanism_stability_fraction,claim_scope
double_sigmoid,gating_form,33,33,0.41337151404472544,6.662488351187481,0.39292235426251443,step07_same_candidates_currents_timegrid_loss_v1,0.0,model_dependent_or_insufficient_evidence
hard_threshold,gating_form,33,33,0.08853974204544857,6.662488351187481,0.39292235426251443,step07_same_candidates_currents_timegrid_loss_v1,0.0,model_dependent_or_insufficient_evidence
hill,gating_form,33,33,0.11759573633782379,6.662488351187481,0.39292235426251443,step07_same_candidates_currents_timegrid_loss_v1,0.0,model_dependent_or_insufficient_evidence
sigmoid,gating_form,33,33,0.0,6.662488351187481,0.39292235426251443,step07_same_candidates_currents_timegrid_loss_v1,0.0,model_dependent_or_insufficient_evidence
soft_threshold,gating_form,33,33,0.09597986373970067,6.662488351187481,0.39292235426251443,step07_same_candidates_currents_timegrid_loss_v1,0.0,model_dependent_or_insufficient_evidence
tanh,gating_form,33,33,0.059327721136974106,6.662488351187481,0.39292235426251443,step07_same_candidates_currents_timegrid_loss_v1,0.0,model_dependent_or_insufficient_evidence
