fit_scope,file_id,candidate_id,simulation_health,trace_rmse_mV,trace_objective_loss,pass_stim_end_depolarization_mV,pass_rise_tau_s,pass_undershoot_magnitude_mV,pass_decay_tau_s,weighted_pass_fraction,weighted_feature_penalty,feature_loss,binary_penalty,peak_depolarization_mV,stim_end_depolarization_mV,rise_slope_mV_per_s,rise_tau_s,plateau_slope_mV_per_s,undershoot_magnitude_mV,decay_slope_mV_per_s,decay_tau_s,return_slope_mV_per_s,plateau_reached_sim,has_undershoot_sim,sweep,current_na,region,condition
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_optuna_001,ok,4.2923668408149025,1372.2239054703286,False,False,True,False,0.28571428571428575,0.7142857142857143,0.7142857142857143,0.0,5.6260208445935405,-0.4134749297054867,0.24014425105633497,23.427672408754617,-0.14849213819454016,1.3563563061553339,-0.08371741548261709,67.20251469972476,-0.038356399114925215,True,True,2,75,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_optuna_001,ok,5.443768755710438,1992.645780328678,False,False,True,False,0.28571428571428575,0.7142857142857143,0.7142857142857143,0.5,7.846143013118649,-0.10157948207765344,0.3212775231863136,24.421699144414017,-0.20205671650846893,1.391408668574357,-0.11483543562972989,68.32510339767764,-0.05235000102209881,True,True,3,100,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_optuna_001,ok,6.526095009185813,2667.059642477462,False,False,True,False,0.28571428571428575,0.7142857142857143,0.7142857142857143,0.0,10.54728763026857,0.33136136740941424,0.41461235190990914,25.43891319610368,-0.2708130143761042,1.4246696189759405,-0.15612741300420815,67.55564207026403,-0.07141128758172016,True,True,4,125,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_optuna_001,ok,7.274673042120287,3205.1295927792517,False,False,False,False,0.25370765623528363,0.7462923437647164,0.7462923437647164,0.0,11.702974555950647,0.5357473856607129,0.4527267352778723,25.849974485751662,-0.30136660420042255,1.4352771020609083,-0.17497561742461754,66.88345912534064,-0.08029724922991456,True,True,5,150,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_optuna_001,ok,8.469750509012407,4041.668418615972,False,False,True,False,0.28571428571428575,0.7142857142857143,0.7142857142857143,0.0,12.444993906717556,0.6733189187816464,0.4766215575782282,26.110849811225652,-0.32132335479428614,1.4408201039417463,-0.1874554111292744,66.38908864644695,-0.08624499005149196,True,True,6,175,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_post_001,ok,3.0336646546651616,815.9468290423683,False,False,True,False,0.28571428571428575,0.7142857142857143,0.7142857142857143,1.0,3.864014408192631,-0.3963738035592854,0.17592590302094147,21.963874232509554,-0.11213306097143853,1.202512041424015,-0.06775004329590888,57.0333865517391,-0.034587181503588756,True,True,1,50,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_post_001,ok,4.114983056688375,1317.1887865484207,False,False,True,False,0.28571428571428575,0.7142857142857143,0.7142857142857143,0.0,5.999555309491825,-0.052814015459503594,0.26046997230697605,23.033577561182632,-0.1633960006107207,1.2202123325790382,-0.0989138161461096,60.65437108027092,-0.04973935532175846,True,True,2,75,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_post_001,ok,5.204621335422648,1896.3799542873046,False,False,True,False,0.28571428571428575,0.7142857142857143,0.7142857142857143,0.5,8.289190427594221,0.35667055921931023,0.34714889975817653,23.8779106987476,-0.2207358875206099,1.2304921274119067,-0.13474039638832322,61.51971234895798,-0.06753369657286139,True,True,3,100,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_post_001,ok,6.211276620959748,2513.5157855720004,False,False,True,False,0.28571428571428575,0.7142857142857143,0.7142857142857143,0.0,11.067226985291256,0.9147962505104346,0.44670190372157065,24.775419341372363,-0.2933440175551744,1.2289320300463515,-0.1816205614916213,60.93598045506439,-0.0914303028258149,True,True,4,125,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_post_001,ok,6.953459063787844,3028.50730941864,False,False,False,False,0.1608500616679263,0.8391499383320739,0.8391499383320739,0.0,12.253546265203056,1.1747985227837319,0.4873180205796475,25.144865873476004,-0.32527106232861586,1.2229633192503542,-0.20278734219377548,60.42559724212992,-0.10244984630423189,True,True,5,150,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_post_001,ok,8.121370557146243,3816.8809091646176,False,False,True,False,0.28571428571428575,0.7142857142857143,0.7142857142857143,0.0,13.014584733693425,1.3486963361372375,0.5127731890936869,25.38078240146752,-0.346017617340604,1.2173057672979866,-0.21672707149346826,60.050572565807315,-0.10978598031546531,True,True,6,175,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_optuna_002,ok,3.1767271934754433,846.829503302164,False,False,True,False,0.28571428571428575,0.7142857142857143,0.7142857142857143,1.0,3.4825072067644243,-0.70363666779771,0.1578819031569508,22.057671823872397,-0.09824020748932652,1.3191579727394611,-0.05458866898352433,63.79542259613431,-0.02504929112007826,True,True,1,50,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_optuna_002,ok,4.315884866629504,1378.2198577812574,False,False,True,False,0.28571428571428575,0.7142857142857143,0.7142857142857143,0.0,5.525172252688662,-0.45735517211601007,0.2356510425670933,23.446415481550712,-0.1444754461772687,1.3553686832638618,-0.08038645571315736,68.73262670522644,-0.03621820497249048,True,True,2,75,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_optuna_002,ok,5.475561000887674,2004.2586071547516,False,False,True,False,0.28571428571428575,0.7142857142857143,0.7142857142857143,0.5,7.723725099553178,-0.1582449716865426,0.31564994481066644,24.46927435449429,-0.1969376576438803,1.3890591695764414,-0.1104704712634505,69.91664841488367,-0.04952867973524027,True,True,3,100,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_optuna_002,ok,6.565426990550456,2684.5157642904596,False,False,True,False,0.28571428571428575,0.7142857142857143,0.7142857142857143,0.0,10.401653570120374,0.2578358437051378,0.4078216885141067,25.505395772399133,-0.26447159589813846,1.421301334217702,-0.1504985734545639,69.11463232746637,-0.0677059399540493,True,True,4,125,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_optuna_002,ok,7.31860841252746,3227.8582077508545,False,False,False,False,0.252145108372732,0.7478548916272681,0.7478548916272681,0.0,11.548319934445672,0.4545902467296514,0.4455029047785472,25.92198571676243,-0.2945491792748829,1.4317044223133166,-0.16880872896973423,68.41067997447084,-0.07619672417192914,True,True,5,150,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_optuna_002,ok,8.51829689388777,4072.046323419676,False,False,True,False,0.28571428571428575,0.7142857142857143,0.7142857142857143,0.0,12.284812973874494,0.5871351662237885,0.4691380560341403,26.185922919415642,-0.3142167363602343,1.4371936727681458,-0.18094579020343557,67.89222871702513,-0.08188556719204737,True,True,6,175,VH,CONTROL
all6,3_VH_1_CONTROL,3_VH_1_CONTROL__hybrid_post_002,ok,3.159141247160423,841.766216581773,False,False,True,False,0.28571428571428575,0.7142857142857143,0.7142857142857143,1.0,3.4715108472838665,-0.6810759838622431,0.15837941951103215,21.918951704719774,-0.09905729515560563,1.3134150518000212,-0.055690646765646404,62.33561735945432,-0.02592089974059788,True,True,1,50,VH,CONTROL
