file_id,region,condition,n_candidates,n_accepted_candidates,best_candidate_id,best_trace_rmse_mV,best_weighted_pass_fraction,holdout_pass_count,holdout_mean_rmse_mV,holdout_mean_pass_fraction,cell_reviewer_facing
3_VH_1_CONTROL,VH,CONTROL,313,0,3_VH_1_CONTROL__hybrid_post_003,6.069001623400218,0.28571428571428575,0,5.89377443743098,0.28571428571428575,False
VH_3_MFA,VH,MFA,313,26,VH_3_MFA__hybrid_optuna_211,7.389195056913349,0.35849214923364664,5,7.375060108266482,0.3583151074148276,True
VH_4_MFA,VH,MFA,313,3,VH_4_MFA__hybrid_optuna_285,5.171581437143092,0.32872827499736346,4,5.055157337153923,0.32081246544384445,True
VH_6_MFA,VH,MFA,313,1,VH_6_MFA__hybrid_optuna_191,13.712484963964462,0.30952380952380953,0,1.498633687458901,0.28571428571428564,False
