file_id,region,condition,candidate_id,mechanism_cluster,current_na,sweep,proxy_signal,target_signal,pearson_r,spearman_r,scaled_rmse,best_lag_samples,proxy_validity_status,explicit_ecs_variant_required,simulation_status,failure_reason
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_01,unlabeled,100,3,delta_K_a_t,K_o,-0.17948867042932218,-0.6030769230769231,0.9837600404506752,6,proxy_limited,True,ok,
