file_id,region,condition,candidate_id,current_na,sweep,gating_family,identical_contract_id,mechanism_cluster,dominant_mechanism,holdout_pass_fraction,mean_trace_rmse_mV_step04,simulation_status,failure_reason,trace_rmse_vs_sigmoid_mV,family_supported_under_same_contract,mechanism_claim_stable
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,100,3,sigmoid,step07_same_candidates_currents_timegrid_loss_v1,unlabeled,unknown,0.3466527547395403,13.517363828352613,ok,,0.0,True,False
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,100,3,tanh,step07_same_candidates_currents_timegrid_loss_v1,unlabeled,unknown,0.3466527547395403,13.517363828352613,ok,,0.0422451290683031,True,False
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,100,3,hill,step07_same_candidates_currents_timegrid_loss_v1,unlabeled,unknown,0.3466527547395403,13.517363828352613,ok,,0.1273668677315012,True,False
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,100,3,soft_threshold,step07_same_candidates_currents_timegrid_loss_v1,unlabeled,unknown,0.3466527547395403,13.517363828352613,ok,,0.12864311974618248,True,False
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,100,3,hard_threshold,step07_same_candidates_currents_timegrid_loss_v1,unlabeled,unknown,0.3466527547395403,13.517363828352613,ok,,0.1286681492117822,True,False
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,100,3,double_sigmoid,step07_same_candidates_currents_timegrid_loss_v1,unlabeled,unknown,0.3466527547395403,13.517363828352613,ok,,0.8597881136350505,True,False
