file_id,region,condition,candidate_rows,accepted_rows,min_scalar_objective,min_rmse,max_feature_pass,best_trial
3_VH_1_CONTROL,VH,CONTROL,313,0,1794.0866501667088,4.60522855886411,0.2857142857142857,0
VH_3_MFA,VH,MFA,313,26,885.232112829984,3.219888285960834,0.3584921492336466,0
VH_4_MFA,VH,MFA,313,3,298.8110774927973,1.0131719437201896,0.3287282749973634,0
VH_6_MFA,VH,MFA,313,1,128.32502589556452,0.4515605370958342,0.3095238095238095,0
