strategy,file_id,candidate_id,sweep,current_na,stim_onset_s,stim_offset_s,obs_baseline_mV,pred_baseline_mV,baseline_delta_pred_minus_obs_mV,raw_rmse_mV,centered_rmse_mV,baseline_aligned_rmse_mV,raw_minus_centered_rmse_mV,obs_stim_end_centered_mV,pred_stim_end_centered_mV,stim_end_delta_pred_minus_obs_mV,obs_peak_centered_mV,pred_peak_centered_mV,peak_delta_pred_minus_obs_mV
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,1,50,21.105,41.078,-56.929060869565234,-86.3305714496002,-29.401510580034966,27.81123031333388,3.859394522386517,3.859394522386517,23.951835790947364,5.391656521738952,12.386081119841847,6.994424598102896,5.391656521738952,12.752216067133261,7.36055954539431
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,2,75,21.105,41.078,-56.6784434782609,-86.3305714496002,-29.652127971339297,28.825857457940835,2.4566445634057827,2.4566445634057827,26.369212894535053,8.466760869565555,12.386081119841847,3.919320250276293,8.617369565217473,12.752216067133261,4.1348465019157885
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,3,100,21.105,41.078,-56.243756521739165,-86.3305714496002,-30.086814927861035,29.60192269334948,1.3791599826440593,1.3791599826440593,28.22276271070542,10.959004347826344,12.386081119841847,1.4270767720155035,11.084878260869608,12.752216067133261,1.667337806263653
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,4,125,21.105,41.078,-56.366347826086965,-86.3305714496002,-29.964223623513234,30.170916767645554,1.0894653548028843,1.0894653548028843,29.08145141284267,13.348117391304555,12.386081119841847,-0.9620362714627078,13.60524782608696,12.752216067133261,-0.8530317589536978
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,5,150,21.105,41.078,-56.32573913043478,-86.3305714496002,-30.004832319165416,30.92196126249555,1.9753886986241016,1.9753886986241016,28.94657256387145,16.028582608695558,12.386081119841847,-3.6425014888537106,16.205499999999937,12.752216067133261,-3.4532839328666753
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,6,175,21.105,41.078,-56.08004782608697,-86.3305714496002,-30.25052362351323,31.837538610171435,3.0476259982098055,3.0476259982098055,28.78991261196163,18.361226086956556,12.386081119841847,-5.9751449671147085,18.621056521739128,12.752216067133261,-5.868840454605866
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,1,50,21.075,41.076,-43.670221739130454,-88.80911550541103,-45.138893766280574,44.52456647594632,0.9064987237545608,0.9064987237545608,43.61806775219176,3.172178260869636,4.738277320162908,1.566099059293272,3.172178260869636,4.738277320162908,1.566099059293272
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,2,75,21.075,41.076,-41.9230913043478,-88.80911550541103,-46.88602420106323,46.517342260711644,0.4508205325633607,0.4508205325633607,46.06652172814828,4.430269565217351,4.738277320162908,0.30800775494555666,4.430269565217351,4.738277320162908,0.30800775494555666
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,3,100,21.075,41.076,-40.4578521739131,-88.80911550541103,-48.351263331497925,48.31578332965976,0.6909404367263582,0.6909404367263582,47.6248428929334,6.167356521739471,4.738277320162908,-1.4290792015765632,6.167356521739471,4.738277320162908,-1.4290792015765632
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,4,125,21.075,41.076,-39.15804782608697,-88.80911550541103,-49.65106767932406,49.702532203193385,1.4400563944865754,1.4400563944865754,48.26247580870681,7.54609130434779,4.738277320162908,-2.8078139841848824,7.54609130434779,4.738277320162908,-2.8078139841848824
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,5,150,21.075,41.076,-39.00108260869567,-88.80911550541103,-49.80803289671536,50.4568081612204,2.227145151745162,2.227145151745162,48.22966300947524,9.676517391304444,4.738277320162908,-4.938240071141536,9.676517391304444,4.738277320162908,-4.938240071141536
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,6,175,21.075,41.076,-38.21902608695652,-88.80911550541103,-50.59008941845451,51.750515080619174,3.1476882643017174,3.1476882643017174,48.60282681631745,11.692613043478111,4.738277320162908,-6.954335723315204,11.692613043478111,4.738277320162908,-6.954335723315204
