strategy,file_id,candidate_id,sweep,z0_mode,health,obs_baseline_mV,pred_baseline_mV,baseline_delta_mV,raw_rmse_mV,centered_rmse_mV,stim_end_delta_mV
least_squares_12starts,VH_1_MFA,VH_1_MFA__cand_08,4,observed_vm_z0,ok,-56.366347826086965,-87.59800980281982,-31.231661976732852,31.401391864704266,6.7443185158703,-3.9733140192510916
least_squares_12starts,VH_1_MFA,VH_1_MFA__cand_08,5,default_z0,ok,-56.32573913043478,-87.59800966108885,-31.27227053065407,32.89443411583241,3.3922850114685477,-6.653779375482273
least_squares_12starts,VH_1_MFA,VH_1_MFA__cand_08,5,observed_vm_z0,ok,-56.32573913043478,-87.59800980294528,-31.2722706725105,32.226935902071894,7.293083376430871,-6.653779239617776
least_squares_12starts,VH_1_MFA,VH_1_MFA__cand_08,6,default_z0,ok,-56.08004782608697,-87.59800966108885,-31.517961835001884,33.85096962983549,4.561612783471363,-8.98642285374327
least_squares_12starts,VH_1_MFA,VH_1_MFA__cand_08,6,observed_vm_z0,ok,-56.08004782608697,-87.59800980364516,-31.517961977558187,33.20336375546867,7.99047469208402,-8.986422711596084
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,1,default_z0,ok,-56.929060869565234,-86.3305714496002,-29.401510580034966,27.81123031333388,3.859394522386517,6.994424598102896
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,1,observed_vm_z0,ok,-56.929060869565234,-86.3231673523009,-29.394106482735666,27.034077957560836,7.144321019601867,6.989261651957847
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,2,default_z0,ok,-56.6784434782609,-86.3305714496002,-29.652127971339297,28.825857457940835,2.4566445634057827,3.919320250276293
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,2,observed_vm_z0,ok,-56.6784434782609,-86.32311452073003,-29.644671042469128,28.06970097340959,6.5641624623439885,3.914120455741049
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,3,default_z0,ok,-56.243756521739165,-86.3305714496002,-30.086814927861035,29.60192269334948,1.3791599826440593,1.4270767720155035
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,3,observed_vm_z0,ok,-56.243756521739165,-86.32302316291535,-30.079266641176183,28.8422533849224,6.3128082889177675,1.4218132812632192
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,4,default_z0,ok,-56.366347826086965,-86.3305714496002,-29.964223623513234,30.170916767645554,1.0894653548028843,-0.9620362714627078
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,4,observed_vm_z0,ok,-56.366347826086965,-86.32304889384545,-29.956701067758488,29.42979533957268,6.223454496260913,-0.9672818139938499
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,5,default_z0,ok,-56.32573913043478,-86.3305714496002,-30.004832319165416,30.92196126249555,1.9753886986241016,-3.6425014888537106
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,5,observed_vm_z0,ok,-56.32573913043478,-86.3230403611723,-29.99730123073752,30.2067474642602,6.490041652317966,-3.647752977251997
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,6,default_z0,ok,-56.08004782608697,-86.3305714496002,-30.25052362351323,31.837538610171435,3.0476259982098055,-5.9751449671147085
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,6,observed_vm_z0,ok,-56.08004782608697,-86.32298884488925,-30.242941018802284,31.14391329381099,6.9887173914262934,-5.980432380379746
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,1,default_z0,ok,-43.670221739130454,-89.34572574524971,-45.675504006119255,45.90485067062477,0.7633607405593126,0.14207648305953313
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,1,observed_vm_z0,ok,-43.670221739130454,-89.34613063252017,-45.67590889338972,44.98339087705569,9.453249317688435,0.14247819943866347
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,2,default_z0,ok,-41.9230913043478,-89.34572574524971,-47.42263444090191,47.89883057299271,0.7018727081020254,-1.1160148212881822
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,2,observed_vm_z0,ok,-41.9230913043478,-89.3461367780954,-47.4230454737476,46.93983865781792,9.77639028149776,-1.1156070511544485
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,3,default_z0,ok,-40.4578521739131,-89.34572574524971,-48.887873571336605,49.69934650557414,1.2436535083894138,-2.853101777810302
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,3,observed_vm_z0,ok,-40.4578521739131,-89.34614162217902,-48.888289448265915,48.714705281990234,10.119084702298645,-2.852689078635855
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,4,default_z0,ok,-39.15804782608697,-89.34572574524971,-50.18767791916274,51.08570554878634,1.8106347680894816,-4.231836560418621
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,4,observed_vm_z0,ok,-39.15804782608697,-89.34614570920485,-50.18809788311788,50.07735814296034,10.474559425529552,-4.2314197771957325
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,5,default_z0,ok,-39.00108260869567,-89.34572574524971,-50.34464313655404,51.842106301698074,2.7247276739340474,-6.362262647375275
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,5,observed_vm_z0,ok,-39.00108260869567,-89.34614618456357,-50.3450635758679,50.83343557182924,10.658977460855567,-6.361845482408725
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,6,default_z0,ok,-38.21902608695652,-89.34572574524971,-51.12669965829319,53.139933963181804,3.705324780780561,-8.378358299548943
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,6,observed_vm_z0,ok,-38.21902608695652,-89.34614851698896,-51.12712243003244,52.13813185242467,11.16275251312199,-8.377938801789405
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,1,default_z0,ok,-43.670221739130454,-88.80911550541103,-45.138893766280574,44.52456647594632,0.9064987237545608,1.566099059293272
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,1,observed_vm_z0,ok,-43.670221739130454,-88.80935863488119,-45.13913689575074,43.573960599315015,9.358187892352449,1.5662950307744765
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,2,default_z0,ok,-41.9230913043478,-88.80911550541103,-46.88602420106323,46.517342260711644,0.4508205325633607,0.30800775494555666
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,2,observed_vm_z0,ok,-41.9230913043478,-88.80936273958093,-46.886271435233134,45.52929517919426,9.653139583264277,0.308206992831181
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,3,default_z0,ok,-40.4578521739131,-88.80911550541103,-48.351263331497925,48.31578332965976,0.6909404367263582,-1.4290792015765632
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,3,observed_vm_z0,ok,-40.4578521739131,-88.80936577506942,-48.35151360115632,47.3023855817742,9.95770355836034,-1.4288779968575582
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,4,default_z0,ok,-39.15804782608697,-88.80911550541103,-49.65106767932406,49.702532203193385,1.4400563944865754,-2.8078139841848824
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,4,observed_vm_z0,ok,-39.15804782608697,-88.80936872321546,-49.651320897128485,48.66556899554401,10.309358421709492,-2.8076099508117593
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,5,default_z0,ok,-39.00108260869567,-88.80911550541103,-49.80803289671536,50.4568081612204,2.227145151745162,-4.938240071141536
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,5,observed_vm_z0,ok,-39.00108260869567,-88.80936884139889,-49.808286232703225,49.4199063842685,10.436194868984277,-4.938035979275185
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,6,default_z0,ok,-38.21902608695652,-88.80911550541103,-50.59008941845451,51.750515080619174,3.1476882643017174,-6.954335723315204
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,6,observed_vm_z0,ok,-38.21902608695652,-88.80937058566582,-50.5903444987093,50.72131304301281,10.886462483713434,-6.954130190662816
