file_id,region,condition,candidate_id,P_gap_eff,gamma_t_eff,gamma_s_eff,volume_ratio_wa_wo,gki,eps,gl_a,zth,zs,P_gap_eff_plausible,gamma_t_eff_plausible,gamma_s_eff_plausible,volume_ratio_wa_wo_plausible,gki_plausible,eps_plausible,gl_a_plausible,zth_plausible,zs_plausible
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_089,1.7924166912935084e-08,7.712654939417032e-07,7.62218882706965e-08,0.3319153615671515,4.91972178805104,0.0005489420751223,0.0022108081554517,34.05094415327589,2.8196371257517523,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_026,3.902458442832014e-08,1.4517487620692089e-05,2.8090679535158665e-08,1.136297192529686,37.78817445455338,0.0035240975254462,0.0753703270934659,71.77469060973904,0.063637545949808,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_002,3.5099282177984386e-08,4.079274490180212e-07,1.9877129363658612e-08,0.0866167131690277,414.0253879828092,0.0006779939357528,1.1219978614474893,119.73185235205275,0.0012821694283931,True,True,True,True,False,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_post_002,3.510618047133667e-08,4.086829854871092e-07,1.9889066475637463e-08,0.0865968691491967,413.92494917676026,0.0006786321096873,1.1219317303062122,119.7278343343886,0.0012812287490145,True,True,True,True,False,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_015,2.0102278525410282e-07,1.8524648051739005e-06,3.938862177336093e-08,0.9717429849465496,91.54380572457416,0.0016016513601549,0.451999941005772,94.34880094364138,0.0586674751972459,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_033,2.7733844644961646e-08,6.441904870132764e-08,1.1170626254917153e-07,0.0718366433777603,208.9497365793221,0.0007393460298307,6.708659500698634,97.12923319470222,0.0016428904564844,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_046,6.387072796771658e-08,6.918187478900465e-07,6.2976120452703365e-06,0.0747618723772426,9.033442540516912,0.0029336265664617,0.893090542846306,116.5977706828595,4.080137231330077,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_020,2.1452183991515482e-07,2.900167069576284e-06,2.2003301207868138e-07,0.8237490012771814,77.41221440618129,0.0022623700637158,0.301439984226761,62.8814751686831,0.1578951564940793,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_014,7.090825822772217e-08,1.0824957842689433e-06,3.51317262764926e-08,1.2178614620966677,87.95173912171738,0.0015254480830168,0.3077774513791266,73.87045374049656,0.0644893408728303,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_060,0.0020599578930159,0.0001500180875981,4.344604915675701e-07,0.0691487559170327,150.2529669814818,0.0014467053264901,2.476436321431495,80.022343497024,40.08704168462266,True,True,True,True,True,True,True,False,False
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_013,1.2935955761491561e-08,5.314541378900035e-06,5.0463920523898026e-08,0.9120553750976388,12.246653795458633,0.0014689727643404,0.0405483673881507,77.02203759887121,0.2707694822515998,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_083,2.2967442207514547e-08,2.138619124134541e-07,1.6151844217969696e-08,0.4148731865958198,2.058295254693707,0.0007005226041409,0.0075037056584911,47.93097898408773,0.4224590883817817,True,True,True,True,True,True,True,False,True
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_011,1.51406423183841e-08,3.758223773793244e-07,9.118524564191697e-08,0.3817480852542496,5.841532807679656,0.0007039616755956,0.0286280245789333,52.03306351450215,6.032798297538274,True,True,True,True,True,True,True,False,False
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_049,1.383952111226e-07,5.170002074981057e-07,1.0474804752549205e-08,7.183338874804989,5.669372316681087,0.0852598623416662,0.4103785792118669,149.55487833517026,0.0054117543345608,True,True,True,True,True,True,True,False,True
