candidate_policy,candidates_per_cell,file_id,region,condition,candidate_id,mechanism_cluster,buffering_phenotype,mean_trace_rmse_mV,mean_weighted_pass_fraction,holdout_mean_rmse_mV,holdout_mean_pass_fraction,ensemble_rank,P_gap_eff,gamma_t_eff,gamma_s_eff,volume_ratio_wa_wo,dKs_activation_score_mean,long_range_distribution_fraction_mean,voltage_coupling_score_mean,kir_current_score_mean,step06_selection_rank,step06_selection_min_mechanism_score_distance,step06_selection_stable_phenotype_novel
top_k_per_cell,3,DH_3_MFA,DH,MFA,DH_3_MFA__hybrid_optuna_099,M2,available_surface_voltage_coupled_but_ionic_recruitment_low,5.1738325931057805,0.3999937647234321,5.174060065392665,0.4000036341686446,1,5.913674084541693e-08,2.180500489771518e-08,7.961929856263713e-06,2.705363745813464,9.859297130281808e-305,7.410911899284294e-306,0.4428733336316954,0.5557600953718164,,,
top_k_per_cell,3,DH_3_MFA,DH,MFA,DH_3_MFA__hybrid_optuna_091,M2,available_surface_voltage_coupled_but_ionic_recruitment_low,7.6605855126329905,0.3887037098188905,7.6605855126329905,0.3887037098188905,2,3.934271817733303e-07,1.5172942370876184e-06,1.7928709763916669e-07,0.4042134344394826,1.628320531499146e-50,7.7437123633152925e-53,0.4561209410703309,0.5356245734566565,,,
top_k_per_cell,3,DH_3_MFA,DH,MFA,DH_3_MFA__hybrid_optuna_098,M2,available_surface_voltage_coupled_but_ionic_recruitment_low,4.023877898044378,0.3765881323695285,4.023877898044378,0.3765881323695285,3,1.442153466779471e-06,1.0859638993585997e-08,3.9957459106320754e-05,0.4733798311896526,5.969937950696977e-303,4.326650566617729e-302,0.494248108931173,0.5057259907212789,,,
top_k_per_cell,3,DH_3_MFA_BA,DH,MFA_BA,DH_3_MFA_BA__hybrid_optuna_084,M3,recruited_surface_gap_assisted_buffering,3.6648485637389294,0.6539194370885316,3.664848557554818,0.6539198194098773,1,0.006004480331788,0.0004748639643733,0.0078823067326611,0.2225470795869807,0.8168816164714974,0.4983764391204631,0.5987294842016618,0.3443563808042362,,,
top_k_per_cell,3,DH_3_MFA_BA,DH,MFA_BA,DH_3_MFA_BA__hybrid_pre_07,M3,recruited_surface_gap_assisted_buffering,3.3024485900425566,0.5002343326983888,3.3024485900425566,0.5002343326983888,2,0.0010372803740804,2.2174884575555303e-05,8.794145260307696e-05,1.5799875219699269,0.8782379378143435,0.49949297865659,0.5020402316128584,0.4976611297850196,,,
top_k_per_cell,3,DH_3_MFA_BA,DH,MFA_BA,DH_3_MFA_BA__hybrid_optuna_093,M3,recruited_surface_gap_assisted_buffering,3.3024485900425566,0.5002343326983888,3.3024485900425566,0.5002343326983888,3,0.0010372803740804,2.2174884575555303e-05,8.794145260307696e-05,1.5799875219699269,0.8782379378143435,0.49949297865659,0.5020402316128584,0.4976611297850196,,,
top_k_per_cell,3,DH_4_MFA,DH,MFA,DH_4_MFA__hybrid_optuna_071,M1,mixed_local_spatial_buffering,9.690425414748626,0.4054007520561402,9.690425414748626,0.4054007520561402,2,3.57538604039399e-08,1.459066821891249e-06,3.4618459927224015e-08,1.7969551065164342,0.361012035958337,2.5334015640253105e-08,0.0393693168559369,0.4783530564972518,,,
top_k_per_cell,3,DH_4_MFA,DH,MFA,DH_4_MFA__hybrid_optuna_058,M1,mixed_local_spatial_buffering,6.987205761191735,0.407066898141559,6.708083239584087,0.4028785587054139,1,1.4873847062242473e-08,3.0753396318954304e-08,5.3000408689774044e-08,0.0550943319579486,0.4360604366288506,0.0,0.0025368958949752,0.5688849024105181,,,
top_k_per_cell,3,DH_4_MFA,DH,MFA,DH_4_MFA__hybrid_optuna_091,M2,mixed_local_spatial_buffering,6.466176876756992,0.3991635169669452,6.466176876756992,0.3991635169669452,3,5.90062302525272e-07,1.3886531388585973e-06,7.804462321349573e-05,0.1225495683983335,0.4796947272887184,0.2435447692917836,0.3090189578868901,0.6211281025353167,,,
top_k_per_cell,3,DH_4_MFA_BA,DH,MFA_BA,DH_4_MFA_BA__hybrid_optuna_009,M3,available_surface_voltage_coupled_but_ionic_recruitment_low,5.7407085435306975,0.501154708041544,5.747983450966527,0.5011547091449916,1,4.106585562403023e-05,5.890752019306703e-06,1.3953305003523227e-08,0.0941316984893462,9.0470495105492e-14,2.234248681373641e-15,0.4994546008715241,0.5003332368800874,,,
top_k_per_cell,3,DH_4_MFA_BA,DH,MFA_BA,DH_4_MFA_BA__hybrid_optuna_027,M2,available_surface_voltage_coupled_but_ionic_recruitment_low,6.292364505422267,0.5011306300043804,6.292364505422267,0.5011306300043804,2,5.2754381118457726e-05,3.286659443069445e-06,2.1498016972028663e-08,4.611046474962568,1.282262783947999e-22,6.4982253069956456e-24,0.4998174387270279,0.5001717476342242,,,
top_k_per_cell,3,DH_4_MFA_BA,DH,MFA_BA,DH_4_MFA_BA__hybrid_optuna_016,M3,mixed_local_spatial_buffering,5.935031002527908,0.5006906446441349,5.935031002527908,0.5006906446441349,3,4.284939552401806e-05,3.920777008083989e-06,3.566732722655705e-08,0.0884954633025036,0.459291535713057,0.0326332328172694,0.4996745180162227,0.5001737012385427,,,
top_k_per_cell,3,DH_5_MFA,DH,MFA,DH_5_MFA__hybrid_optuna_099,M2,available_surface_voltage_coupled_but_ionic_recruitment_low,7.721973853652833,0.3999937647234321,7.72208158024421,0.3999992487855623,1,5.913674084541693e-08,2.180500489771518e-08,7.961929856263713e-06,2.705363745813464,9.859297130281808e-305,7.410911899284294e-306,0.4428733336316954,0.5557600953718164,,,
top_k_per_cell,3,DH_5_MFA,DH,MFA,DH_5_MFA__hybrid_optuna_092,M2,available_surface_voltage_coupled_but_ionic_recruitment_low,10.766925235957672,0.3887037098188905,10.766925235957672,0.3887037098188905,2,3.934271817733303e-07,1.5172942370876184e-06,1.7928709763916669e-07,0.4042134344394826,1.628320531499146e-50,7.7437123633152925e-53,0.4561209410703309,0.5356245734566565,,,
top_k_per_cell,3,DH_5_MFA,DH,MFA,DH_5_MFA__hybrid_optuna_098,M2,available_surface_voltage_coupled_but_ionic_recruitment_low,6.615092772420471,0.3765881323695285,6.615092772420471,0.3765881323695285,3,1.442153466779471e-06,1.0859638993585997e-08,3.9957459106320754e-05,0.4733798311896526,5.969937950696977e-303,4.326650566617729e-302,0.494248108931173,0.5057259907212789,,,
top_k_per_cell,3,DH_5_MFA_BA,DH,MFA_BA,DH_5_MFA_BA__hybrid_optuna_090,M3,recruited_surface_gap_assisted_buffering,7.756491796912903,0.6539194370885316,7.756491791800969,0.6539205914599983,1,0.006004480331788,0.0004748639643733,0.0078823067326611,0.2225470795869807,0.8168816164714974,0.4983764391204631,0.5987294842016618,0.3443563808042362,,,
top_k_per_cell,3,DH_5_MFA_BA,DH,MFA_BA,DH_5_MFA_BA__hybrid_optuna_046,M3,available_surface_voltage_coupled_but_ionic_recruitment_low,4.195910987007627,0.5013338898672975,4.195910987007627,0.5013338898672975,2,0.003484461087647,1.7387047156128226e-05,3.003965438786385e-07,0.0572840272457404,0.1605657403036758,0.08092447347997,0.5065008065610195,0.4933685806120239,,,
top_k_per_cell,3,DH_5_MFA_BA,DH,MFA_BA,DH_5_MFA_BA__hybrid_optuna_065,M3,recruited_surface_gap_assisted_buffering,6.15211350138386,0.5002483402675105,6.15211350138386,0.5002483402675105,3,0.0008258265779372,5.9438838250875446e-05,2.248987047842724e-06,0.1453116567441049,0.9742462789762096,0.4770245319793364,0.5012679963960441,0.4916161818077457,,,
top_k_per_cell,3,DH_6_MFA,DH,MFA,DH_6_MFA__hybrid_optuna_089,M2,kir_dominant_local_buffering,6.095703691089766,0.4120279411059476,5.750019158511894,0.4041954131080984,1,1.831772358374243e-08,6.677572302239178e-08,2.3775778615364685e-07,0.3488310266310853,1.3558451251545483e-85,9.490475675618964e-89,0.297479412042332,0.7019967259355027,,,
top_k_per_cell,3,DH_6_MFA,DH,MFA,DH_6_MFA__hybrid_optuna_092,M2,kir_dominant_local_buffering,7.272136679906429,0.3974428217502407,7.272136679906429,0.3974428217502407,2,1.45975108319096e-08,2.8716647863527138e-06,4.322307287920272e-08,0.2940799874700057,8.55546014303378e-06,5.567433536181966e-10,0.2966184336769124,0.6984749912590771,,,
top_k_per_cell,3,DH_6_MFA,DH,MFA,DH_6_MFA__hybrid_optuna_093,M2,available_surface_voltage_coupled_but_ionic_recruitment_low,4.183368200924177,0.3765881323695285,4.183368200924177,0.3765881323695285,3,1.442153466779471e-06,1.0859638993585997e-08,3.9957459106320754e-05,0.4733798311896526,5.969937950696977e-303,4.326650566617729e-302,0.494248108931173,0.5057259907212789,,,
top_k_per_cell,3,DH_6_MFA_BA,DH,MFA_BA,DH_6_MFA_BA__hybrid_optuna_070,M3,recruited_surface_gap_assisted_buffering,6.93457064559709,0.5002343326983888,6.93457064559709,0.5002343326983888,2,0.0010372803740804,2.2174884575555303e-05,8.794145260307696e-05,1.5799875219699269,0.8782379378143435,0.49949297865659,0.5020402316128584,0.4976611297850196,,,
top_k_per_cell,3,DH_6_MFA_BA,DH,MFA_BA,DH_6_MFA_BA__hybrid_pre_07,M3,recruited_surface_gap_assisted_buffering,6.93457064559709,0.5002343326983888,6.934570635221192,0.5002343324077609,1,0.0010372803740804,2.2174884575555303e-05,8.794145260307696e-05,1.5799875219699269,0.8782379378143435,0.49949297865659,0.5020402316128584,0.4976611297850196,,,
top_k_per_cell,3,DH_6_MFA_BA,DH,MFA_BA,DH_6_MFA_BA__hybrid_optuna_061,M2,mixed_local_spatial_buffering,4.430642752693802,0.5001191163558986,4.430642752693802,0.5001191163558986,3,6.14665246262054e-05,7.279344522439486e-08,9.501863623408292e-05,1.4662221800010349,0.4480461722800559,0.4988998227402424,0.5001283754209892,0.4996763643711054,,,
top_k_per_cell,3,VH_1_MFA,VH,MFA,VH_1_MFA__hybrid_optuna_286,M2,available_surface_voltage_coupled_but_ionic_recruitment_low,5.402458464176738,0.3187724787549762,5.324644203277079,0.3276902138441131,1,6.943058517117419e-06,1.3815802088953085e-08,3.680689176139829e-05,1.455718336558958,3.3579247697492488e-226,6.651050582891266e-225,0.4950885417025775,0.5045995350801118,,,
top_k_per_cell,3,VH_1_MFA,VH,MFA,VH_1_MFA__hybrid_optuna_282,M2,available_surface_voltage_coupled_but_ionic_recruitment_low,4.59767024565459,0.309770898916262,4.59767024565459,0.309770898916262,2,2.277609708677161e-06,5.2756762324982975e-08,4.2597077450831365e-05,1.813500586562898,9.859676454385955e-305,7.034325336944119e-304,0.4977557933198111,0.501875510325509,,,
top_k_per_cell,3,VH_1_MFA_BA,VH,MFA_BA,VH_1_MFA_BA__hybrid_optuna_089,M3,recruited_surface_gap_assisted_buffering,2.8081588852331123,0.5187766904744362,2.8081588852331123,0.5187766904744362,1,0.0032986314524224,0.0023449227003439,0.0004453743366613,0.6065988974813709,0.938898683870125,0.4542614297251468,0.506154001259623,0.0334886102627601,,,
top_k_per_cell,3,VH_1_MFA_BA,VH,MFA_BA,VH_1_MFA_BA__hybrid_pre_07,M3,recruited_surface_gap_assisted_buffering,2.495032131727214,0.5170921728313226,2.495032131727214,0.5170921728313226,2,0.0010372803440127,2.2174885564303987e-05,8.794145686213767e-05,1.5799874999695134,0.8782379198892326,0.4994929592694068,0.5020402319956863,0.4976611294047131,,,
top_k_per_cell,3,VH_1_MFA_BA,VH,MFA_BA,VH_1_MFA_BA__hybrid_optuna_085,M3,recruited_surface_gap_assisted_buffering,2.495032131727214,0.5170921728313226,2.495032131727214,0.5170921728313226,3,0.0010372803440127,2.2174885564303987e-05,8.794145686213767e-05,1.5799874999695134,0.8782379198892326,0.4994929592694068,0.5020402319956863,0.4976611294047131,,,
top_k_per_cell,3,VH_2_MFA,VH,MFA,VH_2_MFA__hybrid_optuna_224,M2,kir_dominant_local_buffering,7.7903868016216835,0.3333333333333332,7.7903868016216835,0.3333333333333332,2,5.543389284811165e-08,0.0003380627386805,0.0343935701718021,7.069309720441503,0.0063057152332507,0.012794103018461,0.1182391464735235,0.8786908255894126,,,
top_k_per_cell,3,VH_2_MFA,VH,MFA,VH_2_MFA__hybrid_optuna_247,M2,kir_dominant_local_buffering,5.6072346612343305,0.3497440689005848,5.12257282590481,0.3321493553625046,1,1.4942058091019048e-08,7.131342184668549e-05,7.289842046909734e-06,0.8478705307374524,2.5825431504216476e-108,1.7786494347606325e-110,0.1074389485558515,0.88423783660031,,,
top_k_per_cell,3,VH_2_MFA,VH,MFA,VH_2_MFA__hybrid_optuna_260,M3,kir_dominant_local_buffering,6.376541321318695,0.3061349277910578,6.376541321318695,0.3061349277910578,3,2.187165253890565e-05,0.0003084240770829,0.0223765936262635,4.942580610840768,5.3430059620029246e-80,1.9690321417873524e-77,0.2261170245762444,0.7735249679278686,,,
top_k_per_cell,3,VH_2_MFA_BA,VH,MFA_BA,VH_2_MFA_BA__hybrid_optuna_080,M3,recruited_surface_gap_assisted_buffering,4.028481856572046,0.675987803339035,4.0284818597053125,0.6759875065079649,1,0.006004480331788,0.0004748639643733,0.0078823067326611,0.2225470795869807,0.8168816164714974,0.4983764391204631,0.5987294842016618,0.3443563808042362,,,
top_k_per_cell,3,VH_2_MFA_BA,VH,MFA_BA,VH_2_MFA_BA__hybrid_pre_07,M3,recruited_surface_gap_assisted_buffering,3.663454767192995,0.5170921728313226,3.663454767192995,0.5170921728313226,2,0.0010372803440127,2.2174885564303987e-05,8.794145686213767e-05,1.5799874999695134,0.8782379198892326,0.4994929592694068,0.5020402319956863,0.4976611294047131,,,
top_k_per_cell,3,VH_2_MFA_BA,VH,MFA_BA,VH_2_MFA_BA__hybrid_optuna_093,M3,recruited_surface_gap_assisted_buffering,3.663454767192995,0.5170921728313226,3.663454767192995,0.5170921728313226,3,0.0010372803440127,2.2174885564303987e-05,8.794145686213767e-05,1.5799874999695134,0.8782379198892326,0.4994929592694068,0.5020402319956863,0.4976611294047131,,,
top_k_per_cell,3,VH_3_MFA,VH,MFA,VH_3_MFA__hybrid_optuna_215,M2,kir_dominant_local_buffering,8.081875166104036,0.3534894363071253,8.081875166104036,0.3534894363071253,2,1.2909968963860518e-06,2.534560222202759e-07,0.0001677339900706,0.3392357318580569,9.859676534765136e-305,1.0691142975079206e-303,0.3491073135372571,0.6032679507084954,,,
top_k_per_cell,3,VH_3_MFA,VH,MFA,VH_3_MFA__hybrid_optuna_204,M2,kir_dominant_local_buffering,6.783100259337623,0.3505317387777464,6.783100259337623,0.3505317387777464,3,4.4948907012532046e-08,4.145362090724767e-08,2.3765384704631485e-07,8.595521810660458,0.2766827862547558,0.0001252091317219,0.2328599930410531,0.6058697669819909,,,
top_k_per_cell,3,VH_3_MFA,VH,MFA,VH_3_MFA__hybrid_optuna_210,M2,kir_dominant_local_buffering,7.389195056913349,0.3584921492336466,6.9702218706698025,0.346833542689512,1,8.771333188344918e-07,3.453947550058565e-08,0.0267220193600037,1.5082606471195097,1.9873736491990174e-48,2.688848659891893e-45,0.3287385805411287,0.6695393166908118,,,
top_k_per_cell,3,VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__hybrid_pre_07,M3,recruited_surface_gap_assisted_buffering,5.034961316727348,0.5170921728313226,5.034961316727348,0.5170921728313226,2,0.0010372803440127,2.2174885564303987e-05,8.794145686213767e-05,1.5799874999695134,0.8782379198892326,0.4994929592694068,0.5020402319956863,0.4976611294047131,,,
top_k_per_cell,3,VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__hybrid_optuna_093,M3,recruited_surface_gap_assisted_buffering,5.034961316727348,0.5170921728313226,5.034961316727348,0.5170921728313226,3,0.0010372803440127,2.2174885564303987e-05,8.794145686213767e-05,1.5799874999695134,0.8782379198892326,0.4994929592694068,0.5020402319956863,0.4976611294047131,,,
top_k_per_cell,3,VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__hybrid_optuna_053,M3,available_surface_voltage_coupled_but_ionic_recruitment_low,3.174627824790324,0.5140458874160998,3.174627824790324,0.5140458874160998,4,4.754440294055232e-05,1.6455868381051065e-06,2.4281439591901907e-08,0.3330455240914179,2.5987235540763646e-31,2.0907417063845398e-32,0.4834701494051936,0.1680485613583905,,,
top_k_per_cell,3,VH_4_MFA,VH,MFA,VH_4_MFA__hybrid_optuna_279,M2,kir_dominant_local_buffering,5.171581437143092,0.3287282749973634,5.047342707603293,0.3211724855471737,1,1.4261529238814874e-08,0.0005758722038207,1.0127249532302528e-07,6.478971352080313,0.0028672291964657,2.959438708551097e-07,0.1623015424865444,0.6618807818976299,,,
top_k_per_cell,3,VH_4_MFA,VH,MFA,VH_4_MFA__hybrid_optuna_282,M3,available_surface_voltage_coupled_but_ionic_recruitment_low,5.885441778033567,0.3112842666854571,5.885441778033567,0.3112842666854571,2,3.365360060894747e-05,0.0003294001686411,2.502242396193753e-07,4.737985869351024,9.859676535318498e-305,1.974817172290032e-306,0.4983494389087411,0.5013894365516894,,,
top_k_per_cell,3,VH_4_MFA,VH,MFA,VH_4_MFA__hybrid_optuna_284,M2,available_surface_voltage_coupled_but_ionic_recruitment_low,7.113619755702465,0.300634877004821,7.113619755702465,0.300634877004821,3,2.8792564879030826e-07,3.553532116839376e-08,3.693453988258007e-06,2.042863411890143,5.1372314971729874e-76,4.0256577731304864e-77,0.4763096690863793,0.5097073032255964,,,
top_k_per_cell,3,VH_4_MFA_BA,VH,MFA_BA,VH_4_MFA_BA__hybrid_post_001,M3,kir_dominant_local_buffering,3.326927248225932,0.6801542227748391,3.326927248225932,0.6801542227748391,2,0.0004988258515632,0.0033856572930096,9.653300938383145e-06,0.4260744122470449,9.859676537628617e-305,2.616187756609018e-307,0.2632446822314919,0.6848634498731628,,,
top_k_per_cell,3,VH_4_MFA_BA,VH,MFA_BA,VH_4_MFA_BA__hybrid_optuna_001,M3,kir_dominant_local_buffering,3.326927248225932,0.6801542227748391,3.3269272482252155,0.6801542227748142,1,0.0004988258515632,0.0033856572930096,9.653300938383145e-06,0.4260744122470449,9.859676537628617e-305,2.616187756609018e-307,0.2632446822314919,0.6848634498731628,,,
top_k_per_cell,3,VH_4_MFA_BA,VH,MFA_BA,VH_4_MFA_BA__hybrid_pre_07,M3,recruited_surface_gap_assisted_buffering,2.9631539458078184,0.5170921728313226,2.9631539458078184,0.5170921728313226,3,0.0010372803440127,2.2174885564303987e-05,8.794145686213767e-05,1.5799874999695134,0.8782379198892326,0.4994929592694068,0.5020402319956863,0.4976611294047131,,,
top_k_per_cell,3,VH_5_MFA,VH,MFA,VH_5_MFA__hybrid_optuna_289,M2,available_surface_voltage_coupled_but_ionic_recruitment_low,4.232572935369996,0.3084043599517155,4.232571365175923,0.3084043478733709,1,5.505606930051653e-06,3.70842597614226e-06,2.12560778043402e-05,0.0658261329789922,9.854498457234412e-126,1.452158505796159e-124,0.496395187269842,0.5036012459000666,,,
top_k_per_cell,3,VH_5_MFA,VH,MFA,VH_5_MFA__hybrid_optuna_276,M3,low_recruitment_local_storage,5.397116689218215,0.3034569205280916,5.397116689218215,0.3034569205280916,2,3.732282323067354e-07,0.0098203015953507,2.168205991257879e-07,1.7341279931846385,0.1348611544000746,4.452513293032826e-05,0.3077358097702772,0.4509491715637161,,,
top_k_per_cell,3,VH_5_MFA,VH,MFA,VH_5_MFA__hybrid_optuna_292,M2,kir_dominant_local_buffering,4.004289568433756,0.3020378225140416,4.004289568433756,0.3020378225140416,3,3.6784868397280964e-08,3.8112971910157554e-08,1.5766161939702236e-07,2.479831300084009,6.673575994575385e-11,4.018205498317135e-14,0.2683390076198162,0.7288866760883991,,,
top_k_per_cell,3,VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__hybrid_optuna_078,M3,recruited_surface_gap_assisted_buffering,4.789063920279836,0.675987803339035,4.789063930386355,0.6759878585671723,1,0.006004480331788,0.0004748639643733,0.0078823067326611,0.2225470795869807,0.8168816164714974,0.4983764391204631,0.5987294842016618,0.3443563808042362,,,
top_k_per_cell,3,VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__hybrid_pre_07,M3,recruited_surface_gap_assisted_buffering,4.427002902975017,0.5170921728313226,4.427002902975017,0.5170921728313226,2,0.0010372803440127,2.2174885564303987e-05,8.794145686213767e-05,1.5799874999695134,0.8782379198892326,0.4994929592694068,0.5020402319956863,0.4976611294047131,,,
top_k_per_cell,3,VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__hybrid_optuna_093,M3,recruited_surface_gap_assisted_buffering,4.427002902975017,0.5170921728313226,4.427002902975017,0.5170921728313226,3,0.0010372803440127,2.2174885564303987e-05,8.794145686213767e-05,1.5799874999695134,0.8782379198892326,0.4994929592694068,0.5020402319956863,0.4976611294047131,,,
top_k_per_cell,3,VH_6_MFA,VH,MFA,VH_6_MFA__hybrid_optuna_943,M1,kir_dominant_local_buffering,3.9887692014650806,0.3354154794431982,3.920621575093126,0.3310289548069808,1,1.0676790422275236e-08,4.4693443890700346e-07,1.4716401311693234e-06,0.0506586330960483,9.858509576993344e-305,2.4575141927391693e-307,0.1945457964898552,0.793704114390836,,,
top_k_per_cell,3,VH_6_MFA,VH,MFA,VH_6_MFA__hybrid_optuna_950,M2,available_surface_voltage_coupled_but_ionic_recruitment_low,4.064258318511176,0.3260396886627446,4.064258318511176,0.3260396886627446,2,2.448275807313345e-05,2.84001692042918e-07,8.776103337623329e-07,0.0741715517541639,6.6665612304639325e-99,1.374385428988776e-98,0.4981754944588707,0.5018216633936278,,,
top_k_per_cell,3,VH_6_MFA,VH,MFA,VH_6_MFA__hybrid_optuna_970,M2,kir_dominant_local_buffering,3.798946707263704,0.3255564783096423,3.798946707263704,0.3255564783096423,3,4.240631398359977e-08,4.607349650042769e-08,5.952635923832895e-06,0.3374437721285548,1.0543851016910912e-10,2.908014260812503e-12,0.3139934176498233,0.668386964193379,,,
top_k_per_cell,3,VH_6_MFA_BA,VH,MFA_BA,VH_6_MFA_BA__hybrid_pre_07,M3,recruited_surface_gap_assisted_buffering,2.2304060243979698,0.5170921728313226,2.2304060243979698,0.5170921728313226,2,0.0010372803440127,2.2174885564303987e-05,8.794145686213767e-05,1.5799874999695134,0.8782379198892326,0.4994929592694068,0.5020402319956863,0.4976611294047131,,,
top_k_per_cell,3,VH_6_MFA_BA,VH,MFA_BA,VH_6_MFA_BA__hybrid_optuna_062,M3,recruited_surface_gap_assisted_buffering,2.2304060243979698,0.5170921728313226,2.2304060243979698,0.5170921728313226,3,0.0010372803440127,2.2174885564303987e-05,8.794145686213767e-05,1.5799874999695134,0.8782379198892326,0.4994929592694068,0.5020402319956863,0.4976611294047131,,,
top_k_per_cell,3,VH_6_MFA_BA,VH,MFA_BA,VH_6_MFA_BA__hybrid_optuna_015,M2,available_surface_voltage_coupled_but_ionic_recruitment_low,1.0023160378915286,0.5126687149891017,1.0023160378915286,0.5126687149891017,4,0.0004958599401984,5.8280394018732434e-08,0.0002191424868946,2.0669391181502235,0.0052818329742259,0.4953544774260951,0.5000288231631119,0.4999356785186834,,,
top_k_per_cell,3,VH_7_OG_MFA,VH,MFA,VH_7_OG_MFA__hybrid_optuna_287,M1,low_recruitment_local_storage,6.46843415738331,0.3904517319792778,6.463470133576611,0.3906704547285283,1,1.0105592506644526e-08,0.0018637511911906,6.2489856273289125e-06,1.1731916289284865,0.0815127593653442,4.365845344203018e-06,0.2020031700292845,0.1506959341951867,,,
top_k_per_cell,3,VH_7_OG_MFA,VH,MFA,VH_7_OG_MFA__hybrid_optuna_279,M1,mixed_local_spatial_buffering,4.321800874359162,0.3247953079990144,4.321800874359162,0.3247953079990144,2,1.713871717417481e-08,0.0019757755351689,3.086308333923622e-07,3.577641985001013,0.4298132667741801,2.34929957247682e-06,0.0804755572908036,0.4516033736257617,,,
top_k_per_cell,3,VH_7_OG_MFA,VH,MFA,VH_7_OG_MFA__hybrid_optuna_284,M2,mixed_local_spatial_buffering,4.854643546009194,0.3235026532720956,4.854643546009194,0.3235026532720956,3,1.0093889618327304e-08,0.0016604709783445,2.143771355095408e-06,1.3736453910254,0.5016803918855626,0.0010768735222082,0.1730644894447211,0.8197803929062283,,,
top_k_per_cell,3,VH_7_OG_MFA_BA,VH,MFA_BA,VH_7_OG_MFA_BA__hybrid_optuna_087,M3,low_recruitment_local_storage,4.369409920477477,0.5046372475552598,4.373827677778654,0.5020743828718134,1,1.1741633364539965e-07,0.0039552323360892,1.1293569666046962e-08,0.1876572632038594,9.859675822881862e-305,0.0,0.3573523969483343,0.0268710981837458,,,
top_k_per_cell,3,VH_7_OG_MFA_BA,VH,MFA_BA,VH_7_OG_MFA_BA__hybrid_pre_07,M3,recruited_surface_gap_assisted_buffering,2.669550211782892,0.5012286168629455,2.669550211782892,0.5012286168629455,2,0.0010372803740804,2.2174884575555303e-05,8.794145260307696e-05,1.5799875219699269,0.8782379378143435,0.49949297865659,0.5020402316128584,0.4976611297850196,,,
top_k_per_cell,3,VH_7_OG_MFA_BA,VH,MFA_BA,VH_7_OG_MFA_BA__hybrid_optuna_078,M3,recruited_surface_gap_assisted_buffering,2.669550211782892,0.5012286168629455,2.669550211782892,0.5012286168629455,3,0.0010372803740804,2.2174884575555303e-05,8.794145260307696e-05,1.5799875219699269,0.8782379378143435,0.49949297865659,0.5020402316128584,0.4976611297850196,,,
mechanism_diverse_per_cell,3,1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__hybrid_optuna_087,M1,mixed_local_spatial_buffering,7.598614341672754,0.3592140714053211,7.581328705455518,0.3596089913772268,1,1.1996661220636652e-08,0.0009639219104777,1.3822108483323732e-06,0.2273680004427412,0.4696968163561277,3.3198915743536735e-05,0.0248241470887973,0.4752922991093256,,,
mechanism_diverse_per_cell,3,1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__hybrid_optuna_098,M2,mixed_local_spatial_buffering,14.892764364375594,0.3045566673578326,14.892764364375594,0.3045566673578326,2,2.1484198879011832e-08,1.0088571442840538e-08,4.5165475071932483e-08,0.0678458449682687,0.4060929676989249,5.965698106203987e-05,0.3517984082828717,0.6453230142897212,,,
mechanism_diverse_per_cell,3,1_DH_2_CONTROL,DH,CONTROL,1_DH_2_CONTROL__hybrid_optuna_098,M1,mixed_local_spatial_buffering,13.977227693028652,0.3592629870825042,13.982361406690702,0.3593400005006864,1,1.1996661220636652e-08,0.0009639219104777,5.117854716429417e-07,0.255012047149372,0.4742352083058401,1.230573233368412e-05,0.0247631908628131,0.4760309130560966,,,
mechanism_diverse_per_cell,3,1_DH_2_CONTROL,DH,CONTROL,1_DH_2_CONTROL__hybrid_optuna_066,M2,low_recruitment_local_storage,5.960267419691559,0.3024776268661662,5.960267419691559,0.3024776268661662,3,1.991600130066668e-08,1.1498294176561468e-05,0.0290154667530075,3.517490838704276,9.859676542188784e-305,8.850468199611234e-303,0.3514071263833052,0.5706908873790544,,,
mechanism_diverse_per_cell,3,1_VH_1_CONTROL,VH,CONTROL,1_VH_1_CONTROL__hybrid_optuna_004,M2,kir_dominant_local_buffering,6.460123378392464,0.3090362481637552,6.452548930367247,0.3093203980865881,1,1.9320979798396146e-07,6.884733072151251e-05,0.0446888001496297,1.918939695528853,9.85967654371955e-305,1.0655056870849664e-303,0.0328809123703741,0.9659494002427564,,,
mechanism_diverse_per_cell,3,1_VH_2_CONTROL,VH,CONTROL,1_VH_2_CONTROL__hybrid_optuna_001,M2,mixed_local_spatial_buffering,6.896416818472869,0.3864626980064761,6.896416818472869,0.3864626980064761,2,2.428889058492891e-06,5.419739585354233e-06,0.0013623132320298,1.3179978430534545,0.3897766225674245,0.2617704120719824,0.2631347793761145,0.7368360177203286,,,
