run_dir,backend,objective,sampler,trials,run_holdout,pre_nfev,post_nfev,refine_top_k,candidate_top_k,hash,file_id,region,condition,accepted_n,effective_plausible_n,all_audited_plausible_n,best_trace_rmse_mV,best_weighted_pass_fraction,effective_clusters_t0.3,all_audited_clusters_t0.3,effective_clusters_t0.5,all_audited_clusters_t0.5,effective_clusters_t0.7,all_audited_clusters_t0.7,effective_clusters_t1.0,all_audited_clusters_t1.0,effective_min_pairwise_log_distance
outputs/cell_fits_step04_hybrid_metric_parallel_2_per_group,hybrid,metric_scalar,tpe,50.0,True,40,20,3,,541334d2eb6c790d,DH_2_MFA,DH,MFA,3,3,2,2.642669578661149,0.3528579580177693,2,1,2,1,2,1,2,1,0.28790552876989395
outputs/cell_fits_step04_hybrid_metric_parallel_2_per_group,hybrid,metric_scalar,tpe,50.0,True,40,20,3,,541334d2eb6c790d,DH_2_MFA_BA,DH,MFA_BA,3,3,0,4.167899424800852,0.5002343326983888,3,0,2,0,2,0,2,0,0.4650835327446412
outputs/cell_fits_step04_hybrid_metric_parallel_2_per_group,hybrid,metric_scalar,tpe,50.0,True,40,20,3,,541334d2eb6c790d,VH_1_MFA_BA,VH,MFA_BA,3,3,0,1.9289638530986464,0.5170921728313226,3,0,2,0,2,0,2,0,0.4650835325210065
outputs/cell_fits_step04_hybrid_metric_parallel_2_per_group,hybrid,metric_scalar,tpe,50.0,True,40,20,3,,541334d2eb6c790d,VH_2_MFA_BA,VH,MFA_BA,3,3,0,1.131451333751001,0.5196110116306304,2,0,2,0,2,0,2,0,9.40517479574322e-06
outputs/cell_fits_step04_hybrid_metric_parallel_2_per_group_notebook,,,,,,,,,,,1_DH_2_CONTROL,DH,CONTROL,3,3,0,5.952768448605847,0.3038141595388744,2,0,2,0,1,0,1,0,1.2613265755490733e-07
outputs/cell_fits_step04_hybrid_metric_parallel_2_per_group_notebook,,,,,,,,,,,DH_1_MFA,DH,MFA,3,3,2,4.670127267531863,0.3528579580177693,2,1,2,1,2,1,2,1,0.28790552876989356
outputs/cell_fits_step04_hybrid_metric_parallel_2_per_group_notebook,,,,,,,,,,,DH_1_MFA_BA,DH,MFA_BA,3,3,0,8.696195882764234,0.5002343326983888,3,0,2,0,2,0,2,0,0.4650835327446412
outputs/cell_fits_step04_hybrid_metric_parallel_2_per_group_notebook,,,,,,,,,,,DH_2_MFA,DH,MFA,3,3,2,2.642669578661149,0.3528579580177693,2,1,2,1,2,1,2,1,0.28790552876989395
outputs/cell_fits_step04_hybrid_metric_parallel_2_per_group_notebook,,,,,,,,,,,DH_2_MFA_BA,DH,MFA_BA,3,3,0,4.167899424800852,0.5002343326983888,3,0,2,0,2,0,2,0,0.4650835327446412
outputs/cell_fits_step04_hybrid_metric_parallel_2_per_group_notebook,,,,,,,,,,,VH_1_MFA_BA,VH,MFA_BA,3,3,0,1.9289638530986464,0.5170921728313226,3,0,2,0,2,0,2,0,0.4650835325210065
outputs/cell_fits_step04_hybrid_metric_parallel_2_per_group_notebook,,,,,,,,,,,VH_2_MFA_BA,VH,MFA_BA,3,3,0,1.131451333751001,0.5196110116306304,2,0,2,0,2,0,2,0,9.40517479574322e-06
outputs/cell_fits_step04_hybrid_trace_shape_parallel_2_per_group,hybrid,trace_shape,tpe,50.0,True,40,20,3,,7a92cd75da90603e,DH_1_MFA,DH,MFA,3,1,1,3.87314632411922,0.3528950060888448,1,1,1,1,1,1,1,1,
outputs/cell_fits_step04_hybrid_trace_shape_parallel_2_per_group,hybrid,trace_shape,tpe,50.0,True,40,20,3,,7a92cd75da90603e,DH_1_MFA_BA,DH,MFA_BA,3,3,0,8.696195882764234,0.5002343326983888,3,0,2,0,2,0,2,0,0.4650835327446412
outputs/cell_fits_step04_hybrid_trace_shape_parallel_2_per_group,hybrid,trace_shape,tpe,50.0,True,40,20,3,,7a92cd75da90603e,DH_2_MFA,DH,MFA,3,3,2,2.642669578661149,0.3528579580177693,2,1,2,1,2,1,2,1,0.28790552876989395
outputs/cell_fits_step04_hybrid_trace_shape_parallel_2_per_group,hybrid,trace_shape,tpe,50.0,True,40,20,3,,7a92cd75da90603e,DH_2_MFA_BA,DH,MFA_BA,3,3,0,4.167899424800852,0.5002343326983888,3,0,2,0,2,0,2,0,0.4650835327446412
outputs/cell_fits_step04_hybrid_trace_shape_parallel_2_per_group,hybrid,trace_shape,tpe,50.0,True,40,20,3,,7a92cd75da90603e,VH_1_MFA_BA,VH,MFA_BA,3,3,0,1.9289638530986464,0.5170921728313226,3,0,2,0,2,0,2,0,0.4650835325210065
outputs/cell_fits_step04_hybrid_trace_shape_parallel_2_per_group,hybrid,trace_shape,tpe,50.0,True,40,20,3,,7a92cd75da90603e,VH_2_MFA_BA,VH,MFA_BA,3,3,0,3.0707697123435107,0.5170921728313226,3,0,2,0,2,0,2,0,0.4650835325210065
outputs/cell_fits_step04_hybrid_trace_shape_parallel_2_per_group_notebook,,,,,,,,,,,DH_1_MFA,DH,MFA,3,1,1,3.87314632411922,0.3528950060888448,1,1,1,1,1,1,1,1,
outputs/cell_fits_step04_hybrid_trace_shape_parallel_2_per_group_notebook,,,,,,,,,,,DH_1_MFA_BA,DH,MFA_BA,3,3,0,8.696195882764234,0.5002343326983888,3,0,2,0,2,0,2,0,0.4650835327446412
outputs/cell_fits_step04_hybrid_trace_shape_parallel_2_per_group_notebook,,,,,,,,,,,DH_2_MFA,DH,MFA,3,3,2,2.642669578661149,0.3528579580177693,2,1,2,1,2,1,2,1,0.28790552876989395
outputs/cell_fits_step04_hybrid_trace_shape_parallel_2_per_group_notebook,,,,,,,,,,,DH_2_MFA_BA,DH,MFA_BA,3,3,0,4.167899424800852,0.5002343326983888,3,0,2,0,2,0,2,0,0.4650835327446412
outputs/cell_fits_step04_hybrid_trace_shape_parallel_2_per_group_notebook,,,,,,,,,,,VH_1_MFA_BA,VH,MFA_BA,3,3,0,1.9289638530986464,0.5170921728313226,3,0,2,0,2,0,2,0,0.4650835325210065
outputs/cell_fits_step04_hybrid_trace_shape_parallel_2_per_group_notebook,,,,,,,,,,,VH_2_MFA_BA,VH,MFA_BA,3,3,0,3.0707697123435107,0.5170921728313226,3,0,2,0,2,0,2,0,0.4650835325210065
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,1_DH_1_CONTROL,DH,CONTROL,2,2,0,7.598614341672754,0.3592140714053211,2,0,2,0,2,0,2,0,5.229713110370127
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,1_DH_2_CONTROL,DH,CONTROL,4,3,0,5.960267419691559,0.3592629870825042,3,0,3,0,3,0,3,0,2.122473025223047
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,1_VH_1_CONTROL,VH,CONTROL,4,4,0,6.337149283589009,0.3090362481637552,2,0,2,0,2,0,1,0,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,1_VH_2_CONTROL,VH,CONTROL,13,13,0,6.68982132718153,0.3864627003840549,3,0,3,0,2,0,2,0,1.7283823680482803e-07
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,2_DH_1_CONTROL,DH,CONTROL,2,2,0,4.214801287524524,0.3592629849136366,2,0,2,0,2,0,2,0,3.9144392928359464
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,3_DH_1_CONTROL,DH,CONTROL,3,1,0,8.883394285329667,0.3592629849136366,1,0,1,0,1,0,1,0,
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,3_DH_2_CONTROL,DH,CONTROL,2,2,0,7.060338205298613,0.3592629849136366,2,0,2,0,2,0,2,0,5.270190587525519
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,DH_1_CONTROL,DH,CONTROL,3,3,0,4.519310745399758,0.3598312687182541,3,0,3,0,3,0,3,0,3.3570689123562167
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,DH_1_MFA,DH,MFA,111,108,8,3.733491894312506,0.4243595874860515,83,2,67,1,52,1,38,1,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,DH_1_MFA_BA,DH,MFA_BA,110,103,8,2.4184758989815243,0.5002343326983888,78,2,62,1,47,1,32,1,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,DH_2_CONTROL,DH,CONTROL,1,1,0,6.691091388914987,0.3205460241541799,1,0,1,0,1,0,1,0,
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,DH_2_MFA,DH,MFA,105,102,21,2.064789158473202,0.4039584588384186,78,11,65,8,44,5,33,5,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,DH_2_MFA_BA,DH,MFA_BA,111,108,8,1.1829940489134851,0.5002343326983888,86,2,72,1,55,1,34,1,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,DH_3_MFA,DH,MFA,111,108,8,1.2933943837927142,0.3999937647234321,75,2,60,1,46,1,30,1,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,DH_3_MFA_BA,DH,MFA_BA,111,107,8,0.6836525041361315,0.6539194370885316,74,2,61,1,46,1,30,1,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,DH_4_MFA,DH,MFA,105,101,8,4.148659849500755,0.407066898141559,74,2,60,1,49,1,41,1,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,DH_4_MFA_BA,DH,MFA_BA,111,107,8,2.6704399925158744,0.501154708041544,91,2,77,1,64,1,52,1,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,DH_5_MFA,DH,MFA,111,108,9,4.137036177519142,0.3999937647234321,75,3,58,2,45,2,34,2,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,DH_5_MFA_BA,DH,MFA_BA,109,96,8,1.5994589671791946,0.6539194370885316,70,2,59,1,44,1,36,1,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,DH_6_MFA,DH,MFA,110,106,8,1.3354972212461391,0.4120279411059476,80,2,64,1,49,1,30,1,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,DH_6_MFA_BA,DH,MFA_BA,110,107,8,1.2079578845769918,0.5002343326983888,86,2,71,1,50,1,39,1,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,VH_1_MFA,VH,MFA,2,2,0,4.59767024565459,0.3187724787549762,2,0,2,0,2,0,1,0,0.7655521258556603
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,VH_1_MFA_BA,VH,MFA_BA,105,101,10,0.8463795702593869,0.5187766904744362,75,4,56,3,43,3,26,3,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,VH_2_MFA,VH,MFA,3,3,0,5.6072346612343305,0.3497440689005848,3,0,3,0,3,0,3,0,2.6077504645090817
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,VH_2_MFA_BA,VH,MFA_BA,110,96,8,1.059009024568509,0.675987803339035,64,2,54,1,40,1,29,1,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,VH_3_MFA,VH,MFA,3,3,0,6.783100259337623,0.3584921492336466,3,0,3,0,3,0,3,0,2.4591026724248763
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,VH_3_MFA_BA,VH,MFA_BA,109,105,8,0.9747041283783702,0.519781104306976,84,2,68,1,55,1,35,1,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,VH_4_MFA,VH,MFA,3,3,0,5.171581437143092,0.3287282749973634,3,0,3,0,3,0,3,0,3.407032564083057
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,VH_4_MFA_BA,VH,MFA_BA,103,97,12,0.7954248429576718,0.6801542227748391,70,6,58,3,45,3,31,3,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,VH_5_MFA,VH,MFA,3,3,0,4.004289568433756,0.3084043599517155,3,0,3,0,3,0,3,0,3.9627694252585797
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,VH_5_MFA_BA,VH,MFA_BA,107,83,8,1.2208598350329785,0.675987803339035,67,2,56,1,43,1,32,1,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,VH_6_MFA,VH,MFA,3,3,0,3.798946707263704,0.3354154794431982,3,0,3,0,3,0,3,0,1.5424385566485457
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,VH_6_MFA_BA,VH,MFA_BA,109,101,11,0.4814082256468681,0.520049704856543,74,5,60,4,47,4,35,4,0.0
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,VH_7_OG_MFA,VH,MFA,3,3,0,4.321800874359162,0.3904517319792778,3,0,2,0,2,0,2,0,0.47232509362756336
outputs/cell_fits_step04_model_aligned_demo,hybrid,acceptance_margin,tpe,100.0,True,40,20,3,500,e61866f5553ad5be,VH_7_OG_MFA_BA,VH,MFA_BA,98,95,8,0.7742410901031159,0.5046372475552598,68,2,57,1,45,1,32,1,0.0
outputs/reviewer_synthesis/step04_high_budget_probe_vh_failures,hybrid,acceptance_margin,tpe,300.0,True,80,60,5,500,1710e98be83bf964,VH_3_MFA,VH,MFA,26,26,0,5.353177816301275,0.3584921492336466,24,0,22,0,18,0,14,0,0.18780755197581003
outputs/reviewer_synthesis/step04_high_budget_probe_vh_failures,hybrid,acceptance_margin,tpe,300.0,True,80,60,5,500,1710e98be83bf964,VH_4_MFA,VH,MFA,3,3,0,5.171581437143092,0.3287282749973634,3,0,3,0,3,0,3,0,3.407032564083057
outputs/reviewer_synthesis/step04_high_budget_probe_vh_failures,hybrid,acceptance_margin,tpe,300.0,True,80,60,5,500,1710e98be83bf964,VH_6_MFA,VH,MFA,1,1,0,13.712484963964462,0.3095238095238095,1,0,1,0,1,0,1,0,
outputs/reviewer_synthesis/step04_optimizer_method_probe_6cell/optuna_multi_nsga2_24,optuna_multi,metric_scalar,nsga2,24.0,False,40,20,3,24,1aaa0d8cafd4a31f,DH_1_MFA_BA,DH,MFA_BA,4,4,0,2.92927282845298,0.4285714285714285,4,0,4,0,4,0,4,0,1.6333153328124215
outputs/reviewer_synthesis/step04_optimizer_method_probe_6cell/optuna_multi_nsga2_24,optuna_multi,metric_scalar,nsga2,24.0,False,40,20,3,24,1aaa0d8cafd4a31f,DH_2_MFA,DH,MFA,8,8,0,2.142905668028409,0.3942663766458205,8,0,8,0,7,0,7,0,0.6646150132408692
outputs/reviewer_synthesis/step04_optimizer_method_probe_6cell/optuna_multi_nsga2_24,optuna_multi,metric_scalar,nsga2,24.0,False,40,20,3,24,1aaa0d8cafd4a31f,VH_6_MFA,VH,MFA,2,2,0,4.295071310530289,0.3256457900367577,2,0,2,0,2,0,2,0,5.196844266780993
outputs/reviewer_synthesis/step04_optimizer_method_probe_6cell/optuna_multi_nsga2_24,optuna_multi,metric_scalar,nsga2,24.0,False,40,20,3,24,1aaa0d8cafd4a31f,VH_6_MFA_BA,VH,MFA_BA,4,4,0,0.6399139132596519,0.4285714285714285,4,0,4,0,4,0,4,0,3.563258654435415
outputs/reviewer_synthesis/step04_optimizer_method_probe_6cell/optuna_scalar_random_acceptance_margin_24,optuna_scalar,acceptance_margin,random,24.0,False,40,20,3,24,7ba4070bce232982,DH_1_MFA_BA,DH,MFA_BA,22,21,1,2.92927282845298,0.4285714285714285,21,1,21,1,19,1,18,1,0.6640669279091741
outputs/reviewer_synthesis/step04_optimizer_method_probe_6cell/optuna_scalar_random_acceptance_margin_24,optuna_scalar,acceptance_margin,random,24.0,False,40,20,3,24,7ba4070bce232982,DH_2_MFA,DH,MFA,22,21,1,2.142905668028409,0.3942663766458205,21,1,21,1,19,1,18,1,0.6640669279091741
outputs/reviewer_synthesis/step04_optimizer_method_probe_6cell/optuna_scalar_random_acceptance_margin_24,optuna_scalar,acceptance_margin,random,24.0,False,40,20,3,24,7ba4070bce232982,VH_6_MFA,VH,MFA,2,2,0,4.295071310530289,0.3256457900367577,2,0,2,0,2,0,2,0,5.196844266780993
outputs/reviewer_synthesis/step04_optimizer_method_probe_6cell/optuna_scalar_random_acceptance_margin_24,optuna_scalar,acceptance_margin,random,24.0,False,40,20,3,24,7ba4070bce232982,VH_6_MFA_BA,VH,MFA_BA,22,21,1,0.6399139132596519,0.4285714285714285,21,1,21,1,19,1,18,1,0.6640669279091741
outputs/reviewer_synthesis/step04_targeted_vh_high_budget_numerical_health_v2,hybrid,acceptance_margin,tpe,300.0,True,80,60,5,500,1710e98be83bf964,1_VH_2_CONTROL,VH,CONTROL,3,3,0,6.875989150065476,0.3700295018863603,2,0,2,0,2,0,2,0,0.07133206474124221
outputs/reviewer_synthesis/step04_targeted_vh_high_budget_numerical_health_v2,hybrid,acceptance_margin,tpe,300.0,True,80,60,5,500,1710e98be83bf964,VH_1_MFA,VH,MFA,2,2,0,4.59767024565459,0.3187724787549762,2,0,2,0,2,0,1,0,0.7655521258556603
outputs/reviewer_synthesis/step04_targeted_vh_high_budget_numerical_health_v2,hybrid,acceptance_margin,tpe,300.0,True,80,60,5,500,1710e98be83bf964,VH_2_MFA,VH,MFA,3,3,0,5.6072346612343305,0.3497440689005848,3,0,3,0,3,0,3,0,2.6077504645090817
outputs/reviewer_synthesis/step04_targeted_vh_high_budget_numerical_health_v2,hybrid,acceptance_margin,tpe,300.0,True,80,60,5,500,1710e98be83bf964,VH_3_MFA,VH,MFA,3,3,0,6.783100259337623,0.3584921492336466,3,0,3,0,3,0,3,0,2.4591026724248763
outputs/reviewer_synthesis/step04_targeted_vh_high_budget_numerical_health_v2,hybrid,acceptance_margin,tpe,300.0,True,80,60,5,500,1710e98be83bf964,VH_4_MFA,VH,MFA,3,3,0,5.171581437143092,0.3287282749973634,3,0,3,0,3,0,3,0,3.407032564083057
outputs/reviewer_synthesis/step04_targeted_vh_high_budget_numerical_health_v2,hybrid,acceptance_margin,tpe,300.0,True,80,60,5,500,1710e98be83bf964,VH_5_MFA,VH,MFA,3,3,0,4.004289568433756,0.3084043599517155,3,0,3,0,3,0,3,0,3.9627694252585797
outputs/reviewer_synthesis/step04_targeted_vh_high_budget_numerical_health_v2,hybrid,acceptance_margin,tpe,300.0,True,80,60,5,500,1710e98be83bf964,VH_7_OG_MFA,VH,MFA,3,3,0,4.321800874359162,0.3904517319792778,3,0,2,0,2,0,2,0,0.47232509362756336
outputs/reviewer_synthesis/step04_vh6_mfa_intensified_numerical_health,hybrid,acceptance_margin,tpe,1000.0,True,120,120,10,1000,e50e4e6c65dca5fd,VH_6_MFA,VH,MFA,3,3,0,3.798946707263704,0.3354154794431982,3,0,3,0,3,0,3,0,1.5424385566485457
outputs/step04_acceptance_control,least_squares,"trace,feature,binary",tpe,100.0,True,,,,,b4c21f3628ccb33b,1_DH_1_CONTROL,DH,CONTROL,1,1,1,3.4212472466345933,0.5,1,1,1,1,1,1,1,1,
outputs/step04_objective100_hybrid_confirm_12cell/acceptance_margin,hybrid,acceptance_margin,tpe,100.0,False,40,20,3,,8e5c33d588c29965,1_VH_2_CONTROL,VH,CONTROL,3,3,0,6.877977269385884,0.3864627003840549,2,0,2,0,2,0,1,0,1.7283823680482803e-07
outputs/step04_objective100_hybrid_confirm_12cell/acceptance_margin,hybrid,acceptance_margin,tpe,100.0,False,40,20,3,,8e5c33d588c29965,DH_1_MFA,DH,MFA,3,3,0,3.679860810130464,0.3605665157232908,1,0,1,0,1,0,1,0,0.034708656414253844
outputs/step04_objective100_hybrid_confirm_12cell/acceptance_margin,hybrid,acceptance_margin,tpe,100.0,False,40,20,3,,8e5c33d588c29965,DH_1_MFA_BA,DH,MFA_BA,3,3,0,8.696195882764234,0.5002343326983888,3,0,2,0,2,0,2,0,0.4650835327446412
outputs/step04_objective100_hybrid_confirm_12cell/acceptance_margin,hybrid,acceptance_margin,tpe,100.0,False,40,20,3,,8e5c33d588c29965,DH_2_MFA,DH,MFA,3,3,2,2.642669578661149,0.3528579580177693,2,1,2,1,2,1,2,1,0.28790552876989395
outputs/step04_objective100_hybrid_confirm_12cell/acceptance_margin,hybrid,acceptance_margin,tpe,100.0,False,40,20,3,,8e5c33d588c29965,DH_2_MFA_BA,DH,MFA_BA,3,3,0,4.167899424800852,0.5002343326983888,3,0,2,0,2,0,2,0,0.4650835327446412
outputs/step04_objective100_hybrid_confirm_12cell/acceptance_margin,hybrid,acceptance_margin,tpe,100.0,False,40,20,3,,8e5c33d588c29965,VH_1_MFA_BA,VH,MFA_BA,3,3,0,1.9289638530986464,0.5170921728313226,3,0,2,0,2,0,2,0,0.4650835325210065
outputs/step04_objective100_hybrid_confirm_12cell/acceptance_margin,hybrid,acceptance_margin,tpe,100.0,False,40,20,3,,8e5c33d588c29965,VH_2_MFA_BA,VH,MFA_BA,3,3,0,3.0707697123435107,0.5170921728313226,3,0,2,0,2,0,2,0,0.4650835325210065
outputs/step04_objective100_hybrid_confirm_12cell/balanced_residual,hybrid,balanced_residual,tpe,100.0,False,40,20,3,,c9f93f3036de3bc2,DH_1_MFA,DH,MFA,3,3,0,11.83955827913829,0.5730267985765901,2,0,2,0,2,0,2,0,0.0
outputs/step04_objective100_hybrid_confirm_12cell/balanced_residual,hybrid,balanced_residual,tpe,100.0,False,40,20,3,,c9f93f3036de3bc2,DH_1_MFA_BA,DH,MFA_BA,3,3,0,9.2903736093772,0.8561297141237404,2,0,2,0,2,0,2,0,0.0
outputs/step04_objective100_hybrid_confirm_12cell/balanced_residual,hybrid,balanced_residual,tpe,100.0,False,40,20,3,,c9f93f3036de3bc2,DH_2_MFA,DH,MFA,3,3,0,10.286705478734762,0.5765818440640534,2,0,2,0,2,0,1,0,0.1140351739609109
outputs/step04_objective100_hybrid_confirm_12cell/balanced_residual,hybrid,balanced_residual,tpe,100.0,False,40,20,3,,c9f93f3036de3bc2,DH_2_MFA_BA,DH,MFA_BA,3,3,0,4.167899424800852,0.5002343326983888,3,0,2,0,2,0,2,0,0.4650835327446412
outputs/step04_objective100_hybrid_confirm_12cell/balanced_residual,hybrid,balanced_residual,tpe,100.0,False,40,20,3,,c9f93f3036de3bc2,VH_1_MFA_BA,VH,MFA_BA,3,3,0,1.9289638530986464,0.5170921728313226,3,0,2,0,2,0,2,0,0.4650835325210065
outputs/step04_objective100_hybrid_confirm_12cell/balanced_residual,hybrid,balanced_residual,tpe,100.0,False,40,20,3,,c9f93f3036de3bc2,VH_2_MFA_BA,VH,MFA_BA,3,3,0,3.0707697123435107,0.5170921728313226,3,0,2,0,2,0,2,0,0.4650835325210065
outputs/step04_objective100_hybrid_confirm_12cell/metric_scalar,hybrid,metric_scalar,tpe,100.0,False,40,20,3,,20bec210fe58ab13,1_DH_2_CONTROL,DH,CONTROL,3,3,0,5.886989631320809,0.3026317124975011,1,0,1,0,1,0,1,0,3.1823179713290483e-07
outputs/step04_objective100_hybrid_confirm_12cell/metric_scalar,hybrid,metric_scalar,tpe,100.0,False,40,20,3,,20bec210fe58ab13,DH_1_MFA,DH,MFA,3,3,0,3.7258129396029935,0.3528707324546311,2,0,2,0,2,0,2,0,2.0908149778930453e-05
outputs/step04_objective100_hybrid_confirm_12cell/metric_scalar,hybrid,metric_scalar,tpe,100.0,False,40,20,3,,20bec210fe58ab13,DH_1_MFA_BA,DH,MFA_BA,3,3,0,8.696195882764234,0.5002343326983888,3,0,2,0,2,0,2,0,0.4650835327446412
outputs/step04_objective100_hybrid_confirm_12cell/metric_scalar,hybrid,metric_scalar,tpe,100.0,False,40,20,3,,20bec210fe58ab13,DH_2_MFA,DH,MFA,3,3,0,2.081774484022253,0.3528781251582271,2,0,1,0,1,0,1,0,0.018444737189904074
outputs/step04_objective100_hybrid_confirm_12cell/metric_scalar,hybrid,metric_scalar,tpe,100.0,False,40,20,3,,20bec210fe58ab13,DH_2_MFA_BA,DH,MFA_BA,3,3,0,4.167899424800852,0.5002343326983888,3,0,2,0,2,0,2,0,0.4650835327446412
outputs/step04_objective100_hybrid_confirm_12cell/metric_scalar,hybrid,metric_scalar,tpe,100.0,False,40,20,3,,20bec210fe58ab13,VH_1_MFA_BA,VH,MFA_BA,3,3,0,1.9289638530986464,0.5170921728313226,3,0,2,0,2,0,2,0,0.4650835325210065
outputs/step04_objective100_hybrid_confirm_12cell/metric_scalar,hybrid,metric_scalar,tpe,100.0,False,40,20,3,,20bec210fe58ab13,VH_2_MFA_BA,VH,MFA_BA,3,3,0,3.0707697123435107,0.5170921728313226,3,0,2,0,2,0,2,0,0.4650835325210065
outputs/step04_objective100_hybrid_confirm_12cell/trace_shape_l1,hybrid,trace_shape_l1,tpe,100.0,False,40,20,3,,9129e66d5391474a,DH_1_MFA,DH,MFA,3,3,0,3.910123639598911,0.3553630309781401,2,0,1,0,1,0,1,0,0.004570760327801741
outputs/step04_objective100_hybrid_confirm_12cell/trace_shape_l1,hybrid,trace_shape_l1,tpe,100.0,False,40,20,3,,9129e66d5391474a,DH_1_MFA_BA,DH,MFA_BA,3,3,0,8.696195882764234,0.5002343326983888,3,0,2,0,2,0,2,0,0.4650835327446412
outputs/step04_objective100_hybrid_confirm_12cell/trace_shape_l1,hybrid,trace_shape_l1,tpe,100.0,False,40,20,3,,9129e66d5391474a,DH_2_MFA,DH,MFA,3,3,2,2.642669578661149,0.3528579580177693,2,1,2,1,2,1,2,1,0.28790552876989395
outputs/step04_objective100_hybrid_confirm_12cell/trace_shape_l1,hybrid,trace_shape_l1,tpe,100.0,False,40,20,3,,9129e66d5391474a,DH_2_MFA_BA,DH,MFA_BA,3,3,0,4.167899424800852,0.5002343326983888,3,0,2,0,2,0,2,0,0.4650835327446412
