strategy,file_id,candidate_id,sweep,current_na,stim_onset_s,stim_offset_s,obs_baseline_mV,pred_baseline_mV,baseline_delta_pred_minus_obs_mV,raw_rmse_mV,centered_rmse_mV,raw_minus_centered_rmse_mV,obs_stim_range_mV,pred_stim_range_mV,stim_range_delta_pred_minus_obs_mV,obs_stim_end_centered_mV,pred_stim_end_centered_mV,stim_end_delta_pred_minus_obs_mV
least_squares_12starts,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_03,1,50,11.166,31.116,-60.37370869565221,-85.77469304105895,-25.40098434540674,23.84306506282374,3.4527074995557765,20.390357563267962,0.36746086956508606,0.0036838411145652117,-0.36377702845052085,6.815408695652209,13.712427604744434,6.897018909092225
least_squares_12starts,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_03,2,75,11.166,31.116,-60.50376521739136,-85.77469304105895,-25.27092782366759,24.155602482117022,1.972780319135308,22.182822162981715,0.49493043478261,0.0036838411145652117,-0.4912465936680448,9.991860869565144,13.712427604744434,3.7205667351792897
least_squares_12starts,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_03,3,100,11.166,31.116,-60.888517391304376,-85.77469304105895,-24.886175649754577,24.5056425803043,1.0579291244304367,23.447713455873863,0.6820086956521294,0.0036838411145652117,-0.6783248545375642,13.189517391304378,13.712427604744434,0.5229102134400563
least_squares_12starts,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_03,4,125,11.166,31.116,-61.23946739130437,-85.77469304105895,-24.53522564975458,24.761650060161404,1.847758656414598,22.913891403746806,0.721791304348173,0.0036838411145652117,-0.7181074632336077,16.12385869565194,13.712427604744434,-2.411431090907506
least_squares_12starts,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_03,5,150,11.166,31.116,-61.975895652173946,-85.77469304105895,-23.798797388885006,25.074839472644808,3.1971632858531347,21.877676186791675,0.4112869565219128,0.0036838411145652117,-0.4076031154073476,19.56710434782638,13.712427604744434,-5.854676743081946
least_squares_12starts,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_03,6,175,11.166,31.116,-62.1643,-85.77469304105895,-23.610393041058956,25.72839238939578,4.418216881651886,21.310175507743892,0.40206956521748083,0.0036838411145652117,-0.3983857241029156,22.135826086956783,13.712427604744434,-8.423398482212349
nsga2_trace_feature_adaptive500,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_07,1,50,11.166,31.116,-60.37370869565221,-85.76788153281686,-25.394172837164646,23.857505007257682,3.4539350033172718,20.40357000394041,0.36746086956508606,0.027316840179437918,-0.34014402938564814,6.815408695652209,13.705020240008551,6.889611544356342
nsga2_trace_feature_adaptive500,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_07,2,75,11.166,31.116,-60.50376521739136,-85.76788153281686,-25.264116315425497,24.169076001628888,1.9682160584150499,22.20085994321384,0.49493043478261,0.027316840179437918,-0.4676135946031721,9.991860869565144,13.705020240008551,3.7131593704434067
nsga2_trace_feature_adaptive500,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_07,3,100,11.166,31.116,-60.888517391304376,-85.76788153281686,-24.879364141512482,24.518231051312565,1.0429111549480847,23.475319896364482,0.6820086956521294,0.027316840179437918,-0.6546918554726915,13.189517391304378,13.705020240008551,0.5155028487041733
nsga2_trace_feature_adaptive500,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_07,4,125,11.166,31.116,-61.23946739130437,-85.76788153281686,-24.528414141512485,24.773359470251677,1.8336378236196313,22.939721646632044,0.721791304348173,0.027316840179437918,-0.694474464168735,16.12385869565194,13.705020240008551,-2.418838455643389
nsga2_trace_feature_adaptive500,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_07,5,150,11.166,31.116,-61.975895652173946,-85.76788153281686,-23.791985880642912,25.085826432379086,3.189478057784361,21.896348374594726,0.4112869565219128,0.027316840179437918,-0.3839701163424749,19.56710434782638,13.705020240008551,-5.862084107817829
nsga2_trace_feature_adaptive500,1_DH_1_CONTROL,1_DH_1_CONTROL__cand_07,6,175,11.166,31.116,-62.1643,-85.76788153281686,-23.60358153281686,25.73871756875194,4.412064715702915,21.326652853049026,0.40206956521748083,0.027316840179437918,-0.3747527250380429,22.135826086956783,13.705020240008551,-8.430805846948232
least_squares_12starts,2_VH_1_CONTROL,2_VH_1_CONTROL__cand_05,1,50,21.117,41.075,-57.556691304347794,-85.84691718042664,-28.29022587607885,27.05442319540699,3.4779175093088153,23.576505686098173,3.8569173913043784,5.254739395508523,1.3978220042041443,6.986969565217386,13.620751695841534,6.633782130624148
least_squares_12starts,2_VH_1_CONTROL,2_VH_1_CONTROL__cand_05,2,75,21.117,41.075,-56.99077391304348,-85.84691718042664,-28.85614326738316,28.281325207000805,1.3743368153666733,26.90698839163413,6.524017391304078,5.254739395508523,-1.2692779957955551,11.939382608695446,13.620751695841534,1.6813690871460878
least_squares_12starts,2_VH_1_CONTROL,2_VH_1_CONTROL__cand_05,3,100,21.117,41.075,-56.501026086956514,-85.84691718042664,-29.34589109347013,29.637225682774496,0.805190358877737,28.832035323896758,7.350852173913118,5.254739395508523,-2.0961127784045956,14.386643478260602,13.620751695841534,-0.7658917824190681
least_squares_12starts,2_VH_1_CONTROL,2_VH_1_CONTROL__cand_05,4,125,21.117,41.075,-56.0038913043478,-85.84691718042664,-29.84302587607884,31.10354304420932,2.3970897457140103,28.706453298495312,9.311960869565134,5.254739395508523,-4.057221474056611,17.51446086956539,13.620751695841534,-3.893709173723856
least_squares_12starts,2_VH_1_CONTROL,2_VH_1_CONTROL__cand_05,5,150,21.117,41.075,-55.62118695652175,-85.84691718042664,-30.225730223904897,31.56283008117006,3.5468859674174498,28.01594411375261,9.450321739130345,5.254739395508523,-4.1955823436218225,20.156056521739337,13.620751695841534,-6.5353048258978035
least_squares_12starts,2_VH_1_CONTROL,2_VH_1_CONTROL__cand_05,6,175,21.117,41.075,-56.08970869565219,-85.84691718042664,-29.757208484774452,32.34571158628496,5.093778912626462,27.2519326736585,10.796699999999994,5.254739395508523,-5.5419606044914715,23.255278260869744,13.620751695841534,-9.63452656502821
nsga2_trace_feature_adaptive500,2_VH_1_CONTROL,2_VH_1_CONTROL__cand_05,1,50,21.117,41.075,-57.556691304347794,-85.80110798091557,-28.24441667656778,27.075281718399133,3.4658211724174417,23.60946054598169,3.8569173913043784,5.400846431468381,1.5439290401640022,6.986969565217386,13.547862006621855,6.560892441404469
nsga2_trace_feature_adaptive500,2_VH_1_CONTROL,2_VH_1_CONTROL__cand_05,2,75,21.117,41.075,-56.99077391304348,-85.80110798091557,-28.81033406787209,28.300528986505515,1.3475123536714115,26.953016632834103,6.524017391304078,5.400846431468381,-1.1231709598356971,11.939382608695446,13.547862006621855,1.6084793979264091
nsga2_trace_feature_adaptive500,2_VH_1_CONTROL,2_VH_1_CONTROL__cand_05,3,100,21.117,41.075,-56.501026086956514,-85.80110798091557,-29.30008189395906,29.65606528062386,0.8172730030306246,28.838792277593235,7.350852173913118,5.400846431468381,-1.9500057424447377,14.386643478260602,13.547862006621855,-0.8387814716387467
nsga2_trace_feature_adaptive500,2_VH_1_CONTROL,2_VH_1_CONTROL__cand_05,4,125,21.117,41.075,-56.0038913043478,-85.80110798091557,-29.79721667656777,31.121513506685364,2.414744983030041,28.706768523655324,9.311960869565134,5.400846431468381,-3.911114438096753,17.51446086956539,13.547862006621855,-3.9665988629435347
nsga2_trace_feature_adaptive500,2_VH_1_CONTROL,2_VH_1_CONTROL__cand_05,5,150,21.117,41.075,-55.62118695652175,-85.80110798091557,-30.179921024393828,31.579479408511197,3.546936672406698,28.0325427361045,9.450321739130345,5.400846431468381,-4.0494753076619645,20.156056521739337,13.547862006621855,-6.608194515117482
nsga2_trace_feature_adaptive500,2_VH_1_CONTROL,2_VH_1_CONTROL__cand_05,6,175,21.117,41.075,-56.08970869565219,-85.80110798091557,-29.711399285263383,32.3622678317529,5.107481066825431,27.25478676492747,10.796699999999994,5.400846431468381,-5.395853568531614,23.255278260869744,13.547862006621855,-9.707416254247889
least_squares_12starts,3_DH_1_CONTROL,3_DH_1_CONTROL__cand_12,1,50,21.144,41.166,-62.4084,-85.51951591408765,-23.111115914087648,22.00351085846995,2.9105064713689455,19.093004387101004,0.6965956521739898,0.12563828085436057,-0.5709573713196292,8.296765217391005,13.610554524470757,5.313789307079752
least_squares_12starts,3_DH_1_CONTROL,3_DH_1_CONTROL__cand_12,2,75,21.144,41.166,-63.0798,-85.51951591408765,-22.43971591408765,22.102768584208892,1.6505054112654678,20.452263172943425,0.907543478260564,0.12563828085436057,-0.7819051974062035,12.525460869565066,13.610554524470757,1.085093654905691
least_squares_12starts,3_DH_1_CONTROL,3_DH_1_CONTROL__cand_12,3,100,21.144,41.166,-63.67028695652189,-85.51951591408765,-21.849228957565757,23.398342409788615,2.271057140233492,21.127285269555124,1.1277739130438604,0.12563828085436057,-1.0021356321894999,16.646665217391757,13.610554524470757,-3.0361106929209996
least_squares_12starts,3_DH_1_CONTROL,3_DH_1_CONTROL__cand_12,4,125,21.144,41.166,-64.20236956521745,-85.51951591408765,-21.317146348870196,22.731897826952903,3.4712470751053823,19.26065075184752,1.3228086956521636,0.12563828085436057,-1.197170414797803,19.174369565215194,13.610554524470757,-5.563815040744437
least_squares_12starts,3_DH_1_CONTROL,3_DH_1_CONTROL__cand_12,5,150,21.144,41.166,-64.84316956521745,-85.51951591408765,-20.676346348870197,23.44262187150458,4.887030245891752,18.55559162561283,1.5312043478260051,0.12563828085436057,-1.4055660669716445,22.82046956521745,13.610554524470757,-9.209915040746694
least_squares_12starts,3_DH_1_CONTROL,3_DH_1_CONTROL__cand_12,6,175,21.144,41.166,-65.60616956521744,-85.51951591408765,-19.913346348870206,23.527503282208283,6.329880656076301,17.19762262613198,1.8416173913041831,0.12563828085436057,-1.7159791104498225,25.719669565217444,13.610554524470757,-12.109115040746687
nsga2_trace_feature_adaptive500,3_DH_1_CONTROL,3_DH_1_CONTROL__cand_07,1,50,21.144,41.166,-62.4084,-85.74634087989568,-23.337940879895683,22.0268787026449,2.831517833593154,19.195360869051747,0.6965956521739898,0.0009171042029549881,-0.6956785479710348,8.296765217391005,13.742272154357138,5.445506936966133
nsga2_trace_feature_adaptive500,3_DH_1_CONTROL,3_DH_1_CONTROL__cand_07,2,75,21.144,41.166,-63.0798,-85.74634087989568,-22.666540879895685,22.119425549678,1.2824333916891584,20.836992157988842,0.907543478260564,0.0009171042029549881,-0.906626374057609,12.525460869565066,13.742272154357138,1.2168112847920725
nsga2_trace_feature_adaptive500,3_DH_1_CONTROL,3_DH_1_CONTROL__cand_07,3,100,21.144,41.166,-63.67028695652189,-85.74634087989568,-22.07605392337379,23.413358408236924,1.8012323580013683,21.612126050235556,1.1277739130438604,0.0009171042029549881,-1.1268568088409054,16.646665217391757,13.742272154357138,-2.904393063034618
nsga2_trace_feature_adaptive500,3_DH_1_CONTROL,3_DH_1_CONTROL__cand_07,4,125,21.144,41.166,-64.20236956521745,-85.74634087989568,-21.54397131467823,22.735536500513515,3.1282737512966277,19.607262749216886,1.3228086956521636,0.0009171042029549881,-1.3218915914492086,19.174369565215194,13.742272154357138,-5.432097410858056
nsga2_trace_feature_adaptive500,3_DH_1_CONTROL,3_DH_1_CONTROL__cand_07,5,150,21.144,41.166,-64.84316956521745,-85.74634087989568,-20.903171314678232,23.44353978337247,4.584003482465837,18.859536300906633,1.5312043478260051,0.0009171042029549881,-1.5302872436230501,22.82046956521745,13.742272154357138,-9.078197410860312
nsga2_trace_feature_adaptive500,3_DH_1_CONTROL,3_DH_1_CONTROL__cand_07,6,175,21.144,41.166,-65.60616956521744,-85.74634087989568,-20.14017131467824,23.51979831970214,6.050263349435819,17.46953497026632,1.8416173913041831,0.0009171042029549881,-1.8407002871012281,25.719669565217444,13.742272154357138,-11.977397410860306
least_squares_12starts,DH_1_MFA,DH_1_MFA__cand_01,1,50,21.096,41.082,-65.41136956521736,-85.75427984486494,-20.342910279647583,19.90854679161878,3.2387813426917855,16.669765448926995,8.560382608695193,0.5563092437977417,-8.004073364897451,10.710973913043034,13.74266237945342,3.0316884664103867
least_squares_12starts,DH_1_MFA,DH_1_MFA__cand_01,2,75,21.096,41.082,-65.19614782608697,-85.75427984486494,-20.558132018777968,21.446138161859423,2.733610599434627,18.712527562424796,12.73190000000018,0.5563092437977417,-12.175590756202439,16.119073913043707,13.74266237945342,-2.376411533590286
least_squares_12starts,DH_1_MFA,DH_1_MFA__cand_01,3,100,21.096,41.082,-64.7158652173913,-85.75427984486494,-21.038414627473642,23.31126049614012,4.00705349721093,19.304206998929192,16.120856521739,0.5563092437977417,-15.564547277941259,20.93165217391293,13.74266237945342,-7.188989794459509
least_squares_12starts,DH_1_MFA,DH_1_MFA__cand_01,4,125,21.096,41.082,-64.92522173913045,-85.75427984486494,-20.82905810573449,24.65573046331722,5.8524237796617795,18.80330668365544,18.91373913043467,0.5563092437977417,-18.35742988663693,25.299630434782493,13.74266237945342,-11.556968055329072
least_squares_12starts,DH_1_MFA,DH_1_MFA__cand_01,5,150,21.096,41.082,-65.38726521739129,-85.75427984486494,-20.36701462747365,25.577758984735198,7.625420706595025,17.95233827814017,21.364386956521408,0.5563092437977417,-20.808077712723666,29.269682608695327,13.74266237945342,-15.527020229241906
least_squares_12starts,DH_1_MFA,DH_1_MFA__cand_01,6,175,21.096,41.082,-66.49741304347825,-85.75427984486494,-19.256866801386693,26.43186929731882,9.686773587998264,16.745095709320555,23.844543478260817,0.5563092437977417,-23.288234234463076,33.56281304347824,13.74266237945342,-19.820150664024823
nsga2_trace_feature_adaptive500,DH_1_MFA,DH_1_MFA__cand_20,1,50,21.096,41.082,-65.41136956521736,-85.74345514561202,-20.33208558039466,20.032630118600242,2.586033712860873,17.44659640573937,8.560382608695193,5.93277892120345,-2.6276036874917423,10.710973913043034,13.725395677257097,3.014421764214063
nsga2_trace_feature_adaptive500,DH_1_MFA,DH_1_MFA__cand_20,2,75,21.096,41.082,-65.19614782608697,-85.74345514561202,-20.547307319525046,21.576221726269747,2.061310051184357,19.51491167508539,12.73190000000018,5.93277892120345,-6.79912107879673,16.119073913043707,13.725395677257097,-2.3936782357866093
nsga2_trace_feature_adaptive500,DH_1_MFA,DH_1_MFA__cand_20,3,100,21.096,41.082,-64.7158652173913,-85.74345514561202,-21.02758992822072,23.448917155102574,3.673494111882929,19.775423043219647,16.120856521739,5.93277892120345,-10.18807760053555,20.93165217391293,13.725395677257097,-7.206256496655833
nsga2_trace_feature_adaptive500,DH_1_MFA,DH_1_MFA__cand_20,4,125,21.096,41.082,-64.92522173913045,-85.74345514561202,-20.818233406481568,24.79818222440201,5.693502879831657,19.10467934457035,18.91373913043467,5.93277892120345,-12.98096020923122,25.299630434782493,13.725395677257097,-11.574234757525396
nsga2_trace_feature_adaptive500,DH_1_MFA,DH_1_MFA__cand_20,5,150,21.096,41.082,-65.38726521739129,-85.74345514561202,-20.35618992822073,25.724412952059122,7.550721501147586,18.173691450911537,21.364386956521408,5.93277892120345,-15.431608035317957,29.269682608695327,13.725395677257097,-15.54428693143823
nsga2_trace_feature_adaptive500,DH_1_MFA,DH_1_MFA__cand_20,6,175,21.096,41.082,-66.49741304347825,-85.74345514561202,-19.24604210213377,26.57979698752455,9.671129743013694,16.908667244510855,23.844543478260817,5.93277892120345,-17.911764557057367,33.56281304347824,13.725395677257097,-19.837417366221146
least_squares_12starts,DH_1_MFA_BA,DH_1_MFA_BA__cand_07,1,50,21.106,41.102,-62.16952173913045,-85.79257304028486,-23.623051301154412,23.03778769423668,3.0245646085457447,20.013223085690935,7.698739130434795,8.008343855987675,0.3096047255528802,9.47586521739131,13.69451309668706,4.218647879295752
least_squares_12starts,DH_1_MFA_BA,DH_1_MFA_BA__cand_07,2,75,21.106,41.102,-61.67326521739129,-85.79257304028486,-24.119307822893575,24.73524284660784,1.7896142042797583,22.94562864232808,11.562004347825926,8.008343855987675,-3.553660491838251,14.267630434782475,13.69451309668706,-0.5731173380954147
least_squares_12starts,DH_1_MFA_BA,DH_1_MFA_BA__cand_07,3,100,21.106,41.102,-61.480852173913036,-85.79257304028486,-24.31172086637183,25.988483262091425,2.530963760936553,23.45751950115487,15.002517391304323,8.008343855987675,-6.994173535316648,18.41735217391308,13.69451309668706,-4.72283907722602
least_squares_12starts,DH_1_MFA_BA,DH_1_MFA_BA__cand_07,4,125,21.106,41.102,-61.364086956521746,-85.79257304028486,-24.42848608376312,27.271887164969684,4.106988089263243,23.16489907570644,18.31310000000004,8.008343855987675,-10.304756144012366,22.52914347826097,13.69451309668706,-8.83463038157391
least_squares_12starts,DH_1_MFA_BA,DH_1_MFA_BA__cand_07,5,150,21.106,41.102,-61.6619434782609,-85.79257304028486,-24.130629562023962,28.61428535896626,6.11446487115641,22.49982048780985,20.970321739130235,8.008343855987675,-12.96197788314256,26.722608695652127,13.69451309668706,-13.028095598965066
least_squares_12starts,DH_1_MFA_BA,DH_1_MFA_BA__cand_07,6,175,21.106,41.102,-61.57556521739129,-85.79257304028486,-24.21700782289357,29.9189156892475,7.726488871481416,22.192426817766084,23.432521739130472,8.008343855987675,-15.424177883142796,30.231643478260963,13.69451309668706,-16.537130381573903
nsga2_trace_feature_adaptive500,DH_1_MFA_BA,DH_1_MFA_BA__cand_13,1,50,21.106,41.102,-62.16952173913045,-85.77799775672433,-23.60847601759388,23.0173274128762,2.7643824263461143,20.252944986530085,7.698739130434795,13.021852281641443,5.323113151206648,9.47586521739131,13.599037577251934,4.123172359860625
nsga2_trace_feature_adaptive500,DH_1_MFA_BA,DH_1_MFA_BA__cand_13,2,75,21.106,41.102,-61.67326521739129,-85.77799775672433,-24.104732539333042,24.71679899307649,1.3244283143146987,23.392370678761793,11.562004347825926,13.021852281641443,1.4598479338155173,14.267630434782475,13.599037577251934,-0.6685928575305411
nsga2_trace_feature_adaptive500,DH_1_MFA_BA,DH_1_MFA_BA__cand_13,3,100,21.106,41.102,-61.480852173913036,-85.77799775672433,-24.297145582811297,25.969639504965677,2.2172572742029613,23.752382230762716,15.002517391304323,13.021852281641443,-1.9806651096628798,18.41735217391308,13.599037577251934,-4.818314596661146
nsga2_trace_feature_adaptive500,DH_1_MFA_BA,DH_1_MFA_BA__cand_13,4,125,21.106,41.102,-61.364086956521746,-85.77799775672433,-24.413910800202586,27.25334377465913,3.92097580780313,23.332367966855998,18.31310000000004,13.021852281641443,-5.291247718358598,22.52914347826097,13.599037577251934,-8.930105901009036
nsga2_trace_feature_adaptive500,DH_1_MFA_BA,DH_1_MFA_BA__cand_13,5,150,21.106,41.102,-61.6619434782609,-85.77799775672433,-24.11605427846343,28.599513544515307,6.009056479005104,22.590457065510204,20.970321739130235,13.021852281641443,-7.948469457488791,26.722608695652127,13.599037577251934,-13.123571118400193
nsga2_trace_feature_adaptive500,DH_1_MFA_BA,DH_1_MFA_BA__cand_13,6,175,21.106,41.102,-61.57556521739129,-85.77799775672433,-24.20243253933304,29.906019481754683,7.649964324153927,22.256055157600755,23.432521739130472,13.021852281641443,-10.410669457489028,30.231643478260963,13.599037577251934,-16.63260590100903
least_squares_12starts,VH_1_MFA,VH_1_MFA__cand_08,1,50,21.105,41.078,-56.929060869565234,-87.59800966108885,-30.66894879152362,29.542041313606838,2.2185686581023916,27.323472655504446,4.048004347825831,4.099443167028227,0.05143881920239579,5.391656521738952,9.374803233213285,3.9831467114743333
least_squares_12starts,VH_1_MFA,VH_1_MFA__cand_08,2,75,21.105,41.078,-56.6784434782609,-87.59800966108885,-30.91956618282795,30.63051011605374,0.9531925531750892,29.67731756287865,6.762800000000027,4.099443167028227,-2.6633568329718003,8.466760869565555,9.374803233213285,0.9080423636477306
least_squares_12starts,VH_1_MFA,VH_1_MFA__cand_08,3,100,21.105,41.078,-56.243756521739165,-87.59800966108885,-31.354253139349687,31.474244005894896,1.082580582883703,30.39166342301119,8.309247826086995,4.099443167028227,-4.2098046590587686,10.959004347826344,9.374803233213285,-1.5842011146130588
least_squares_12starts,VH_1_MFA,VH_1_MFA__cand_08,4,125,21.105,41.078,-56.366347826086965,-87.59800966108885,-31.231661835001887,32.09319741389523,2.1161629068982424,29.97703450699699,9.95786956521738,4.099443167028227,-5.8584263981891525,13.348117391304555,9.374803233213285,-3.97331415809127
least_squares_12starts,VH_1_MFA,VH_1_MFA__cand_08,5,150,21.105,41.078,-56.32573913043478,-87.59800966108885,-31.27227053065407,32.89443411583241,3.3922850114685477,29.502149104363863,11.813765217391222,4.099443167028227,-7.714322050362995,16.028582608695558,9.374803233213285,-6.653779375482273
least_squares_12starts,VH_1_MFA,VH_1_MFA__cand_08,6,175,21.105,41.078,-56.08004782608697,-87.59800966108885,-31.517961835001884,33.85096962983549,4.561612783471363,29.28935684636413,13.160243478260853,4.099443167028227,-9.060800311232626,18.361226086956556,9.374803233213285,-8.98642285374327
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,1,50,21.105,41.078,-56.929060869565234,-86.3305714496002,-29.401510580034966,27.81123031333388,3.859394522386517,23.951835790947364,4.048004347825831,5.725267685609239,1.6772633377834083,5.391656521738952,12.386081119841847,6.994424598102896
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,2,75,21.105,41.078,-56.6784434782609,-86.3305714496002,-29.652127971339297,28.825857457940835,2.4566445634057827,26.369212894535053,6.762800000000027,5.725267685609239,-1.0375323143907877,8.466760869565555,12.386081119841847,3.919320250276293
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,3,100,21.105,41.078,-56.243756521739165,-86.3305714496002,-30.086814927861035,29.60192269334948,1.3791599826440593,28.22276271070542,8.309247826086995,5.725267685609239,-2.583980140477756,10.959004347826344,12.386081119841847,1.4270767720155035
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,4,125,21.105,41.078,-56.366347826086965,-86.3305714496002,-29.964223623513234,30.170916767645554,1.0894653548028843,29.08145141284267,9.95786956521738,5.725267685609239,-4.23260187960814,13.348117391304555,12.386081119841847,-0.9620362714627078
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,5,150,21.105,41.078,-56.32573913043478,-86.3305714496002,-30.004832319165416,30.92196126249555,1.9753886986241016,28.94657256387145,11.813765217391222,5.725267685609239,-6.088497531781982,16.028582608695558,12.386081119841847,-3.6425014888537106
nsga2_trace_feature_adaptive500,VH_1_MFA,VH_1_MFA__cand_17,6,175,21.105,41.078,-56.08004782608697,-86.3305714496002,-30.25052362351323,31.837538610171435,3.0476259982098055,28.78991261196163,13.160243478260853,5.725267685609239,-7.434975792651613,18.361226086956556,12.386081119841847,-5.9751449671147085
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,1,50,21.075,41.076,-43.670221739130454,-89.34572574524971,-45.675504006119255,45.90485067062477,0.7633607405593126,45.141489930065454,2.2613000000000056,2.9897832044128307,0.7284832044128251,3.172178260869636,3.314254743929169,0.14207648305953313
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,2,75,21.075,41.076,-41.9230913043478,-89.34572574524971,-47.42263444090191,47.89883057299271,0.7018727081020254,47.196957864890685,3.3037869565216624,2.9897832044128307,-0.3140037521088317,4.430269565217351,3.314254743929169,-1.1160148212881822
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,3,100,21.075,41.076,-40.4578521739131,-89.34572574524971,-48.887873571336605,49.69934650557414,1.2436535083894138,48.45569299718473,4.581300000000319,2.9897832044128307,-1.5915167955874878,6.167356521739471,3.314254743929169,-2.853101777810302
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,4,125,21.075,41.076,-39.15804782608697,-89.34572574524971,-50.18767791916274,51.08570554878634,1.8106347680894816,49.275070780696865,5.756178260869497,2.9897832044128307,-2.766395056456666,7.54609130434779,3.314254743929169,-4.231836560418621
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,5,150,21.075,41.076,-39.00108260869567,-89.34572574524971,-50.34464313655404,51.842106301698074,2.7247276739340474,49.117378627764026,7.64045652173926,2.9897832044128307,-4.650673317326429,9.676517391304444,3.314254743929169,-6.362262647375275
least_squares_12starts,VH_4_MFA_BA,VH_4_MFA_BA__cand_07,6,175,21.075,41.076,-38.21902608695652,-89.34572574524971,-51.12669965829319,53.139933963181804,3.705324780780561,49.434609182401246,9.161547826086824,2.9897832044128307,-6.171764621673994,11.692613043478111,3.314254743929169,-8.378358299548943
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,1,50,21.075,41.076,-43.670221739130454,-88.80911550541103,-45.138893766280574,44.52456647594632,0.9064987237545608,43.61806775219176,2.2613000000000056,3.3118951592780235,1.0505951592780178,3.172178260869636,4.738277320162908,1.566099059293272
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,2,75,21.075,41.076,-41.9230913043478,-88.80911550541103,-46.88602420106323,46.517342260711644,0.4508205325633607,46.06652172814828,3.3037869565216624,3.3118951592780235,0.008108202756361038,4.430269565217351,4.738277320162908,0.30800775494555666
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,3,100,21.075,41.076,-40.4578521739131,-88.80911550541103,-48.351263331497925,48.31578332965976,0.6909404367263582,47.6248428929334,4.581300000000319,3.3118951592780235,-1.269404840722295,6.167356521739471,4.738277320162908,-1.4290792015765632
nsga2_trace_feature_adaptive500,VH_4_MFA_BA,VH_4_MFA_BA__cand_11,4,125,21.075,41.076,-39.15804782608697,-88.80911550541103,-49.65106767932406,49.702532203193385,1.4400563944865754,48.26247580870681,5.756178260869497,3.3118951592780235,-2.4442831015914734,7.54609130434779,4.738277320162908,-2.8078139841848824
