file_id,region,condition,n_candidates_canonical,n_accepted_candidates_canonical,best_candidate_id_canonical,best_trace_rmse_mV_canonical,best_weighted_pass_fraction_canonical,holdout_pass_count_canonical,holdout_mean_rmse_mV_canonical,holdout_mean_pass_fraction_canonical,cell_reviewer_facing_canonical,n_candidates_high_budget,n_accepted_candidates_high_budget,best_candidate_id_high_budget,best_trace_rmse_mV_high_budget,best_weighted_pass_fraction_high_budget,holdout_pass_count_high_budget,holdout_mean_rmse_mV_high_budget,holdout_mean_pass_fraction_high_budget,cell_reviewer_facing_high_budget,delta_n_candidates,delta_n_accepted,delta_best_trace_rmse_mV,delta_best_weighted_pass_fraction,delta_holdout_pass_count,delta_holdout_mean_pass_fraction,reviewer_facing_changed,probe_result_class
3_VH_1_CONTROL,VH,CONTROL,111,0,3_VH_1_CONTROL__hybrid_optuna_011,7.4334704215152385,0.2889735383457647,1,7.433474252631195,0.2889742285847283,False,313,0,3_VH_1_CONTROL__hybrid_post_003,6.069001623400218,0.2857142857142857,0,5.89377443743098,0.2857142857142857,False,202,0,-1.3644687981150208,-0.003259252631479026,-1,-0.0032599428704426225,False,still_not_reviewer_facing
VH_3_MFA,VH,MFA,111,6,VH_3_MFA__hybrid_optuna_061,7.4042062955716,0.3069932440052002,2,7.583400414156981,0.3037071161362152,False,313,26,VH_3_MFA__hybrid_optuna_211,7.389195056913349,0.3584921492336466,5,7.375060108266482,0.3583151074148276,True,202,20,-0.015011238658251713,0.05149890522844636,3,0.05460799127861238,True,upgraded_to_reviewer_facing
VH_4_MFA,VH,MFA,111,0,VH_4_MFA__hybrid_post_003,1.0975389846852337,0.2857142857142856,0,1.0965043820883482,0.2857142857142856,False,313,3,VH_4_MFA__hybrid_optuna_285,5.171581437143092,0.3287282749973634,4,5.055157337153923,0.3208124654438444,True,202,3,4.074042452457858,0.043013989283077814,4,0.03509817972955881,True,upgraded_to_reviewer_facing
VH_6_MFA,VH,MFA,111,2,VH_6_MFA__hybrid_optuna_006,15.538390252537395,0.3482425751582267,0,1.0740724555908916,0.2857142857142856,False,313,1,VH_6_MFA__hybrid_optuna_191,13.712484963964462,0.3095238095238095,0,1.498633687458901,0.2857142857142856,False,202,-1,-1.8259052885729332,-0.03871876563441723,0,0.0,False,still_not_reviewer_facing
