strategy,n_sweeps,median_abs_baseline_delta_mV,mean_abs_baseline_delta_mV,median_raw_rmse_mV,median_centered_rmse_mV,median_baseline_aligned_rmse_mV,median_raw_minus_centered_rmse_mV,median_abs_stim_end_delta_mV,median_abs_peak_delta_mV
least_squares_12starts,42,24.71070064975458,28.594283893306915,26.743146246362905,2.9675355399573453,2.967535539957345,23.05526385901726,5.018314192152886,5.118687946046126
nsga2_trace_feature_adaptive500,42,24.703889141512484,28.357820439580365,26.827539352961843,2.6752080696034937,2.6752080696034937,23.362369322808895,4.878277333901341,4.990540801172191
