file_id,candidate_id,region,condition,selection_note,accepted_all6,sweep,current_na,baseline_delta_pred_minus_obs_mV,raw_rmse_mV,centered_rmse_mV,obs_stim_end_centered_mV,pred_stim_end_centered_mV,stim_end_delta_pred_minus_obs_mV
1_VH_1_CONTROL,1_VH_1_CONTROL__cand_02,VH,CONTROL,best_nonaccepted,False,4,125,-31.76612497415934,32.23367302812113,1.2801701396485405,14.261747826086868,12.13598878368525,-2.1257590424016186
1_VH_1_CONTROL,1_VH_1_CONTROL__cand_02,VH,CONTROL,best_nonaccepted,False,5,150,-31.659824974159342,32.972141053569516,2.714029636323012,17.12156086956518,12.13598878368525,-4.98557208587993
1_VH_1_CONTROL,1_VH_1_CONTROL__cand_02,VH,CONTROL,best_nonaccepted,False,6,175,-31.55809453937669,33.824967973575646,4.0659549539701905,19.974547826087104,12.13598878368525,-7.8385590424018545
1_VH_2_CONTROL,1_VH_2_CONTROL__cand_03,VH,CONTROL,best_nonaccepted,False,1,50,-33.21717332898777,31.863031780270504,3.405769822176639,5.841495652173734,12.03552735450387,6.194031702330136
1_VH_2_CONTROL,1_VH_2_CONTROL__cand_03,VH,CONTROL,best_nonaccepted,False,2,75,-33.53058637246601,32.701219437573315,1.7840708691143,9.099278260869212,12.03552735450387,2.9362490936346575
1_VH_2_CONTROL,1_VH_2_CONTROL__cand_03,VH,CONTROL,best_nonaccepted,False,3,100,-33.29138202463996,33.46301402435242,0.7287856832918493,12.61263478260873,12.03552735450387,-0.5771074281048598
1_VH_2_CONTROL,1_VH_2_CONTROL__cand_03,VH,CONTROL,best_nonaccepted,False,4,125,-33.3669689811617,34.35730615403973,1.908286389032402,15.725334782608662,12.03552735450387,-3.6898074281047926
1_VH_2_CONTROL,1_VH_2_CONTROL__cand_03,VH,CONTROL,best_nonaccepted,False,5,150,-33.67039506811821,35.42464910323148,3.330412671548964,18.677695652173703,12.03552735450387,-6.6421682976698335
1_VH_2_CONTROL,1_VH_2_CONTROL__cand_03,VH,CONTROL,best_nonaccepted,False,6,175,-33.871560285509496,36.36082782203659,4.760545262951336,21.235578260869598,12.03552735450387,-9.200050906365728
2_DH_1_CONTROL,2_DH_1_CONTROL__cand_05,DH,CONTROL,accepted_best,True,1,50,-20.280239300110054,18.622566326836992,3.928575866178501,5.676299999999998,13.549131820138527,7.872831820138529
2_DH_1_CONTROL,2_DH_1_CONTROL__cand_05,DH,CONTROL,accepted_best,True,2,75,-20.29350016967517,19.313568457882123,2.5033717725786517,8.291517391304751,13.549131820138527,5.257614428833776
2_DH_1_CONTROL,2_DH_1_CONTROL__cand_05,DH,CONTROL,accepted_best,True,3,100,-20.402339300110057,19.455244880837146,1.7548478245418462,10.227334782608992,13.549131820138527,3.321797037529535
2_DH_1_CONTROL,2_DH_1_CONTROL__cand_05,DH,CONTROL,accepted_best,True,4,125,-19.768069734892606,19.200585777431773,1.1749992817549524,11.94300869565238,13.549131820138527,1.606123124486146
