db_name,condition,current_na,parameter_space,mode_index,parameter,base_value,loading,abs_loading,mode_class,coordinate_type,claim_guardrail
CONTROL_75nA.db,CONTROL,75,raw,5,d,0.02263181880995338,-0.16695952666926467,0.16695952666926467,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,5,pk,0.0003397294294034095,-0.1669585833723898,0.1669585833723898,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,5,gt,1.0023845579551396,0.20289236368868024,0.20289236368868024,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,5,gs,8.280126206267084,-5.204170427930421e-16,5.204170427930421e-16,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,5,wo,1309.7442131670828,0.8447164743858224,0.8447164743858224,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,5,gki,77.53472186282886,0.40173272627876194,0.40173272627876194,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,5,gl_a,7.156359793447492,-0.07371741901096317,0.07371741901096317,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,5,ca,872.0114735232637,0.04205037966599576,0.04205037966599576,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,5,eps,0.002367184084906759,0.09661908346570738,0.09661908346570738,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,5,K_bath_value_middle,8.755954593865454,-0.10775523932438016,0.10775523932438016,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,6,d,0.02263181880995338,-0.1386156174395108,0.1386156174395108,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,6,pk,0.0003397294294034095,-0.13861886779848678,0.13861886779848678,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,6,gt,1.0023845579551396,0.28911478989742245,0.28911478989742245,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,6,gs,8.280126206267084,-4.15639744844043e-15,4.15639744844043e-15,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,6,wo,1309.7442131670828,-0.4871587841002513,0.4871587841002513,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,6,gki,77.53472186282886,0.7236161993436676,0.7236161993436676,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,6,gl_a,7.156359793447492,-0.32764376088557196,0.32764376088557196,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,6,ca,872.0114735232637,0.03170545231910893,0.03170545231910893,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
CONTROL_75nA.db,CONTROL,75,raw,6,eps,0.002367184084906759,-0.09299756099357757,0.09299756099357757,sloppy,raw,limited identifiability/sloppiness under Vm-only observation; not biological degeneracy
