file_id,region,condition,candidate_id,mechanism_cluster,dominant_mechanism,buffering_phenotype,current_na,sweep,perturbation,perturbation_factor,I_Kir_integral,I_kgap_integral,I_leak_integral,I_k_a_integral,I_Kir_peak_abs,I_kgap_peak_abs,gap_to_kir_integral_ratio,gap_kir_classification,gap_fraction,kir_fraction,leak_fraction,K_o_baseline,K_o_peak,K_o_final,K_o_delta_peak,K_o_recovery_error,K_o_peak_ratio_to_nominal,Vm_feature_pass_fraction,n_Vm_features_scored,Vm_feature_threshold_fallback,hidden_flux_plausible,active_stim_window_start_s,active_stim_window_end_s,robust_under_perturbation,functional_buffering_pass,perturbation_status,simulation_status,failure_reason
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,unlabeled,Mixed,unlabeled,125,4,current_scale_high,1.25,2131.0363906942625,2156.023035855421,24.896452073858477,0.0,111.49585835672916,112.7953876334625,1.0117251142543924,mixed,0.5000104584891217,0.4942157226744467,0.005773818836431577,4.794312107308966,11.771413175991025,4.793543562701004,6.977101068682059,0.0007685446079621627,1.2480176705053239,0.4444444444444444,9,region_specific,True,11.173,31.173,True,True,evaluated,ok,
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,unlabeled,Mixed,unlabeled,150,5,nominal,1.0,1581.8600029239522,1606.8477880392613,24.90424147547264,0.0,82.92370057907006,84.22458335797579,1.0157964580108994,mixed,0.5000129984016417,0.49223739112139797,0.007749610476960336,4.794312107308966,10.023163006712226,4.793582012264849,5.22885089940326,0.0007300950441164744,1.0,0.5555555555555556,9,region_specific,True,11.173,31.173,True,True,evaluated,ok,
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,unlabeled,Mixed,unlabeled,150,5,eps_scale_low,0.5,1558.1316569021244,1583.1173806250538,24.90391064998045,0.0,81.68165644543589,82.98258077608571,1.0160356948093885,mixed,0.5000129199495867,0.4921214111905692,0.007865668859844032,4.7887370664825735,9.948062706682826,4.787301503965821,5.159325640200253,0.0014355625167521424,0.9925073252845328,0.5555555555555556,9,region_specific,True,11.173,31.173,True,True,evaluated,ok,
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,unlabeled,Mixed,unlabeled,150,5,eps_scale_high,2.0,1593.9896989300148,1618.9782612123936,24.904405047395546,0.0,83.55937187553954,84.86023729116248,1.0156767401314781,mixed,0.5000129957616439,0.4922954085735171,0.007691595664838892,4.797141712163199,10.061291490660711,4.796773531122639,5.2641497784975115,0.0003681810405602448,1.0038040371011578,0.5555555555555556,9,region_specific,True,11.173,31.173,True,True,evaluated,ok,
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,unlabeled,Mixed,unlabeled,150,5,stimulus_duration_short,0.75,1157.0688056765641,1175.386327783413,18.242331372901006,0.0,82.7263201101726,84.02680781267259,1.0158309704807384,mixed,0.5000159932817967,0.49222361575092155,0.007760390967281677,4.794312107308966,10.023163006712226,4.79363479645675,5.22885089940326,0.0006773108522155624,1.0,0.5555555555555556,9,region_specific,True,11.173,26.173,True,True,evaluated,ok,
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,unlabeled,Mixed,unlabeled,150,5,stimulus_duration_long,1.25,2007.4117133099824,2039.0712935133809,31.57147767001164,0.0,83.03131223922588,84.33240901914877,1.015771343762459,mixed,0.5000108020299535,0.49224739908284165,0.00774179888720487,4.794312107308966,10.023163006712226,4.793552083862664,5.22885089940326,0.0007600234463014388,1.0,0.5555555555555556,9,region_specific,True,11.173,36.173,True,True,evaluated,ok,
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,unlabeled,Mixed,unlabeled,150,5,baseline_K_o_low,0.9,1581.857309142789,1606.845088776118,24.904222564183897,0.0,82.92366241127671,84.22454215323636,1.0157964814455167,mixed,0.500013000512977,0.4922373818438903,0.007749617643132726,4.794303858172475,10.023163240664434,4.793582023413158,5.22885938249196,0.0007218347593163088,1.0000000233411557,0.5555555555555556,9,region_specific,True,11.173,31.173,True,True,evaluated,ok,
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,unlabeled,Mixed,unlabeled,150,5,baseline_K_o_high,1.1,1581.862830904693,1606.8506338748807,24.904261335217164,0.0,82.92373890912542,84.22462077536784,1.0157964410579752,mixed,0.5000129980666791,0.4922373990067382,0.007749602926582681,4.794311985856726,10.023162626326931,4.793581993149431,5.228850640470205,0.0007299927072947909,0.9999999620493756,0.5555555555555556,9,region_specific,True,11.173,31.173,True,True,evaluated,ok,
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,unlabeled,Mixed,unlabeled,150,5,current_scale_low,0.75,825.8681243749396,850.8183290209452,24.89520221558412,0.0,43.43274049573559,44.73363158641309,1.0302108822336364,mixed,0.5000161621483872,0.4853532133773276,0.014630624474285338,4.794312107308966,7.534838847992843,4.793724781465876,2.740526740683877,0.0005873258430897366,0.7517426228573731,0.5555555555555556,9,region_specific,True,11.173,31.173,True,True,evaluated,ok,
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,unlabeled,Mixed,unlabeled,150,5,current_scale_high,1.25,2364.052099515441,2389.03403067606,24.890633665313224,0.0,123.60474848931861,124.90360317657264,1.010567419882895,mixed,0.5000095539911366,0.49478099546201276,0.005209450546850575,4.794312107308966,12.510041895574396,4.793534642221033,7.71572978826543,0.0007774650879328604,1.2481131841512283,0.5555555555555556,9,region_specific,True,11.173,31.173,True,True,evaluated,ok,
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,unlabeled,Mixed,unlabeled,175,6,nominal,1.0,1705.0336298144548,1730.0226165896988,24.903351236924358,0.0,89.33771384592067,90.63834414074854,1.0146560081503866,mixed,0.5000123752222971,0.4927900403741443,0.0071975844035586135,4.794312107308966,10.417170156522147,4.793570483568502,5.622858049213181,0.00074162374046427,1.0,0.3333333333333333,9,region_specific,True,11.173,31.173,True,True,evaluated,ok,
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,unlabeled,Mixed,unlabeled,175,6,eps_scale_low,0.5,1679.3550058402711,1704.3423883449466,24.90314067970795,0.0,87.99506628658335,89.29575242446768,1.0148791544478548,mixed,0.5000123572451665,0.49268167057505313,0.007305972179780462,4.7887370664825735,10.336202345342674,4.787278248591235,5.5474652788601,0.001458817891338171,0.9922274658124136,0.3333333333333333,9,region_specific,True,11.173,31.173,True,True,evaluated,ok,
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,unlabeled,Mixed,unlabeled,175,6,eps_scale_high,2.0,1718.159704946341,1743.1491600458583,24.903452049274552,0.0,90.02483908610446,91.32544232910207,1.0145443144939181,mixed,0.5000123347407475,0.4928442529296189,0.00714341232963359,4.797141712163199,10.458270432918416,4.796767792715087,5.661128720755217,0.0003739194481120478,1.0039454358312978,0.3333333333333333,9,region_specific,True,11.173,31.173,True,True,evaluated,ok,
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,unlabeled,Mixed,unlabeled,175,6,stimulus_duration_short,0.75,1247.326003371126,1265.645772886864,18.241862797917648,0.0,89.14917242115685,90.4495084856836,1.0146872345050335,mixed,0.5000153892023609,0.4927778454276794,0.007206765369959644,4.794312107308966,10.417170156522147,4.793619202675849,5.622858049213181,0.0006929046331167754,1.0,0.3333333333333333,9,region_specific,True,11.173,26.173,True,True,evaluated,ok,
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,unlabeled,Mixed,unlabeled,175,6,stimulus_duration_long,1.25,2163.452651507239,2195.1119760733222,31.569664017528265,0.0,89.43574440642524,90.7365278796135,1.0146337034665522,mixed,0.5000102115952041,0.49279874095143056,0.007191047453365334,4.794312107308966,10.417170156522147,4.793544106832613,5.622858049213181,0.000768000476353059,1.0,0.3333333333333333,9,region_specific,True,11.173,36.173,True,True,evaluated,ok,
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_45,unlabeled,Mixed,unlabeled,175,6,baseline_K_o_low,0.9,1705.03101943177,1730.020037057228,24.90333348858747,0.0,89.3376820149243,90.63831367616129,1.014656048682203,mixed,0.5000123822639279,0.49279002762889473,0.007197590107177338,4.794303858172475,10.417170467521462,4.793570491783612,5.622866609348987,0.0007333663888626774,1.0000000298544913,0.3333333333333333,9,region_specific,True,11.173,31.173,True,True,evaluated,ok,
