file_id,region,condition,candidate_id,buffering_phenotype,phenotype_window_scope,phenotype_specificity_score,dominant_signed_flux_mode,dKs_activation_score_mean,long_range_distribution_fraction_mean,voltage_coupling_score_mean,kir_current_score_mean,phenotype_claim_scope
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_05,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.4641535445108776,0.49025719991378675,0.4907320289379864,0.4866056510598002,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_06,mixed_local_spatial_buffering,M_tot,1.0,STRICTLY_LOCAL,0.407150734379176,0.00016115051435724247,0.08678100862417365,0.9009815751627563,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_07,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.49230844487596476,0.4115536916487479,0.49638146454354853,0.4990456554570187,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_08,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.3042313894935909,0.20413798283235798,0.4973170241585336,0.5019051404527636,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_09,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.3042313894935909,0.20413798283235798,0.4973170241585336,0.5019051404527636,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_10,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.4036024647978289,0.4850519817888697,0.4961479585924082,0.4832792466173865,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_11,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.4035420343862932,0.497514976419136,0.49618326434505583,0.4831460886944264,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_12,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,1.5683187809853267e-27,1.3890601971862198e-27,0.4971036120871883,0.3654917066238361,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_13,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,1.5683187809853267e-27,1.3890601971862198e-27,0.4971036120871883,0.3654917066238361,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_14,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.491567039292599,0.48225425540956884,0.4995756698358011,0.49927775559726983,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_15,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,0.015123068951727209,8.153945742367218e-05,0.9345859633727535,0.06538230077602826,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_16,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.4666659973383816,0.4391391036773192,0.4995744758747726,0.499275146078132,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_17,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.48898928377962614,0.43861720234457496,0.49969303042272634,0.45878479180244874,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_18,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,1.5680840860435397e-27,1.4704360530822125e-27,0.4971011926633205,0.36520061011274624,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_19,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,1.417582174995431e-25,2.544504000252987e-29,0.826088126960505,0.15848484228562512,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_20,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,3.633343982056365e-24,3.105077979337375e-20,0.49890003971821134,0.4970341058645305,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_21,recruited_surface_gap_assisted_buffering,M_tot,0.8333333333333334,BALANCED_OR_WEAK,0.5559482202254543,0.4806966249917635,0.4824480748120925,0.4814205003103877,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_22,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.4692112024764314,0.4343838579079114,0.4997812492661104,0.4960009459863494,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_23,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,2.8403892584145758e-27,1.9281407626755157e-26,0.499782913147324,0.5000614588847271,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_24,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.4034588172213514,0.4207500883310304,0.4997797795426533,0.4958302301253197,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_25,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,1.417262087155736e-05,9.702372718833672e-05,0.4997811243228096,0.4992831952527634,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_26,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.4034588172213514,0.4207500883310304,0.4997797795426533,0.4958302301253197,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_27,mixed_local_spatial_buffering,M_tot,1.0,MIXED_LOCAL,0.3891417192384668,0.3835532877324474,0.49906988311829065,0.3111519395703417,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_28,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,2.823090495859753e-27,1.9970116693167604e-26,0.49968767252118534,0.45912457542418883,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_29,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,3.1070040677087165e-10,1.5254849119933617e-09,0.4996854166059108,0.4583394975342112,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_30,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,3.1070040677087165e-10,1.5254849119933617e-09,0.4996854166059108,0.4583394975342112,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_31,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,9.859676542355621e-305,6.631598391605575e-304,0.49968541459024335,0.4583394995256034,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_32,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,3.107004075995661e-10,2.1824095924542223e-09,0.4996854154188199,0.45833949852662775,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_33,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,0.5,MIXED_LOCAL,0.24977021805787536,0.21093273959434586,0.5624266570483892,0.43741395871499006,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_34,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,9.859676543201242e-305,1.595175577443671e-303,0.4990638133730448,0.3071253896482958,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_35,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,2.968806496185464e-16,2.0691118380820297e-15,0.4996854153639623,0.45833949880802405,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_36,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,3.107004075995661e-10,2.1824095924542223e-09,0.4996854154188199,0.45833949852662775,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_37,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,5.686809256124381e-28,3.963425816540969e-27,0.49968541459024335,0.4583394995256034,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_38,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,0.016691356420872144,0.18830534333304008,0.49904480882612884,0.30406549965176877,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_39,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,5.540700372623574e-28,3.72208212362882e-27,0.4996796416600024,0.45635249991500126,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_40,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,2.116258927075494e-27,1.439061399170562e-26,0.4996526229576796,0.4540152404998843,provisional_accepted_ensemble_tag_pending_step06_validation
VH_3_MFA_BA,VH,MFA_BA,VH_3_MFA_BA__cand_41,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.40423045198710317,0.49872211463124616,0.5001585926033711,0.48036608681001863,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA,VH,MFA,VH_4_MFA__cand_01,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,5.121789427737018e-22,3.0384847681986774e-24,0.49897403582612637,0.5010052375410567,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA,VH,MFA,VH_4_MFA__cand_02,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.4584653576106166,0.002387187980810494,0.4986987484889566,0.5008978644214946,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA,VH,MFA,VH_4_MFA__cand_03,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,0.015371871446521237,9.373153582856182e-05,0.49912074129083966,0.500480657301564,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA,VH,MFA,VH_4_MFA__cand_04,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,2.4330655954799736e-06,0.027914393072962933,0.47825414056662635,0.5214459877087174,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA,VH,MFA,VH_4_MFA__cand_05,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,0.0006057762624296121,6.278555893653057e-06,0.4960754348075214,0.5038820633726749,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA,VH,MFA,VH_4_MFA__cand_06,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,1.6888468421697794e-06,4.1953877999731055e-05,0.4987435004204411,0.5012348983097873,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA,VH,MFA,VH_4_MFA__cand_07,recruited_surface_gap_assisted_buffering,M_tot,0.8333333333333334,STRICTLY_LOCAL,0.6588189473128104,0.25320475058349523,0.4442136682537808,0.5524907924916987,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA,VH,MFA,VH_4_MFA__cand_08,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.4018569323783813,0.0021801241033230527,0.4932402328612051,0.5063817762043128,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA,VH,MFA,VH_4_MFA__cand_09,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.478524659556608,0.0025455148281288936,0.49288969348182726,0.47903891570898227,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA_BA,VH,MFA_BA,VH_4_MFA_BA__cand_01,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,3.3113137168953856e-33,2.804474834578085e-30,0.49985513897112516,0.5001423066101983,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA_BA,VH,MFA_BA,VH_4_MFA_BA__cand_02,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,2.7380322157201866e-21,1.1582101756647921e-18,0.49957690703859375,0.5004206969004025,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA_BA,VH,MFA_BA,VH_4_MFA_BA__cand_03,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,6.710976686023086e-17,2.8387983872265483e-14,0.49957690672981747,0.5004206972091579,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA_BA,VH,MFA_BA,VH_4_MFA_BA__cand_04,kir_dominant_local_buffering,M_tot,1.0,STRICTLY_LOCAL,2.4138699313450115e-06,0.0009228098769545485,0.2992090314678641,0.6446238560567382,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA_BA,VH,MFA_BA,VH_4_MFA_BA__cand_05,kir_dominant_local_buffering,M_tot,1.0,STRICTLY_LOCAL,1.310436551871866e-06,1.2047801667600035e-05,0.29872039994570204,0.645208148870589,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA_BA,VH,MFA_BA,VH_4_MFA_BA__cand_06,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,1.246467525190972e-06,1.7950634184196282e-09,0.7928212354567111,0.17774629728179833,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA_BA,VH,MFA_BA,VH_4_MFA_BA__cand_07,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,3.514587847469336e-11,8.105898670931469e-13,0.4686847497667213,0.0842336884388527,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA_BA,VH,MFA_BA,VH_4_MFA_BA__cand_08,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,2.845921412700169e-11,3.3968525726249014e-10,0.4686847572677193,0.08423368145979342,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA_BA,VH,MFA_BA,VH_4_MFA_BA__cand_09,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,2.845921412700169e-11,3.3968525726249014e-10,0.4686847572677193,0.08423368145979342,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA_BA,VH,MFA_BA,VH_4_MFA_BA__cand_10,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,0.012242559183727455,0.09726055794469916,0.4999313617914731,0.49922552881882226,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA_BA,VH,MFA_BA,VH_4_MFA_BA__cand_11,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,5.972855034686253e-11,2.296470853417999e-12,0.5073839127461164,0.006005755161706174,provisional_accepted_ensemble_tag_pending_step06_validation
VH_4_MFA_BA,VH,MFA_BA,VH_4_MFA_BA__cand_12,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,3.8219096899191435e-47,8.816835125524634e-47,0.48275638859098896,0.03216782010111474,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA,VH,MFA,VH_5_MFA__cand_01,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,8.072293435608811e-08,2.5595942813974897e-09,0.4955563489595007,0.502951250405944,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA,VH,MFA,VH_5_MFA__cand_02,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,2.0731013968701266e-31,5.300238519882001e-32,0.4956738489230456,0.5039669060950009,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA,VH,MFA,VH_5_MFA__cand_03,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.4594749962407283,0.4495837567175525,0.49456792171949737,0.5049488891448843,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA,VH,MFA,VH_5_MFA__cand_04,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.23290970414240075,0.09799041188982366,0.45613129409718073,0.5388992605401464,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA,VH,MFA,VH_5_MFA__cand_05,mixed_local_spatial_buffering,M_tot,1.0,STRICTLY_LOCAL,0.3717592959456488,0.00023880697799489705,0.3336357157638643,0.6593973063504819,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA,VH,MFA,VH_5_MFA__cand_06,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,3.3980467571066166e-39,2.482986898196091e-38,0.4950188862307327,0.46064797469650837,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA,VH,MFA,VH_5_MFA__cand_07,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.49375109945417645,0.49426786393590594,0.4979291793377152,0.501733213230391,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA,VH,MFA,VH_5_MFA__cand_08,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,1.5433049428943818e-237,1.1972219881782803e-235,0.4929574980313573,0.49815128357463606,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA,VH,MFA,VH_5_MFA__cand_09,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,2.4756613658292243e-65,3.064227539179909e-68,0.4532850066100749,0.5058160571624638,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA,VH,MFA,VH_5_MFA__cand_10,mixed_local_spatial_buffering,M_tot,1.0,STRICTLY_LOCAL,0.46897197335749286,0.0006726791057022874,0.4340861631486083,0.5599527475775162,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA,VH,MFA,VH_5_MFA__cand_11,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.1472890434662871,0.3866256184941836,0.4961891902813962,0.5034741303069726,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA,VH,MFA,VH_5_MFA__cand_12,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,2.2501408193738433e-44,1.0516137753460377e-42,0.4878296856929338,0.4159165834312333,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA,VH,MFA,VH_5_MFA__cand_13,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.14726590024096584,0.3865395983615734,0.49627027890525593,0.5023411421960593,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_01,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,0.024909543448548746,0.00019764019141145237,0.6263008389886506,0.041174454706918495,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_02,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,6.62143217052323e-07,6.387895189092288e-10,0.46945404681255315,0.529956704678288,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_03,recruited_surface_gap_assisted_buffering,M_tot,0.5,MIXED_LOCAL,0.3985402198322343,0.00755851525959255,0.5100646255412062,0.06240117524486982,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_04,mixed_local_spatial_buffering,M_tot,1.0,MIXED_LOCAL,0.4134801689588941,0.0062939753387741965,0.5974281052892032,0.25537812156103484,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_05,mixed_local_spatial_buffering,M_tot,1.0,MIXED_LOCAL,0.28872354540446016,0.0033012003885127075,0.5681945646645641,0.2921769524726602,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_06,recruited_surface_gap_assisted_buffering,M_tot,1.0,MIXED_LOCAL,0.9869495756190144,0.0010365376402436093,0.7367324546381991,0.07218159132662834,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_07,mixed_local_spatial_buffering,M_tot,0.6666666666666666,MIXED_LOCAL,0.4880824313075101,0.010210684018968227,0.4882038390320517,0.06527240758891965,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_08,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,0.5,MIXED_LOCAL,0.2884880326777857,0.24542380787885812,0.49239206769333693,0.10317252240298624,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_09,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,2.235522648831171e-06,1.143065282546066e-07,0.613383651431362,0.38582516188380755,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_10,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,2.235522648831171e-06,1.143065282546066e-07,0.613383651431362,0.38582516188380755,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_11,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,STRICTLY_LOCAL,2.8020013506589175e-07,6.092763381371948e-11,0.4484328016241627,0.5506363266286668,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_12,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,5.673300707625027e-110,8.723439761604914e-110,0.44375900496436094,0.27825056823656197,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_13,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,1.734225773917103e-05,2.3655507497268906e-05,0.44375972274200975,0.2782516240699509,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_14,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,0.8333333333333334,MIXED_LOCAL,0.11500818064547075,0.08114865564412337,0.4503374915504412,0.2827083780668669,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_15,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,0.6666666666666666,MIXED_LOCAL,0.11179054097971697,0.0017087189548119185,0.5976270863365166,0.2549006265352784,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_16,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,0.5,MIXED_LOCAL,0.172727931300259,0.0003243485156276251,0.6752139859280238,0.09119449630911258,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_17,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,0.02522579660941741,5.281308318466995e-05,0.5865657569340175,0.10935082005772623,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_18,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,0.025246124221678018,9.625880061338629e-06,0.4100961913780652,0.3772675953846995,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_19,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,0.014885884512293043,0.0005123794398599183,0.499869934077427,0.47709332689810774,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_20,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,MIXED_LOCAL,2.9021810469538875e-05,2.0319866717542365e-06,0.4885065316024022,0.03740437459093627,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_21,recruited_surface_gap_assisted_buffering,M_tot,1.0,MIXED_LOCAL,0.8817728131888217,0.00844704076923034,0.6174654486424193,0.016152470181528204,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_22,recruited_surface_gap_assisted_buffering,M_tot,0.6666666666666666,MIXED_LOCAL,0.6292238342495445,0.3099017991551591,0.5560232114030397,0.4082499491210157,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_23,recruited_surface_gap_assisted_buffering,M_tot,0.6666666666666666,BALANCED_OR_WEAK,0.6425132227202228,0.3146759931368263,0.5610487436631733,0.43806359928731764,provisional_accepted_ensemble_tag_pending_step06_validation
VH_5_MFA_BA,VH,MFA_BA,VH_5_MFA_BA__cand_24,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,0.01200614435858117,0.0003062165048971873,0.5000101998218468,0.4673308106010454,provisional_accepted_ensemble_tag_pending_step06_validation
VH_6_MFA,VH,MFA,VH_6_MFA__cand_01,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,2.226698006544046e-06,1.658637243390647e-05,0.49933303943853274,0.5006622016472634,provisional_accepted_ensemble_tag_pending_step06_validation
