file_id,region,condition,candidate_id,accepted,n_sweeps_simulated,I_Kir_integral_mean,I_kgap_integral_mean,I_leak_integral_mean,I_Kir_peak_abs_mean,I_kgap_peak_abs_mean,gap_to_kir_integral_ratio_mean,gap_fraction_mean,kir_fraction_mean,leak_fraction_mean,K_o_peak_mean,K_o_final_mean,K_o_recovery_error_mean,proxy_pearson_r_mean,proxy_spearman_r_mean,proxy_validity_failed_fraction,proxy_validity_strong_fraction,K_bath_middle_min,K_bath_middle_max,K_bath_middle_n_unique,K_bath_override_modes,P_gap_eff,gamma_t_eff,gamma_s_eff,volume_ratio_wa_wo,g_kir,gki,gl_a,zth,zs,eps,k_bath_gain,switching_function,log10_P_gap_eff,log10_gamma_t_eff,log10_gamma_s_eff,log10_volume_ratio_wa_wo,log10_gap_to_kir_integral_ratio_mean,dominant_mechanism,buffering_phenotype,phenotype_window_scope,phenotype_specificity_score,dominant_signed_flux_mode,dKs_activation_score_mean,long_range_distribution_fraction_mean,voltage_coupling_score_mean,kir_current_score_mean,phenotype_claim_scope,proxy_validity_status,mechanism_cluster,mechanism_cluster_count,candidate_count_for_clustering,independent_cell_count,cluster_evidence_status,cluster_evidence_reason,bootstrap_mean_coassignment_stability,cluster_claim_scope
VH_6_MFA_BA,VH,MFA_BA,VH_6_MFA_BA__hybrid_optuna_067,True,6,11447.704800109103,11445.963271294002,0.016364995026645547,1163.126243812146,1162.7489238930625,0.9998428382811664,0.4999602681802913,0.5000388551940481,8.766256604285001e-07,8.544133896452783,4.92681877359684,0.16663770455410928,0.9925711523857449,1.0,0.0,1.0,6.4,10.5,6,historical_current_kbath_scaled_by_gain,0.0013277779735619,3.435896899510017e-06,1.2334099014487658e-08,1.3500768514021948,47.58975529742471,47.58975529742471,6.0484308630281656e-05,9.653933168074005,0.0203280074831408,0.0120390681808463,1.0,sigmoid,-2.876874540117376,-5.463959876460605,-7.908892569508464,0.13035849085792064,-6.825983131259137e-05,Mixed,recruited_surface_gap_assisted_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.6245801643786227,0.0495528775005647,0.5016878640049989,0.49831052208907517,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_not_failed_majority,M3,3,2110,35,candidate_regime_screen,sufficient_candidates_and_cells_for_screen,0.997159567924391,candidate_mechanism_regime_pending_step06_validation
VH_6_MFA_BA,VH,MFA_BA,VH_6_MFA_BA__hybrid_optuna_068,True,6,15915.037729749942,15915.04177920948,0.04794449771751776,824.0583154542113,824.0608444017308,1.0000009043375246,0.49999932496068283,0.49999887279496824,1.8022443489567396e-06,8.65311708490357,4.799719823193027,1.4082538837278946e-06,-0.25505619545148084,0.7562249460376195,1.0,0.0,6.4,10.5,6,historical_current_kbath_scaled_by_gain,0.0002920692487853,1.775104322673983e-07,9.092661839310892e-06,0.2231379483635631,30.056063731667088,30.056063731667088,0.000170239795088,6.12411111370983,0.3325546150781412,0.0173083962210768,1.0,sigmoid,-3.5345141663605566,-6.75077611842281,-5.041308960243647,-0.6514265643490733,3.9274861914193126e-07,Mixed,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.18682216334076593,0.49441440851961865,0.5001906706674936,0.4998052914668099,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_unreliable,M2,3,2110,35,candidate_regime_screen,sufficient_candidates_and_cells_for_screen,0.997159567924391,mechanism_flux_decomposition_available_proxy_unreliable_pending_assumption_sensitivity
VH_6_MFA_BA,VH,MFA_BA,VH_6_MFA_BA__hybrid_optuna_069,True,6,31.24986426580132,99.12797232536747,67.87937476916781,1.616958413416456,5.12916018452768,3.491548323797103,0.4999968128085149,0.15377044013043617,0.34623274706104895,4.8,4.135384893162985,0.00012936111105895284,0.9868551229889214,0.9937943262411348,0.0,1.0,6.4,10.5,6,historical_current_kbath_scaled_by_gain,1.8893013851257984e-05,0.0004606243499424,0.0045337987785375,7.991241882818889,8.693853215494054,8.693853215494054,0.1804482017833529,64.59604726074438,0.0111675260145354,0.0013319751466656,1.0,sigmoid,-4.723698757029676,-3.3366531076959296,-2.343537758869858,0.902614276303331,0.543018057149825,Mixed,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.3498337794085591,0.4579335270862243,0.49379575951161575,0.10419631697915349,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_not_failed_majority,M3,3,2110,35,candidate_regime_screen,sufficient_candidates_and_cells_for_screen,0.997159567924391,candidate_mechanism_regime_pending_step06_validation
VH_6_MFA_BA,VH,MFA_BA,VH_6_MFA_BA__hybrid_optuna_070,True,6,54.99146072078212,63.21670525573603,8.246809653550576,2.859822362809499,3.287405677366207,1.1715683395394991,0.49990200878120145,0.42809842488142635,0.07199956633737221,4.8,4.186376865650718,0.014209931810615176,0.7798053600749464,0.9964346284304657,0.0,0.0,6.4,10.5,6,historical_current_kbath_scaled_by_gain,0.0004844480928812,0.0001500087460294,0.004766569182025,4.25608544431839,0.9514346018343296,0.9514346018343296,0.0215493634886736,107.98868569134638,0.0356716688036334,0.0004467037147165,1.0,sigmoid,-3.3147527494345335,-3.8238834193338103,-2.3217940992423367,0.6290103381834903,0.06876762679491624,Mixed,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,0.025470040878397413,0.4813362567725352,0.6128495996724953,0.2945469880941742,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_not_failed_majority,M3,3,2110,35,candidate_regime_screen,sufficient_candidates_and_cells_for_screen,0.997159567924391,candidate_mechanism_regime_pending_step06_validation
VH_6_MFA_BA,VH,MFA_BA,VH_6_MFA_BA__hybrid_optuna_071,True,5,20684.274618751464,20684.221794730576,0.12303259055786389,1110.1473973202387,1110.1427421857488,0.9999985206517671,0.4999977968359025,0.499998536512679,3.666651418473696e-06,8.740598608086671,4.799502079811139,0.00020704572151917234,0.999967030004641,1.0,0.0,1.0,6.4,10.5,5,historical_current_kbath_scaled_by_gain,0.0026781635699309,1.589458705190612e-07,6.809527185806729e-08,1.560114535890783,27.526255924704444,27.526255924704444,0.0003371999527041,12.38881805866788,0.1638366889143744,0.0475798404540616,1.0,sigmoid,-2.5721629018015943,-6.798750750756955,-7.1668830419379885,0.1931564832771445,-6.424732495885674e-07,Mixed,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.16979176058448392,0.11749645551148435,0.503078573080863,0.49691399000106734,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_not_failed_majority,M3,3,2110,35,candidate_regime_screen,sufficient_candidates_and_cells_for_screen,0.997159567924391,candidate_mechanism_regime_pending_step06_validation
VH_6_MFA_BA,VH,MFA_BA,VH_6_MFA_BA__hybrid_optuna_072,True,6,813.3128148815013,812.9116554001212,0.03621639073309924,60.00395929049952,59.99713955979353,0.9995327296657593,0.4998704705842915,0.5001041565867695,2.5372828939049513e-05,7.838598669510726,6.767910417620037,1.9925965375067498,0.9294705990224857,1.0,0.0,1.0,6.4,10.5,6,historical_current_kbath_scaled_by_gain,8.909540420044788e-05,2.0608129975114946e-07,4.002254862228091e-05,1.859103633025455,1.9974059077945483,1.9974059077945483,9.823817788100144e-05,70.72675071547913,0.2419872510000546,9.073302114405064e-05,1.0,sigmoid,-4.050144697555297,-6.68596141522395,-4.397695259094353,0.2693035995603025,-0.00020298035476102837,Mixed,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,3.8689789323953984e-08,1.0999251450251743e-06,0.5015342951356502,0.4984290068417958,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_not_failed_majority,M2,3,2110,35,candidate_regime_screen,sufficient_candidates_and_cells_for_screen,0.997159567924391,candidate_mechanism_regime_pending_step06_validation
VH_6_MFA_BA,VH,MFA_BA,VH_6_MFA_BA__hybrid_optuna_073,True,6,65760.48111501776,65761.18239990644,0.14053920059012803,3612.896891069356,3612.9043000399492,1.0000133326581933,0.500002660945036,0.4999959947413342,1.3443136297403343e-06,8.642466919159705,4.797749349788962,0.0004254882433206338,0.9994415391526257,0.6940428084775948,0.0,0.3333333333333333,6.4,10.5,6,historical_current_kbath_scaled_by_gain,0.0020848677537879,4.130765113873236e-07,0.0003597244418279,0.7718401171198759,110.1974348601809,110.1974348601809,0.0004443476095131,11.443430092771624,30.53783608529715,0.0708615859362282,1.0,sigmoid,-2.6809214877509833,-6.3839694994433955,-3.444030052616977,-0.1124726523116487,5.790261282731196e-06,Mixed,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,0.0007709155816856529,0.5314463964168891,0.5004983952142522,0.49949873603060735,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_not_failed_majority,M3,3,2110,35,candidate_regime_screen,sufficient_candidates_and_cells_for_screen,0.997159567924391,candidate_mechanism_regime_pending_step06_validation
VH_6_MFA_BA,VH,MFA_BA,VH_6_MFA_BA__hybrid_optuna_074,True,6,15293.201030644967,15293.311062322058,0.11790648707677297,791.3673542899922,791.3734709418546,1.0000091199676104,0.4999998728089876,0.4999953128923719,4.814298640428831e-06,8.64607602009294,4.798358333540878,5.8432355379463745e-06,0.2784886503429374,0.9946615787850757,0.5,0.0,6.4,10.5,6,historical_current_kbath_scaled_by_gain,0.0001281780425553,1.4798796997369657e-07,3.6756540081662775e-06,2.0635983212697555,63.3351384495587,63.3351384495587,0.000750805455747,28.502792923151947,0.0473102955746426,0.0270753374191431,1.0,sigmoid,-3.8921863649404598,-6.829773587215781,-5.434665375799554,0.31462516590432443,3.960733547496269e-06,Mixed,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.21854731086941548,0.48376029944079896,0.49972511717847573,0.5002608393106471,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_unreliable,M2,3,2110,35,candidate_regime_screen,sufficient_candidates_and_cells_for_screen,0.997159567924391,mechanism_flux_decomposition_available_proxy_unreliable_pending_assumption_sensitivity
VH_6_MFA_BA,VH,MFA_BA,VH_6_MFA_BA__hybrid_optuna_075,True,6,528.1554328327669,552.57554260738,24.742073126831887,37.20033609864796,38.44057829540201,1.0478793182456758,0.49986097831416454,0.47706075131172593,0.02307827037410957,5.537656591382993,5.459471237330418,0.6984443436310038,0.9780550432437702,0.9972826086956522,0.0,1.0,6.4,10.5,6,historical_current_kbath_scaled_by_gain,4.959244802288837e-05,5.2642604496103184e-08,0.0338394072477758,4.370037767728201,4.2507714727801,4.2507714727801,0.0677551384953469,87.56051663768942,0.0031484966309498,1.338093994016873e-05,1.0,sigmoid,-4.304584453181138,-7.278662632116285,-1.470577252940187,0.6404851903445805,0.020311268871083348,Mixed,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.43153703550793426,0.49928175311253065,0.5002960574024147,0.47411316232719275,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_not_failed_majority,M2,3,2110,35,candidate_regime_screen,sufficient_candidates_and_cells_for_screen,0.997159567924391,candidate_mechanism_regime_pending_step06_validation
VH_6_MFA_BA,VH,MFA_BA,VH_6_MFA_BA__hybrid_optuna_076,True,6,4107.633450503849,4107.025701621907,0.5054802914433997,212.94284967151384,212.96890314574352,0.9998866253483226,0.49993302561664416,0.49998971958586985,7.725479748599253e-05,8.653523239004182,4.799721660929215,4.3320851543053135e-07,0.39561769049450973,1.0,0.0,0.0,6.4,10.5,6,historical_current_kbath_scaled_by_gain,3.309892754256889e-05,1.561541748791268e-08,0.0015421949418762,2.3518534580572483,18.30074489663792,18.30074489663792,0.0034074687320432,36.66557499986148,0.2137229762242076,0.0052947086333976,1.0,sigmoid,-4.480186077822168,-7.806446400145088,-2.811860725617086,0.37141025773581293,-4.924077699190577e-05,Mixed,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,0.00039929740878823385,0.4126586367904251,0.4997099762831136,0.500060606712609,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_not_failed_majority,M2,3,2110,35,candidate_regime_screen,sufficient_candidates_and_cells_for_screen,0.997159567924391,candidate_mechanism_regime_pending_step06_validation
VH_6_MFA_BA,VH,MFA_BA,VH_6_MFA_BA__hybrid_optuna_077,True,6,0.567165281848417,0.3636824095711792,0.008759658043479819,0.02984202308708207,0.0192008358627444,0.6432659978616733,0.38727093495010223,0.6020879077350102,0.010641157314887496,4.8,4.31768943240218,0.1971074275793776,0.9999922679019423,1.0,0.0,1.0,6.4,10.5,6,historical_current_kbath_scaled_by_gain,1.7670169402947916e-06,0.0050615768887523,0.0013303245101522,1.192617378922354,1.4690139693517672,1.4690139693517672,2.3226650368137e-05,129.92642186624028,0.6677615511747083,4.207053950287933e-05,1.0,sigmoid,-5.7527592869158255,-2.2957141615405035,-2.876042407320194,0.0765011336321316,-0.19160940419005817,Kir,kir_dominant_local_buffering,M_tot,1.0,STRICTLY_LOCAL,1.7774906022034683e-37,3.700513445987194e-38,0.3288001016985837,0.6632218229881801,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_not_failed_majority,M3,3,2110,35,candidate_regime_screen,sufficient_candidates_and_cells_for_screen,0.997159567924391,candidate_mechanism_regime_pending_step06_validation
VH_6_MFA_BA,VH,MFA_BA,VH_6_MFA_BA__hybrid_optuna_078,True,6,725.9562065494653,725.8129059372062,0.05418721194326683,57.10578117020052,57.10228967556975,0.9998228054735825,0.4999349874136549,0.5000235905919911,4.142199435399387e-05,7.293765896576218,6.759604400986923,1.9643591786004204,0.9616996320680449,1.0,0.0,1.0,6.4,10.5,6,historical_current_kbath_scaled_by_gain,0.000177188473548,1.3289448722869162e-08,0.0615699732823519,4.115716865497774,2.167640897475782,2.167640897475782,0.0001430992369351,45.63633644393066,0.2922905212920093,5.337032762603954e-05,1.0,sigmoid,-3.751564533223894,-7.876493034225186,-1.2106310348660407,0.6144454904875264,-7.69614238194954e-05,Mixed,available_surface_voltage_coupled_but_ionic_recruitment_low,M_tot,1.0,BALANCED_OR_WEAK,1.6161387832523223e-06,0.061951293585286726,0.5033508879113031,0.4965951989129474,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_not_failed_majority,M2,3,2110,35,candidate_regime_screen,sufficient_candidates_and_cells_for_screen,0.997159567924391,candidate_mechanism_regime_pending_step06_validation
VH_6_MFA_BA,VH,MFA_BA,VH_6_MFA_BA__hybrid_optuna_079,True,6,20202.716268748813,20202.79683101192,0.08056426075510721,1045.2710167214032,1045.2751850514219,1.0000047593025074,0.4999999999757478,0.499997620338686,2.3796855662461264e-06,8.654643985257904,4.799948674593356,3.841815754412892e-11,-0.2494657162056382,0.6843778908418132,1.0,0.0,6.4,10.5,6,historical_current_kbath_scaled_by_gain,0.0004502658098496,3.52104544477048e-08,0.0003454610683585,0.5387160960689065,34.89141178475423,34.89141178475423,0.0002681570881359,9.213088464542958,0.0372925556562256,0.0556915764909088,1.0,sigmoid,-3.346531029180507,-7.4533283696228905,-3.461600888231169,-0.2686400481602391,2.0669338981067156e-06,Mixed,mixed_local_spatial_buffering,M_tot,1.0,BALANCED_OR_WEAK,0.418980518061119,0.49968085240293675,0.5002741879764625,0.49972058724893254,provisional_accepted_ensemble_tag_pending_step06_validation,proxy_unreliable,M2,3,2110,35,candidate_regime_screen,sufficient_candidates_and_cells_for_screen,0.997159567924391,mechanism_flux_decomposition_available_proxy_unreliable_pending_assumption_sensitivity
