feature,sweep,contrast_label,experimental_contrast,cond_1,cond_2,n_DH_cond1,n_DH_cond2,n_VH_cond1,n_VH_cond2,diff_DH_cond2_minus_cond1,diff_VH_cond2_minus_cond1,delta_of_delta_DH_minus_VH,estimate_DH_minus_VH,experimental_direction,pvalue,qvalue_bh,reject_bh_0p05
decay_tau_s,5,diffdiff__CONTROL_to_MFA,CONTROL_to_MFA,CONTROL,MFA,7,6,4,7,0.554635963451251,0.34021880131835913,0.21441716213289186,0.21441716213289186,increase,,,False
undershoot_magnitude_mV,5,diffdiff__CONTROL_to_MFA,CONTROL_to_MFA,CONTROL,MFA,7,6,4,7,-1.0562740000000088,-0.9338127142857122,-0.1224612857142966,-0.1224612857142966,decrease,,,False
return_slope_mV_per_s,5,diffdiff__CONTROL_to_MFA,CONTROL_to_MFA,CONTROL,MFA,7,4,4,6,-0.005413714990417408,-0.032530834905941594,0.027117119915524186,0.027117119915524186,increase,,,False
peak_depolarization_mV,5,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,6,6,7,7,-6.316138000000002,-7.6492078857142864,1.3330698857142842,1.3330698857142842,increase,,,False
stim_end_depolarization_mV,5,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,6,6,7,7,-5.722583333333333,-7.567514285714289,1.844930952380956,1.844930952380956,increase,,,False
rise_slope_mV_per_s,5,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,6,6,7,7,-9.814648570258008,-9.461227710625643,-0.35342085963236514,-0.35342085963236514,decrease,,,False
rise_tau_s,5,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,6,6,7,7,0.9452010969028385,2.0543673102478364,-1.1091662133449978,-1.1091662133449978,decrease,,,False
plateau_slope_mV_per_s,5,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,6,6,7,7,0.03745660447358543,0.08688959741022742,-0.04943299293664199,-0.04943299293664199,decrease,,,False
decay_slope_mV_per_s,5,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,6,6,7,7,-2.9063951676046207,-5.188909232537168,2.2825140649325473,2.2825140649325473,increase,,,False
decay_tau_s,5,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,6,6,7,7,-0.07943109701703222,0.05801384938700238,-0.1374449464040346,-0.1374449464040346,decrease,,,False
undershoot_magnitude_mV,5,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,6,6,7,7,-0.71205133333333,-1.1694177142857192,0.45736638095238913,0.45736638095238913,increase,,,False
return_slope_mV_per_s,5,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,4,2,6,4,0.01065513270981628,0.16201456490273217,-0.1513594321929159,-0.1513594321929159,decrease,,,False
peak_depolarization_mV,5,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,6,4,7,0.555657047619043,-7.416929400000004,7.972586447619047,7.972586447619047,increase,,,False
stim_end_depolarization_mV,5,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,6,4,7,0.8241976190476166,-7.09774642857143,7.921944047619046,7.921944047619046,increase,,,False
rise_slope_mV_per_s,5,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,6,4,7,-22.228456277797143,-17.561981559553953,-4.66647471824319,-4.66647471824319,decrease,,,False
rise_tau_s,5,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,6,4,7,1.2574855371903761,2.3253880515445706,-1.0679025143541945,-1.0679025143541945,decrease,,,False
plateau_slope_mV_per_s,5,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,6,4,7,0.06853047130534422,0.12249239694463926,-0.05396192563929504,-0.05396192563929504,decrease,,,False
decay_slope_mV_per_s,5,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,6,4,7,-13.985007619969132,-11.163960307444071,-2.82104731252506,-2.82104731252506,decrease,,,False
decay_tau_s,5,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,6,4,7,0.47520486643421883,0.3982326507053615,0.07697221572885732,0.07697221572885732,increase,,,False
undershoot_magnitude_mV,5,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,6,4,7,-1.7683253333333389,-2.1032304285714316,0.33490509523809275,0.33490509523809275,increase,,,False
return_slope_mV_per_s,5,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,2,4,4,0.005241417719398872,0.1294837299967906,-0.12424231227739171,-0.12424231227739171,decrease,,,False
peak_depolarization_mV,6,diffdiff__CONTROL_to_MFA,CONTROL_to_MFA,CONTROL,MFA,7,6,4,7,7.166545619047621,0.17521417142857487,6.9913314476190465,6.9913314476190465,increase,,,False
stim_end_depolarization_mV,6,diffdiff__CONTROL_to_MFA,CONTROL_to_MFA,CONTROL,MFA,7,6,4,7,7.296154761904763,0.5983607142857181,6.697794047619045,6.697794047619045,increase,,,False
rise_slope_mV_per_s,6,diffdiff__CONTROL_to_MFA,CONTROL_to_MFA,CONTROL,MFA,7,6,4,7,-13.075607935910305,-9.402943954900037,-3.6726639810102686,-3.6726639810102686,decrease,,,False
rise_tau_s,6,diffdiff__CONTROL_to_MFA,CONTROL_to_MFA,CONTROL,MFA,7,6,4,7,0.2517458589531752,0.24915319274967518,0.002592666203500016,0.002592666203500016,increase,,,False
plateau_slope_mV_per_s,6,diffdiff__CONTROL_to_MFA,CONTROL_to_MFA,CONTROL,MFA,7,6,4,7,0.034219269644422894,0.04275935851463885,-0.008540088870215956,-0.008540088870215956,decrease,,,False
decay_slope_mV_per_s,6,diffdiff__CONTROL_to_MFA,CONTROL_to_MFA,CONTROL,MFA,7,6,4,7,-10.94650457073833,-5.058023196617048,-5.888481374121282,-5.888481374121282,decrease,,,False
decay_tau_s,6,diffdiff__CONTROL_to_MFA,CONTROL_to_MFA,CONTROL,MFA,7,6,4,7,0.5673184065964337,0.34263661317856076,0.22468179341787298,0.22468179341787298,increase,,,False
undershoot_magnitude_mV,6,diffdiff__CONTROL_to_MFA,CONTROL_to_MFA,CONTROL,MFA,7,6,4,7,-0.8497612380952415,-0.8377568247190961,-0.01200441337614544,-0.01200441337614544,decrease,,,False
return_slope_mV_per_s,6,diffdiff__CONTROL_to_MFA,CONTROL_to_MFA,CONTROL,MFA,7,4,4,6,0.011797300620572423,-0.02551052072987,0.03730782135044242,0.03730782135044242,increase,,,False
peak_depolarization_mV,6,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,6,6,7,7,-6.12473,-8.122629257142863,1.9978992571428638,1.9978992571428638,increase,,,False
stim_end_depolarization_mV,6,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,6,6,7,7,-5.9402500000000025,-8.078014285714286,2.137764285714283,2.137764285714283,increase,,,False
rise_slope_mV_per_s,6,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,6,6,7,7,-12.774654886941786,-11.4911452407612,-1.283509646180585,-1.283509646180585,decrease,,,False
rise_tau_s,6,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,6,6,7,7,0.9702952066403594,2.058741602332191,-1.0884463956918318,-1.0884463956918318,decrease,,,False
plateau_slope_mV_per_s,6,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,6,6,7,7,0.048424695976462054,0.09553006636169642,-0.047105370385234366,-0.047105370385234366,decrease,,,False
decay_slope_mV_per_s,6,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,6,6,7,7,-2.3645884442208533,-4.577203608042883,2.2126151638220293,2.2126151638220293,increase,,,False
decay_tau_s,6,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,6,6,7,7,-0.11151761939676175,-0.008605764059139598,-0.10291185533762215,-0.10291185533762215,decrease,,,False
undershoot_magnitude_mV,6,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,6,6,7,7,-0.7887546666666634,-1.126673889566615,0.3379192228999517,0.3379192228999517,increase,,,False
return_slope_mV_per_s,6,diffdiff__MFA_to_MFA_BA,MFA_to_MFA_BA,MFA,MFA_BA,4,2,6,1,0.3458150197201819,0.07033105980467291,0.275483959915509,0.275483959915509,increase,,,False
peak_depolarization_mV,6,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,6,4,7,1.0418156190476218,-7.9474150857142885,8.98923070476191,8.98923070476191,increase,,,False
stim_end_depolarization_mV,6,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,6,4,7,1.3559047619047604,-7.4796535714285675,8.835558333333328,8.835558333333328,increase,,,False
rise_slope_mV_per_s,6,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,6,4,7,-25.85026282285209,-20.894089195661238,-4.956173627190854,-4.956173627190854,decrease,,,False
rise_tau_s,6,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,6,4,7,1.2220410655935345,2.3078947950818662,-1.0858537294883317,-1.0858537294883317,decrease,,,False
plateau_slope_mV_per_s,6,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,6,4,7,0.08264396562088494,0.13828942487633528,-0.055645459255450336,-0.055645459255450336,decrease,,,False
decay_slope_mV_per_s,6,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,6,4,7,-13.311093014959184,-9.635226804659931,-3.6758662102992528,-3.6758662102992528,decrease,,,False
decay_tau_s,6,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,6,4,7,0.455800787199672,0.33403084911942116,0.12176993808025083,0.12176993808025083,increase,,,False
undershoot_magnitude_mV,6,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,6,4,7,-1.638515904761905,-1.9644307142857111,0.32591480952380625,0.32591480952380625,increase,,,False
return_slope_mV_per_s,6,diffdiff__CONTROL_to_MFA_BA,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7,2,4,1,0.3576123203407543,0.04482053907480292,0.31279178126595136,0.31279178126595136,increase,,,False
