scope,region,sweep,feature,experimental_contrast,cond_1,cond_2,mean_cond_1,mean_cond_2,ci_low_cond_1,ci_high_cond_1,ci_low_cond_2,ci_high_cond_2,estimate,pvalue,n_cond_1,n_cond_2,n_files,experimental_direction_raw,qvalue_bh,reject_bh_0p05,experimental_direction
region_DH,DH,1,rise_slope_mV_per_s,CONTROL_to_MFA,CONTROL,MFA,7.230239161163692,3.6471270267034934,4.328245993241941,10.132232329085443,1.840140050446892,5.454114002960095,-3.583112134460199,0.02750017631416298,7,6,13,decrease,0.050575036899610085,False,no_clear_change
region_DH,DH,2,rise_slope_mV_per_s,CONTROL_to_MFA,CONTROL,MFA,12.063378468784425,6.041897645971784,7.467236204520308,16.65952073304854,3.2087573375387635,8.875037954404805,-6.021480822812641,0.020902971223676212,7,6,13,decrease,0.039973809511412675,True,decrease
region_DH,DH,3,rise_slope_mV_per_s,CONTROL_to_MFA,CONTROL,MFA,16.676626499189602,8.799486902000519,9.968462054119353,23.38479094425985,4.830023511034062,12.768950292966975,-7.877139597189084,0.032913720843054786,7,6,13,decrease,0.056625756289126514,False,no_clear_change
region_DH,DH,4,rise_slope_mV_per_s,CONTROL_to_MFA,CONTROL,MFA,21.37771451933498,11.3396104745499,12.925813863509843,29.829615175160114,6.465809461642125,16.213411487457677,-10.03810404478508,0.030902294817024112,7,6,13,decrease,0.05473469192683238,False,no_clear_change
region_DH,DH,5,rise_slope_mV_per_s,CONTROL_to_MFA,CONTROL,MFA,26.202791908855158,13.78898420131602,16.12864551730624,36.276938300404076,7.320903181158205,20.257065221473837,-12.413807707539137,0.028400892187202986,7,6,13,decrease,0.051443125471160124,False,no_clear_change
region_DH,DH,6,rise_slope_mV_per_s,CONTROL_to_MFA,CONTROL,MFA,30.758855340086523,17.68324740417621,19.58108544467421,41.93662523549884,10.567275477243808,24.799219331108613,-13.075607935910313,0.0351807666204046,7,6,13,decrease,0.05925981999913864,False,no_clear_change
region_DH,DH,1,rise_tau_s,CONTROL_to_MFA,CONTROL,MFA,0.396121523940231,0.8761984510650341,0.20983274521126957,0.5824103026691924,0.422426418862209,1.3299704832678594,0.48007692712480315,0.04194710712135685,7,6,13,increase,0.06876196604116598,False,no_clear_change
region_DH,DH,2,rise_tau_s,CONTROL_to_MFA,CONTROL,MFA,0.35221576184845865,0.7948966135924049,0.1785138388499432,0.5259176848469741,0.3766061615710437,1.2131870656137662,0.4426808517439463,0.04197345010429507,7,6,13,increase,0.06876196604116598,False,no_clear_change
region_DH,DH,3,rise_tau_s,CONTROL_to_MFA,CONTROL,MFA,0.33059077124069375,0.6965175912264847,0.16377846203268434,0.4974030804487032,0.3551923904049272,1.0378427920480422,0.36592681998579096,0.04157850338597474,7,6,13,increase,0.06858309836861812,False,no_clear_change
region_DH,DH,4,rise_tau_s,CONTROL_to_MFA,CONTROL,MFA,0.3051301200403828,0.6288989314251457,0.1538915384124191,0.45636870166834653,0.3418700717979095,0.915927791052382,0.32376881138476293,0.035175877527881885,7,6,13,increase,0.05925981999913864,False,no_clear_change
region_DH,DH,5,rise_tau_s,CONTROL_to_MFA,CONTROL,MFA,0.2844005338106094,0.5966849740981471,0.14674154813919613,0.4220595194820227,0.3423213073320916,0.8510486408642026,0.3122844402875377,0.025153435754405318,7,6,13,increase,0.04661640603133032,True,increase
region_DH,DH,6,rise_tau_s,CONTROL_to_MFA,CONTROL,MFA,0.26598386049173656,0.5177297194449118,0.1425292202402325,0.3894385007432406,0.28826319587396354,0.74719624301586,0.2517458589531752,0.039536514718551845,7,6,13,increase,0.06543974849967202,False,no_clear_change
region_DH,DH,1,stim_end_depolarization_mV,CONTROL_to_MFA,CONTROL,MFA,6.984157142857143,8.682491666666666,6.115524829855782,7.852789455858503,6.692540425797014,10.672442907536318,1.6983345238095229,0.08598644350128481,7,6,13,increase,0.12817854931868544,False,no_clear_change
region_DH,DH,2,stim_end_depolarization_mV,CONTROL_to_MFA,CONTROL,MFA,10.507628571428569,13.585933333333331,9.021723731944718,11.99353341091242,10.576073447352876,16.595793219313787,3.0783047619047625,0.049530880833728544,7,6,13,increase,0.07846476171679768,False,no_clear_change
