scope,region,sweep,feature,experimental_contrast,cond_1,cond_2,mean_cond_1,mean_cond_2,ci_low_cond_1,ci_high_cond_1,ci_low_cond_2,ci_high_cond_2,estimate,pvalue,n_cond_1,n_cond_2,n_files,experimental_direction_raw,qvalue_bh,reject_bh_0p05,experimental_direction
region_DH,DH,3,stim_end_depolarization_mV,CONTROL_to_MFA,CONTROL,MFA,13.760399999999999,18.12285,11.70503707382317,15.815762926176827,13.995253937787908,22.25044606221209,4.362450000000001,0.044107217403992434,7,6,13,increase,0.07176767577598768,False,no_clear_change
region_DH,DH,4,stim_end_depolarization_mV,CONTROL_to_MFA,CONTROL,MFA,16.509157142857145,22.022000000000002,14.196623199071581,18.82169108664271,17.330522550135743,26.71347744986426,5.512842857142857,0.029187320408567082,7,6,13,increase,0.05266884885756466,False,no_clear_change
region_DH,DH,5,stim_end_depolarization_mV,CONTROL_to_MFA,CONTROL,MFA,19.682085714285712,26.228866666666665,16.929425698241925,22.4347457303295,21.106314175464256,31.351419157869074,6.546780952380953,0.021078236606000007,7,6,13,increase,0.04014902210666668,True,increase
region_DH,DH,6,stim_end_depolarization_mV,CONTROL_to_MFA,CONTROL,MFA,22.399478571428567,29.695633333333333,19.27467896269571,25.524278180161424,24.387216474265045,35.00405019240162,7.296154761904766,0.015777816300852128,7,6,13,increase,0.031166056890572107,True,increase
region_DH,DH,1,undershoot_magnitude_mV,CONTROL_to_MFA,CONTROL,MFA,1.0064091428571444,0.6993050000000025,0.3739349551009956,1.6388833306132933,-0.1508675582154092,1.5494775582154143,-0.30710414285714194,0.48136154398263237,7,6,13,decrease,0.5581003408494288,False,no_clear_change
region_DH,DH,2,undershoot_magnitude_mV,CONTROL_to_MFA,CONTROL,MFA,1.2628851428571477,0.9304126666666713,0.3713629887214872,2.154407296992808,-0.10302464627288266,1.9638499796062252,-0.3324724761904764,0.5529174417855458,7,6,13,decrease,0.6259442737194858,False,no_clear_change
region_DH,DH,3,undershoot_magnitude_mV,CONTROL_to_MFA,CONTROL,MFA,1.363429142857147,0.557369333333335,0.39874932740599867,2.3281089583082952,-0.23854320604237433,1.3532818727090445,-0.806059809523812,0.1367431685237544,7,6,13,decrease,0.1833427957860394,False,no_clear_change
region_DH,DH,4,undershoot_magnitude_mV,CONTROL_to_MFA,CONTROL,MFA,2.1817114285714303,1.1041966666666643,1.2728539664741811,3.0905688906686795,-0.2536836343713553,2.462076967704684,-1.077514761904766,0.12852901791302318,7,6,13,decrease,0.17427663445833652,False,no_clear_change
region_DH,DH,5,undershoot_magnitude_mV,CONTROL_to_MFA,CONTROL,MFA,2.153412000000004,1.097137999999995,1.2781865045694498,3.0286374954305577,-0.1400070990672153,2.334283099067205,-1.0562740000000088,0.10987213061655755,7,6,13,decrease,0.1544277675455824,False,no_clear_change
region_DH,DH,6,undershoot_magnitude_mV,CONTROL_to_MFA,CONTROL,MFA,2.1602665714285743,1.3105053333333327,1.132292913973993,3.1882402288831555,-0.2835849873294114,2.904595653996077,-0.8497612380952415,0.285738327301388,7,6,13,decrease,0.35624518728484733,False,no_clear_change
region_DH,DH,1,decay_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,9.119878882934383,1.672447054874766,5.356205887536197,12.88355187833257,1.190176649505489,2.154717460244043,-7.447431828059617,0.0027531178622464407,7,6,13,decrease,0.008929030904583052,True,decrease
region_DH,DH,2,decay_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,12.7507093876933,2.9074208982843266,7.468608227792021,18.03281054759458,1.7379132930056025,4.0769285035630505,-9.843288489408973,0.003476452692073486,7,6,13,decrease,0.0106286451732183,True,decrease
region_DH,DH,3,decay_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,16.24373732425396,4.302010840403409,8.30997487477988,24.17749977372804,2.365015974623847,6.239005706182971,-11.941726483850552,0.009709789874990228,7,6,13,decrease,0.021368169397924058,True,decrease
region_DH,DH,4,decay_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,18.668426958597454,5.743843804014072,10.404691086820025,26.932162830374885,3.044824496918088,8.442863111110057,-12.924583154583381,0.007862091459742006,7,6,13,decrease,0.018010774987870213,True,decrease
region_DH,DH,5,decay_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,21.097816216063414,7.112808596094285,11.108531720733966,31.087100711392864,3.4112879502470395,10.81432924194153,-13.985007619969128,0.013266692642973641,7,6,13,decrease,0.02686925092247826,True,decrease
region_DH,DH,6,decay_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,21.542551712246002,8.231458697286815,11.743157818585438,31.341945605906567,3.6933878100881357,12.769529584485493,-13.311093014959187,0.01559957742511687,7,6,13,decrease,0.030941310595273133,True,decrease
region_DH,DH,1,decay_tau_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.33858836841420675,0.954554549183649,0.16814964538603355,0.50902709144238,0.525946258849938,1.38316283951736,0.6159661807694423,0.012017749890465371,7,6,13,increase,0.02497194782434363,True,increase
region_DH,DH,2,decay_tau_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.3566120249016035,0.9491221672854889,0.1637688008650358,0.5494552489381712,0.4373215598905541,1.4609227746804239,0.5925101423838854,0.029713161855639745,7,6,13,increase,0.05341692018991415,False,no_clear_change
region_DH,DH,3,decay_tau_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.36979156391022067,0.8980040340210304,0.14559526930568528,0.593987858514756,0.38152872785862524,1.4144793401834355,0.5282124701108097,0.047818812368844735,7,6,13,increase,0.07600341038756779,False,no_clear_change
region_DH,DH,4,decay_tau_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.3883317699848798,0.8790315490991792,0.17848412946933284,0.5981794105004268,0.32717656479748636,1.430886533400872,0.49069977911429946,0.07393004196870441,7,6,13,increase,0.11229879792714595,False,no_clear_change
region_DH,DH,5,decay_tau_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.3966452074182593,0.8718500738524781,0.16799727928825905,0.6252931355482596,0.30563413797777705,1.4380660097271791,0.47520486643421883,0.08873467745692369,7,6,13,increase,0.1306522858261453,False,no_clear_change
region_DH,DH,6,decay_tau_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.42589666570176377,0.8816974529014358,0.17077469171289028,0.6810186396906373,0.2933443173196235,1.470050588483248,0.455800787199672,0.11261061508133802,7,6,13,increase,0.1566756383740355,False,no_clear_change
region_DH,DH,1,peak_depolarization_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7.441753714285716,6.388230000000003,6.657138462305353,8.22636896626608,3.5089183570184397,9.267541642981566,-1.0535237142857135,0.40174325415643114,7,6,13,decrease,0.47850313150145646,False,no_clear_change
region_DH,DH,2,peak_depolarization_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,10.988730857142858,10.031168666666675,9.821255882666891,12.156205831618825,6.110849730266665,13.951487603066685,-0.9575621904761835,0.5710057899716189,7,6,13,decrease,0.6418800449329674,False,no_clear_change
region_DH,DH,3,peak_depolarization_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,14.154602857142857,13.47735933333333,12.37510333992219,15.934102374363524,8.342370621729646,18.612348044937015,-0.6772435238095262,0.7603152403161759,7,6,13,decrease,0.8158882748105925,False,no_clear_change
region_DH,DH,4,peak_depolarization_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,17.056656571428572,17.157439333333333,15.201640234203799,18.911672908653344,11.239225787655846,23.075652879010818,0.10078276190476032,0.9681654759622582,7,6,13,increase,0.9701866982502796,False,no_clear_change
region_DH,DH,5,peak_depolarization_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,20.08041028571429,20.636067333333333,17.840514539936684,22.320306031491896,13.873670930717356,27.39846373594931,0.555657047619043,0.8482544352876398,7,6,13,increase,0.8811623139072482,False,no_clear_change
region_DH,DH,6,peak_depolarization_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,22.82742371428571,23.869239333333336,20.282627171400236,25.372220257171186,16.617529972005823,31.12094869466085,1.0418156190476253,0.7401518960136263,7,6,13,increase,0.8019704516626199,False,no_clear_change
region_DH,DH,1,plateau_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,-0.015110068945324597,0.04145428810753215,-0.04020312276714746,0.009982984876498263,0.009865093948076317,0.07304348226698798,0.05656435705285674,0.005211391240575015,7,6,13,increase,0.01337683313088774,True,increase
region_DH,DH,2,plateau_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,-0.017994720986345403,0.05219335658977508,-0.038129387862504985,0.002139945889814178,0.008456959377474281,0.09592975380207588,0.07018807757612049,0.007006483132817293,7,6,13,increase,0.016618744417979715,True,increase
region_DH,DH,3,plateau_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.005010596787271182,0.043612637934072294,-0.026805002148540143,0.03682619572308251,0.006981462069658391,0.08024381379848619,0.03860204114680111,0.07153807271167688,7,6,13,increase,0.10970694856742781,False,no_clear_change
region_DH,DH,4,plateau_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,-0.02923103653066773,0.07738125338663075,-0.060492893219647834,0.0020308201583123693,0.029664548926027427,0.12509795784723407,0.10661228991729849,0.0010251643481246143,7,6,13,increase,0.004642253651885046,True,increase
region_DH,DH,5,plateau_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,-0.009838335049955474,0.05869213625538875,-0.060658662054630906,0.04098199195471996,0.003277493681349185,0.11410677882942832,0.06853047130534423,0.04319545887732862,7,6,13,increase,0.07052319816706713,False,no_clear_change
region_DH,DH,6,plateau_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,-0.0038392932341613792,0.07880467238672358,-0.04611521582659839,0.03843662935827563,0.014829145229841759,0.14278019954360538,0.08264396562088495,0.02286039545071383,7,6,13,increase,0.04303133261310838,True,increase
region_DH,DH,1,return_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.030502262339941476,0.03962169907881357,0.024654031994282836,0.036350492685600116,0.03962169907881357,0.03962169907881357,0.009119436738872094,,6,1,13,increase,,False,increase
region_DH,DH,2,return_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.03985078189759757,0.03122062482720455,0.019720252579733474,0.05998131121546166,0.03122062482720455,0.03122062482720455,-0.008630157070393017,,6,1,13,decrease,,False,decrease
region_DH,DH,3,return_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.04369780214568644,0.030835409112267283,0.029460139875821433,0.05793546441555145,-0.0075945257771406725,0.06926534400167524,-0.01286239303341916,0.08901255630869576,6,2,13,decrease,0.13066063311368184,False,no_clear_change
region_DH,DH,4,return_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.05565162312015494,0.050621946997434185,0.03640086994113461,0.07490237629917526,-0.014293217233188764,0.11553711122805713,-0.005029676122720754,0.7859181964252075,7,3,13,decrease,0.832761002834657,False,no_clear_change
region_DH,DH,5,return_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.056250200710983154,0.061491618430382027,0.036902249838993886,0.07559815158297242,0.007783602193190034,0.11519963466757402,0.005241417719398872,0.5780870674110674,7,2,13,increase,0.6483219447600757,False,no_clear_change
region_DH,DH,6,return_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.05555676930909168,0.413169089649846,0.03475716636328325,0.0763563722549001,-3.8897218831375917,4.7160600624372835,0.3576123203407543,0.48258731169485675,7,2,13,increase,0.5581732761771837,False,no_clear_change
region_DH,DH,1,rise_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,7.230239161163692,1.0036955265371408,4.328245993241941,10.132232329085443,0.48299495159567674,1.524396101478605,-6.226543634626552,0.0017389566583298174,7,6,13,decrease,0.0067546035155587195,True,decrease
region_DH,DH,2,rise_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,12.063378468784425,1.622494330423356,7.467236204520308,16.65952073304854,0.7663844523733351,2.4786042084733766,-10.440884138361069,0.001273097568607394,7,6,13,decrease,0.005313798547230862,True,decrease
region_DH,DH,3,rise_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,16.676626499189602,2.3555016742749157,9.968462054119353,23.38479094425985,1.0555430757640065,3.6554602727858247,-14.321124824914687,0.0017590113321767499,7,6,13,decrease,0.0067546035155587195,True,decrease
region_DH,DH,4,rise_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,21.37771451933498,3.037311761570779,12.925813863509843,29.829615175160114,1.3635802552479248,4.711043267893634,-18.3404027577642,0.0016054344698556834,7,6,13,decrease,0.006421737879422734,True,decrease
region_DH,DH,5,rise_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,26.202791908855158,3.9743356310580134,16.12864551730624,36.276938300404076,1.790724888439367,6.15794637367666,-22.228456277797143,0.001435624485441247,7,6,13,decrease,0.005889741478733322,True,decrease
region_DH,DH,6,rise_slope_mV_per_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,30.758855340086523,4.908592517234426,19.58108544467421,41.93662523549884,2.1027913306065478,7.714393703862303,-25.8502628228521,0.001057869892547044,7,6,13,decrease,0.004715340023259048,True,decrease
region_DH,DH,1,rise_tau_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.396121523940231,1.8010081981759611,0.20983274521126957,0.5824103026691924,1.366329448022872,2.2356869483290502,1.4048866742357302,0.00012951152181444396,7,6,13,increase,0.0012077497788967168,True,increase
region_DH,DH,2,rise_tau_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.35221576184845865,1.8241307638093904,0.1785138388499432,0.5259176848469741,1.3676261562301781,2.2806353713886027,1.4719150019609317,0.00015911249966799935,7,6,13,increase,0.0013398947340463104,True,increase
region_DH,DH,3,rise_tau_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.33059077124069375,1.6908443926826628,0.16377846203268434,0.4974030804487032,1.1908970216463999,2.190791763718926,1.3602536214419692,0.0004993380677758929,7,6,13,increase,0.0029226400024073814,True,increase
region_DH,DH,4,rise_tau_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.3051301200403828,1.6670639117548927,0.1538915384124191,0.45636870166834653,1.0781873996361624,2.255940423873623,1.3619337917145098,0.0014247529024058172,7,6,13,increase,0.005889741478733322,True,increase
region_DH,DH,5,rise_tau_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.2844005338106094,1.5418860710009856,0.14674154813919613,0.4220595194820227,1.0117711515501653,2.072000990451806,1.2574855371903761,0.0012474356386802425,7,6,13,increase,0.00525236058391681,True,increase
region_DH,DH,6,rise_tau_s,CONTROL_to_MFA_BA,CONTROL,MFA_BA,0.26598386049173656,1.4880249260852711,0.1425292202402325,0.3894385007432406,0.9271525322075204,2.048897319963022,1.2220410655935345,0.0020423472075073745,7,6,13,increase,0.007426717118208634,True,increase
region_DH,DH,1,stim_end_depolarization_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,6.984157142857143,6.269816666666666,6.115524829855782,7.852789455858503,3.397502331704931,9.142131001628401,-0.7143404761904764,0.5646415078094141,7,6,13,decrease,0.6362157834472272,False,no_clear_change
region_DH,DH,2,stim_end_depolarization_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,10.507628571428569,9.917683333333335,9.021723731944718,11.99353341091242,6.016791860676191,13.818574805990478,-0.5899452380952344,0.7294434485875123,7,6,13,decrease,0.7921557812715067,False,no_clear_change
region_DH,DH,3,stim_end_depolarization_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,13.760399999999999,13.342799999999999,11.70503707382317,15.815762926176827,8.218936206211318,18.46666379378868,-0.4176000000000002,0.85258513251967,7,6,13,decrease,0.8819846198479346,False,no_clear_change
region_DH,DH,4,stim_end_depolarization_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,16.509157142857145,17.060333333333332,14.196623199071581,18.82169108664271,11.145624022908528,22.975042643758137,0.5511761904761876,0.831267981169353,7,6,13,increase,0.867410067307151,False,no_clear_change
region_DH,DH,5,stim_end_depolarization_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,19.682085714285712,20.506283333333332,16.929425698241925,22.4347457303295,13.762821217896018,27.249745448770646,0.8241976190476201,0.7813555992224724,7,6,13,increase,0.8297581584663425,False,no_clear_change
region_DH,DH,6,stim_end_depolarization_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,22.399478571428567,23.75538333333333,19.27467896269571,25.524278180161424,16.513586817261768,30.997179849404894,1.355904761904764,0.6742983651490175,7,6,13,increase,0.742346824017267,False,no_clear_change
region_DH,DH,1,undershoot_magnitude_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,1.0064091428571444,0.09227533333333326,0.3739349551009956,1.6388833306132933,-0.1449259624106194,0.3294766290772859,-0.9141338095238112,0.011421406093560226,7,6,13,decrease,0.024045065460126788,True,decrease
region_DH,DH,2,undershoot_magnitude_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,1.2628851428571477,0.08533133333333372,0.3713629887214872,2.154407296992808,-0.05455919092554663,0.22522185759221408,-1.177553809523814,0.01759599946657873,7,6,13,decrease,0.034194654833837206,True,decrease
region_DH,DH,3,undershoot_magnitude_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,1.363429142857147,0.24463400000000135,0.39874932740599867,2.3281089583082952,-0.22260046588012344,0.7118684658801262,-1.1187951428571457,0.03159588264697996,7,6,13,decrease,0.05566285590514429,False,no_clear_change
region_DH,DH,4,undershoot_magnitude_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,2.1817114285714303,0.288344000000001,1.2728539664741811,3.0905688906686795,-0.24341297647716537,0.8201009764771674,-1.8933674285714293,0.0014949470706528242,7,6,13,decrease,0.006030038604313913,True,decrease
region_DH,DH,5,undershoot_magnitude_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,2.153412000000004,0.38508666666666497,1.2781865045694498,3.0286374954305577,-0.2673693771340328,1.0375427104673627,-1.7683253333333389,0.002210699399305795,7,6,13,decrease,0.007702014887876897,True,decrease
region_DH,DH,6,undershoot_magnitude_mV,CONTROL_to_MFA_BA,CONTROL,MFA_BA,2.1602665714285743,0.5217506666666694,1.132292913973993,3.1882402288831555,-0.3405251853963194,1.384026518729658,-1.638515904761905,0.011293520394375424,7,6,13,decrease,0.023880571759031733,True,decrease
region_DH,DH,1,decay_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,4.348748498739332,1.672447054874766,2.3072688924915035,6.390228104987161,1.190176649505489,2.154717460244043,-2.676301443864566,0.018818101434185195,6,6,12,decrease,0.0362758581863811,True,decrease
region_DH,DH,2,decay_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,6.623817461107637,2.9074208982843266,3.3115476211555412,9.936087301059732,1.7379132930056025,4.0769285035630505,-3.7163965628233107,0.033391314083540034,6,6,12,decrease,0.05717697478427703,False,no_clear_change
region_DH,DH,3,decay_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,8.406026985139166,4.302010840403409,4.017933119869839,12.794120850408493,2.365015974623847,6.239005706182971,-4.104016144735756,0.06446567709662498,6,6,12,decrease,0.09981782260122578,False,no_clear_change
region_DH,DH,4,decay_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,8.997644640878265,5.743843804014072,4.567705237705402,13.427584044051128,3.044824496918088,8.442863111110057,-3.253800836864193,0.14433945940509166,6,6,12,decrease,0.19191950281009415,False,no_clear_change
region_DH,DH,5,decay_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,10.019203763698904,7.112808596094285,5.198310549032736,14.840096978365072,3.4112879502470395,10.81432924194153,-2.906395167604619,0.2489535326065373,6,6,12,decrease,0.3136422458035116,False,no_clear_change
region_DH,DH,6,decay_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,10.596047141507668,8.231458697286815,5.466349329898095,15.725744953117243,3.6933878100881357,12.769529584485493,-2.3645884442208533,0.39596046321969264,6,6,12,decrease,0.472788612799633,False,no_clear_change
region_DH,DH,1,decay_tau_s,MFA_to_MFA_BA,MFA,MFA_BA,0.7877217586162123,0.954554549183649,0.3326227400847533,1.2428207771476714,0.525946258849938,1.38316283951736,0.16683279056743672,0.5083596124953931,6,6,12,increase,0.5837622344444705,False,no_clear_change
region_DH,DH,2,decay_tau_s,MFA_to_MFA_BA,MFA,MFA_BA,0.8277473444115783,0.9491221672854889,0.28677634727619883,1.3687183415469577,0.4373215598905541,1.4609227746804239,0.12137482287391066,0.6841277050417374,6,6,12,increase,0.7514446188101463,False,no_clear_change
region_DH,DH,3,decay_tau_s,MFA_to_MFA_BA,MFA,MFA_BA,0.8548917313696288,0.8980040340210304,0.2702628332719772,1.4395206294672804,0.38152872785862524,1.4144793401834355,0.043112302651401535,0.8898918676782566,6,6,12,increase,0.9146640181703708,False,no_clear_change
region_DH,DH,4,decay_tau_s,MFA_to_MFA_BA,MFA,MFA_BA,0.9095124475034098,0.8790315490991792,0.31884023228082836,1.5001846627259912,0.32717656479748636,1.430886533400872,-0.030480898404230516,0.924706011363074,6,6,12,decrease,0.9383908783388488,False,no_clear_change
region_DH,DH,5,decay_tau_s,MFA_to_MFA_BA,MFA,MFA_BA,0.9512811708695104,0.8718500738524781,0.3320828794912676,1.5704794622477531,0.30563413797777705,1.4380660097271791,-0.07943109701703222,0.8126911245110942,6,6,12,decrease,0.8535924283705146,False,no_clear_change
region_DH,DH,6,decay_tau_s,MFA_to_MFA_BA,MFA,MFA_BA,0.9932150722981975,0.8816974529014358,0.3757316850932684,1.6106984595031266,0.2933443173196235,1.470050588483248,-0.11151761939676175,0.7437536116525993,6,6,12,decrease,0.8022510867263993,False,no_clear_change
region_DH,DH,1,peak_depolarization_mV,MFA_to_MFA_BA,MFA,MFA_BA,8.961652333333332,6.388230000000003,7.16470608659529,10.758598580071373,3.5089183570184397,9.267541642981566,-2.573422333333329,0.0854667150840665,6,6,12,decrease,0.12780069545280973,False,no_clear_change
region_DH,DH,2,peak_depolarization_mV,MFA_to_MFA_BA,MFA,MFA_BA,13.958202666666663,10.031168666666675,11.289030162358532,16.627375170974794,6.110849730266665,13.951487603066685,-3.9270339999999884,0.06280503233157297,6,6,12,decrease,0.09756121527234637,False,no_clear_change
region_DH,DH,3,peak_depolarization_mV,MFA_to_MFA_BA,MFA,MFA_BA,18.53761800000001,13.47735933333333,14.747008183473481,22.328227816526535,8.342370621729646,18.612348044937015,-5.0602586666666785,0.07130960874319128,6,6,12,decrease,0.10970694856742781,False,no_clear_change
region_DH,DH,4,peak_depolarization_mV,MFA_to_MFA_BA,MFA,MFA_BA,22.376336000000006,17.157439333333333,18.001188267687233,26.751483732312778,11.239225787655846,23.075652879010818,-5.218896666666673,0.10089729924091263,6,6,12,decrease,0.14500210669352712,False,no_clear_change
region_DH,DH,5,peak_depolarization_mV,MFA_to_MFA_BA,MFA,MFA_BA,26.952205333333335,20.636067333333333,21.4563284792635,32.448082187403166,13.873670930717356,27.39846373594931,-6.316138000000002,0.09326834006806206,6,6,12,decrease,0.13525318197181205,False,no_clear_change
region_DH,DH,6,peak_depolarization_mV,MFA_to_MFA_BA,MFA,MFA_BA,29.99396933333334,23.869239333333336,24.93501178391579,35.05292688275089,16.617529972005823,31.12094869466085,-6.124730000000003,0.10891497145403702,6,6,12,decrease,0.15414614897912715,False,no_clear_change
region_DH,DH,1,plateau_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,-0.0026954647756397506,0.04145428810753215,-0.043110790036982545,0.03771986048570305,0.009865093948076317,0.07304348226698798,0.0441497528831719,0.05285541093760362,6,6,12,increase,0.08318228606573684,False,no_clear_change
region_DH,DH,2,plateau_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,0.01326391546292658,0.05219335658977508,-0.054622282440565766,0.08115011336641892,0.008456959377474281,0.09592975380207588,0.0389294411268485,0.248245083587725,6,6,12,increase,0.31357273716344214,False,no_clear_change
region_DH,DH,3,plateau_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,0.016739801877278377,0.043612637934072294,-0.043625530089687684,0.07710513384424444,0.006981462069658391,0.08024381379848619,0.026872836056793917,0.3557575375792969,6,6,12,increase,0.4339638108815045,False,no_clear_change
region_DH,DH,4,plateau_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,0.024589940728173623,0.07738125338663075,-0.042494372752989576,0.09167425420933682,0.029664548926027427,0.12509795784723407,0.05279131265845713,0.13356172858781015,6,6,12,increase,0.18008322955659795,False,no_clear_change
region_DH,DH,5,plateau_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,0.02123553178180332,0.05869213625538875,-0.0431890194568116,0.08566008302041823,0.003277493681349185,0.11410677882942832,0.03745660447358543,0.28419893614025626,6,6,12,increase,0.35524867017532036,False,no_clear_change
region_DH,DH,6,plateau_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,0.030379976410261512,0.07880467238672358,-0.04376396139837693,0.10452391421889995,0.014829145229841759,0.14278019954360538,0.04842469597646207,0.233058141835882,6,6,12,increase,0.2975210321309132,False,no_clear_change
region_DH,DH,1,return_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,0.03611178998582499,0.03962169907881357,-0.02999983281969127,0.10222341279134126,0.03962169907881357,0.03962169907881357,0.0035099090929885807,,3,1,12,increase,,False,increase
region_DH,DH,2,return_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,0.04283455787775323,0.03122062482720455,-0.012270881573015376,0.09793999732852182,0.03122062482720455,0.03122062482720455,-0.011613933050548676,,4,1,12,decrease,,False,decrease
region_DH,DH,3,return_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,0.042789741833908365,0.030835409112267283,0.017800276629481436,0.06777920703833529,-0.0075945257771406725,0.06926534400167524,-0.011954332721641082,0.23370641347733537,4,2,12,decrease,0.29755723731862327,False,no_clear_change
region_DH,DH,4,return_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,0.5924802896375309,0.050621946997434185,-0.861024234020321,2.045984813295383,-0.014293217233188764,0.11553711122805713,-0.5418583426400967,0.359206423288773,5,3,12,decrease,0.4354017251985127,False,no_clear_change
region_DH,DH,5,return_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,0.05083648572056575,0.061491618430382027,0.0035244110521730487,0.09814856038895844,0.007783602193190034,0.11519963466757402,0.01065513270981628,0.5342604983420732,4,2,12,increase,0.6062530477640548,False,no_clear_change
region_DH,DH,6,return_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,0.06735406992966411,0.413169089649846,-0.016528622960863285,0.1512367628201915,-3.8897218831375917,4.7160600624372835,0.3458150197201819,0.49267471447595845,4,2,12,increase,0.5684708243953367,False,no_clear_change
region_DH,DH,1,rise_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,3.6471270267034934,1.0036955265371408,1.840140050446892,5.454114002960095,0.48299495159567674,1.524396101478605,-2.6434315001663524,0.011771567847656594,6,6,12,decrease,0.024566750290761587,True,decrease
region_DH,DH,2,rise_slope_mV_per_s,MFA_to_MFA_BA,MFA,MFA_BA,6.041897645971784,1.622494330423356,3.2087573375387635,8.875037954404805,0.7663844523733351,2.4786042084733766,-4.419403315548428,0.00883879233225018,6,6,12,decrease,0.01982532859570134,True,decrease
