condition,region,sweep,feature,n_total_rows,n_non_missing,missing_rate,median,q1,q3,iqr,acceptable_lower,acceptable_upper,threshold_scope,reliability_weight
CONTROL,VH,4,plateau_slope_mV_per_s,4,4,0.0,-0.03385419886214706,-0.045658573069236895,-0.01677242003226145,0.028886153036975445,-0.08898780262470006,0.026556809523201715,region_specific,0.8
CONTROL,VH,4,return_slope_mV_per_s,4,4,0.0,0.061977657158377414,0.05205457193989391,0.07179198881648303,0.01973741687658913,0.022448446625010214,0.10139811413136673,region_specific,0.8
CONTROL,VH,4,rise_slope_mV_per_s,4,4,0.0,14.323086430256563,13.506125513751924,15.196452002880724,1.6903264891288003,10.970635780058723,17.731941736573923,region_specific,0.8
CONTROL,VH,4,rise_tau_s,4,4,0.0,0.3330000000000002,0.32750000000000057,0.34375,0.01624999999999943,0.3031250000000014,0.36812499999999915,region_specific,0.8
CONTROL,VH,4,undershoot_magnitude_mV,4,4,0.0,1.466766000000007,0.8925210000000039,1.9017590000000055,1.0092380000000016,-0.6213359999999986,3.415616000000008,region_specific,0.8
CONTROL,VH,5,decay_slope_mV_per_s,4,4,0.0,15.349763142276608,13.31002022108669,17.549452350624204,4.239432129537514,6.950872026780419,23.908600544930476,region_specific,0.7666666666666667
CONTROL,VH,5,decay_tau_s,4,4,0.0,0.3565000000000005,0.30349999999999966,0.4040000000000017,0.10050000000000203,0.1527499999999966,0.5547500000000047,region_specific,0.7666666666666667
CONTROL,VH,5,peak_depolarization_mV,4,4,0.0,18.549900000000004,18.030289000000003,19.371224000000005,1.3409350000000018,16.0188865,21.382626500000008,region_specific,0.8
CONTROL,VH,5,plateau_slope_mV_per_s,4,4,0.0,-0.013919743622615615,-0.03629805212143205,0.002563592870862763,0.03886164499229481,-0.09459051960987427,0.06085606035930498,region_specific,0.8
CONTROL,VH,5,return_slope_mV_per_s,4,4,0.0,0.0710861794191947,0.06412838478745375,0.07619303189216763,0.012064647104713874,0.04603141413038294,0.09429000254923844,region_specific,0.8
CONTROL,VH,5,rise_slope_mV_per_s,4,4,0.0,19.479625890221435,18.16970390826178,20.264249845846184,2.094545937584403,15.027885001885176,23.406068752222787,region_specific,0.8
CONTROL,VH,5,rise_tau_s,4,4,0.0,0.2900000000000009,0.2865000000000002,0.3050000000000015,0.018500000000001293,0.25874999999999826,0.33275000000000343,region_specific,0.8
CONTROL,VH,5,undershoot_magnitude_mV,4,4,0.0,2.1684020000000146,1.9984110000000097,2.3272960000000147,0.328885000000005,1.5050835000000022,2.820623500000022,region_specific,0.8
CONTROL,VH,6,decay_slope_mV_per_s,4,4,0.0,14.953033373057455,14.454927508560788,15.960774030789809,1.505846522229021,12.196157725217256,18.21954381413334,region_specific,0.7666666666666667
CONTROL,VH,6,decay_tau_s,4,4,0.0,0.34800000000000253,0.33275000000000254,0.37725000000000186,0.04449999999999932,0.26600000000000357,0.44400000000000084,region_specific,0.7666666666666667
CONTROL,VH,6,peak_depolarization_mV,4,4,0.0,21.276135999999994,20.630044999999996,22.385827,1.7557820000000035,17.99637199999999,25.019500000000004,region_specific,0.8
CONTROL,VH,6,plateau_slope_mV_per_s,4,4,0.0,-0.03108744680999508,-0.05036875986044034,-0.003979704935972226,0.04638905492446812,-0.11995234224714252,0.06560387745072994,region_specific,0.8
CONTROL,VH,6,return_slope_mV_per_s,4,4,0.0,0.07040001737268055,0.05831705092387748,0.07682732863893513,0.01851027771505765,0.030551634351291,0.1045927452115216,region_specific,0.8
CONTROL,VH,6,rise_slope_mV_per_s,4,4,0.0,23.20225681604807,20.265708540172312,25.640179683576587,5.374471143404275,12.2040018250659,33.701886398683,region_specific,0.8
CONTROL,VH,6,rise_tau_s,4,4,0.0,0.27500000000000036,0.266,0.2947500000000014,0.028750000000001386,0.22287499999999794,0.3378750000000035,region_specific,0.8
CONTROL,VH,6,undershoot_magnitude_mV,4,4,0.0,1.8867480000000008,1.7449600000000078,2.1303239999999946,0.3853639999999867,1.1669140000000278,2.7083699999999746,region_specific,0.8
MFA,DH,1,decay_slope_mV_per_s,6,6,0.0,5.112235170864569,3.121891578215557,6.752546381413006,3.630654803197449,-2.3240906265806167,12.198528586209179,region_specific,1.0
MFA,DH,1,decay_tau_s,6,6,0.0,0.4944999999999986,0.40850000000000186,0.9615000000000027,0.5530000000000008,-0.4209999999999994,1.791000000000004,region_specific,1.0
MFA,DH,1,peak_depolarization_mV,6,6,0.0,7.711603999999998,2.1052319999999973,10.118895999999994,8.013663999999997,-9.915263999999997,22.139391999999987,region_specific,1.0
MFA,DH,1,plateau_slope_mV_per_s,6,6,0.0,-0.02503049497155441,-0.26735957638993196,0.025401289000766863,0.29276086539069884,-0.7065008744759802,0.4645425870868152,region_specific,1.0
MFA,DH,1,return_slope_mV_per_s,6,6,0.0,0.025207215633873133,-0.010221421020065506,0.05456797126480993,0.06478939228487543,-0.10740550944737864,0.15175205969212308,region_specific,1.0
MFA,DH,1,rise_slope_mV_per_s,6,6,0.0,2.4480274432143787,1.9809619488336363,4.333191525417292,2.352229576583656,-1.5473824160418475,7.861535890292776,region_specific,0.9722222222222222
MFA,DH,1,rise_tau_s,6,6,0.0,1.0590000000000028,0.5280000000000005,1.4302499999999991,0.9022499999999987,-0.8253749999999975,2.783624999999997,region_specific,1.0
MFA,DH,1,undershoot_magnitude_mV,6,6,0.0,1.2238820000000032,0.10555800000000026,6.131677000000005,6.026119000000005,-8.933620500000007,15.170855500000012,region_specific,1.0
MFA,DH,2,decay_slope_mV_per_s,6,6,0.0,5.4881214937499925,3.450693775446429,9.081940509734489,5.63124673428806,-4.996176325985661,17.528810611166577,region_specific,1.0
MFA,DH,2,decay_tau_s,6,6,0.0,0.47600000000000264,0.4280000000000026,1.0190000000000001,0.5909999999999975,-0.4584999999999937,1.9054999999999964,region_specific,1.0
MFA,DH,2,peak_depolarization_mV,6,6,0.0,14.346604,12.111617999999995,16.094548999999997,3.9829310000000024,6.137221499999991,22.0689455,region_specific,1.0
MFA,DH,2,plateau_slope_mV_per_s,6,6,0.0,0.06584459668888769,-0.049917804122377056,0.13353584877618072,0.18345365289855778,-0.32509828347021374,0.40871632812401737,region_specific,1.0
MFA,DH,2,return_slope_mV_per_s,6,6,0.0,0.01568522771676714,-0.03693536737507698,0.04627165294028887,0.08320702031536585,-0.16174589784812576,0.17108218341333764,region_specific,1.0
MFA,DH,2,rise_slope_mV_per_s,6,6,0.0,5.959769632538681,4.156982653131874,7.349095176735462,3.192112523603588,-0.6311861322735082,12.137263962140844,region_specific,0.9722222222222222
MFA,DH,2,rise_tau_s,6,6,0.0,0.8889999999999993,0.6029999999999998,1.3324999999999996,0.7294999999999998,-0.49124999999999996,2.4267499999999993,region_specific,1.0
MFA,DH,2,undershoot_magnitude_mV,6,6,0.0,0.6064079999999947,0.09915699999999816,0.8549600000000019,0.7558030000000038,-1.0345475000000075,1.9886645000000076,region_specific,1.0
MFA,DH,3,decay_slope_mV_per_s,6,6,0.0,9.2299099395165,5.703945551532496,11.732146744329764,6.028201192797268,-3.3383562376634055,20.774448533525664,region_specific,1.0
MFA,DH,3,decay_tau_s,6,6,0.0,0.5224999999999973,0.46224999999999916,1.0319999999999983,0.5697499999999991,-0.3923749999999995,1.8866249999999969,region_specific,1.0
MFA,DH,3,peak_depolarization_mV,6,6,0.0,19.287656000000005,16.041426999999995,21.587187000000004,5.5457600000000085,7.7227869999999825,29.905827000000016,region_specific,1.0
MFA,DH,3,plateau_slope_mV_per_s,6,6,0.0,0.09034097090460844,-0.021355608194988232,0.17459499529560546,0.19595060349059368,-0.31528151343087873,0.468520900531496,region_specific,1.0
MFA,DH,3,return_slope_mV_per_s,6,6,0.0,0.028063376755069938,-0.05054332637977299,0.04834823703502714,0.09889156341480013,-0.1988806715019732,0.19668558215722734,region_specific,1.0
MFA,DH,3,rise_slope_mV_per_s,6,6,0.0,8.786453418138475,6.298753057736636,10.116332309801518,3.8175792520648812,0.5723841796393145,15.84270118789884,region_specific,0.9722222222222222
MFA,DH,3,rise_tau_s,6,6,0.0,0.5395000000000003,0.47375000000000256,0.8535000000000004,0.3797499999999978,-0.09587499999999416,1.423124999999997,region_specific,1.0
MFA,DH,3,undershoot_magnitude_mV,6,6,0.0,0.38837200000000394,0.09293699999999916,0.49270999999999354,0.3997729999999944,-0.5067224999999924,1.0923694999999851,region_specific,1.0
MFA,DH,4,decay_slope_mV_per_s,6,6,0.0,10.097513094289706,6.425439482323613,12.21099559259299,5.785556110269377,-2.252894683080454,20.889329757997057,region_specific,1.0
MFA,DH,4,decay_tau_s,6,6,0.0,0.5579999999999998,0.5047499999999978,1.0470000000000041,0.5422500000000063,-0.3086250000000117,1.8603750000000137,region_specific,1.0
MFA,DH,4,peak_depolarization_mV,6,6,0.0,23.041669999999996,19.584347000000005,25.855279999999993,6.270932999999989,10.177947500000021,35.26167949999998,region_specific,1.0
MFA,DH,4,plateau_slope_mV_per_s,6,6,0.0,0.11257740517009183,-0.019555609710138595,0.1965908276463896,0.2161464373565282,-0.3437752657449309,0.5208104836811819,region_specific,1.0
MFA,DH,4,return_slope_mV_per_s,6,6,0.0,0.03232176399433266,-0.06340833872776833,0.0695043544201516,0.13291269314791992,-0.2627773784496482,0.2688733941420315,region_specific,1.0
MFA,DH,4,rise_slope_mV_per_s,6,6,0.0,11.23599991246306,8.533640686777593,12.476134425574427,3.942493738796834,2.619900078582342,18.389875033769677,region_specific,0.9722222222222222
MFA,DH,4,rise_tau_s,6,6,0.0,0.5009999999999994,0.4399999999999995,0.7487500000000011,0.30875000000000163,-0.02312500000000295,1.2118750000000036,region_specific,1.0
MFA,DH,4,undershoot_magnitude_mV,6,6,0.0,0.6183779999999963,0.10500399999999921,1.782485000000003,1.6774810000000038,-2.4112175000000065,4.298706500000009,region_specific,1.0
MFA,DH,5,decay_slope_mV_per_s,6,6,0.0,11.87535768077688,7.221815769976976,13.653773643940184,6.431957873963208,-2.4261210409678373,23.301710454884997,region_specific,1.0
MFA,DH,5,decay_tau_s,6,6,0.0,0.5715000000000003,0.5434999999999981,1.0892499999999963,0.5457499999999982,-0.2751249999999992,1.9078749999999935,region_specific,1.0
MFA,DH,5,peak_depolarization_mV,6,6,0.0,26.758244000000005,21.802393,30.015486000000003,8.213093000000004,9.482753499999992,42.33512550000001,region_specific,1.0
MFA,DH,5,plateau_slope_mV_per_s,6,6,0.0,0.028860040391325947,-0.038965964805253675,0.17803932678746076,0.21700529159271442,-0.3644739021943253,0.5035472641765324,region_specific,1.0
MFA,DH,5,return_slope_mV_per_s,6,6,0.0,0.020462957809167834,-0.0853472547568841,0.03724974049397563,0.12259699525085972,-0.2692427476331737,0.2211452333702652,region_specific,1.0
MFA,DH,5,rise_slope_mV_per_s,6,5,0.16666666666666663,9.776423300970878,7.2320638820638825,18.78797142857141,11.555907546507527,-10.101797437697407,36.1218327483327,region_specific,0.9722222222222222
