file_id,file,region,condition,sweep,group_label,cell_label,step_source,stim_onset_s,stim_offset_s,baseline_mV,baseline_window_start_s,baseline_window_end_s,peak_t_s,peak_mV,peak_depolarization_mV,stim_end_level_mV,stim_end_depolarization_mV,stim_end_window_start_s,stim_end_window_end_s,stim_end_window_center_s,plateau_reached,plateau_level_mV,plateau_slope_mV_per_s,plateau_window_start_s,plateau_window_end_s,plateau_window_center_s,rise_t20_s,rise_t63_s,rise_t80_s,rise_y20_mV,rise_y63_mV,rise_y80_mV,rise_slope_mV_per_s,rise_tau_s,undershoot_min_t_s,undershoot_min_mV,undershoot_signed_mV,has_undershoot,undershoot_magnitude_mV,post_min_above_baseline_mV,decay_start_level_mV,decay_t80_s,decay_t63_s,decay_t20_s,decay_y80_mV,decay_y63_mV,decay_y20_mV,decay_slope_mV_per_s,decay_tau_s,final_t_s,final_mV,final_window_start_s,final_window_end_s,return_slope_mV_per_s,n_artifact_points_total,contract_region,contract_condition
1_DH_2_CONTROL,1_DH_2_CONTROL.atf,DH,CONTROL,5,DH_control,1_DH_2_CONTROL,IP_curr,21.153,41.129,-66.803,16.153,20.152,23.886,-46.76512400000001,20.03787599999999,-47.2412,19.561799999999998,40.129,41.129,40.629,True,-47.23998,-0.020418987346212145,38.129,41.129,39.629,21.178523447414957,21.344095072764507,21.523928902410486,-62.7954248,-54.139062368000005,-50.772699200000005,34.807573030818595,0.191095072764508,44.81,-69.73878000000002,-2.9357800000000225,True,2.9357800000000225,0.0,-47.2412,41.176901888974555,41.42886905165768,41.69620314547838,-51.740716000000006,-61.45967056000001,-65.23926400000002,25.993674829285986,0.2998690516576801,72.749,-67.4744,72.499,72.999,0.08104728157772352,0,DH,CONTROL
1_DH_2_CONTROL,1_DH_2_CONTROL.atf,DH,CONTROL,6,DH_control,1_DH_2_CONTROL,IP_curr,21.153,41.129,-67.1692,16.153,20.152,23.888,-44.33104799999999,22.838152000000015,-44.6167,22.552500000000002,40.129,41.129,40.629,True,-44.62401999999998,-0.013111340437487597,38.129,41.129,39.629,21.176743822090177,21.338074080280865,21.512836282394996,-62.6015696,-52.73548793599999,-48.898678399999994,40.77119488956156,0.18507408028086658,44.842,-70.44433199999997,-3.275131999999971,True,3.275131999999971,0.0,-44.6167,41.173571980454156,41.43877008663997,41.73304457392571,-49.7822264,-60.939763423999985,-65.27880559999998,27.69854927806735,0.30977008663997196,72.749,-67.9321,72.499,72.999,0.0900215716486892,5,DH,CONTROL
2_DH_1_CONTROL,2_DH_1_CONTROL.atf,DH,CONTROL,1,DH_control,2_DH_1_CONTROL,IP_curr,21.144,41.143,-65.3992,16.144,20.143,25.42,-59.01123199999999,6.387968000000001,-59.7839,5.615299999999991,40.143,41.143,40.643,True,-59.77659599999999,-0.020824993242981635,38.143,41.143,39.643,21.171033808789513,21.438462052434456,21.75979432314411,-64.12160639999999,-61.36200422399999,-60.288825599999996,6.509914823689424,0.2944620524344579,43.852,-66.563704,-1.164504000000008,True,1.164504000000008,0.0,-59.7839,41.16265731840524,41.36635228399781,41.59739606986899,-61.1398608,-64.068736128,-65.2077432,9.35707338327568,0.22335228399781215,72.749,-65.6738,72.499,72.999,0.03079572273938476,0,DH,CONTROL
2_DH_1_CONTROL,2_DH_1_CONTROL.atf,DH,CONTROL,2,DH_control,2_DH_1_CONTROL,IP_curr,21.144,41.143,-65.3992,16.144,20.143,23.735,-55.84838,9.550819999999995,-57.2815,8.117699999999992,40.143,41.143,40.643,True,-57.27173599999998,-0.03177509383791755,38.143,41.143,39.643,21.16624319066148,21.37586296323262,21.5995257985258,-63.48903599999999,-59.36308176,-57.758544,13.225760499010052,0.23186296323262212,43.826,-66.065648,-0.6664480000000026,True,0.6664480000000026,0.0,-57.2815,41.16084826320619,41.36416931307715,41.62589296235679,-59.0383296,-62.833081535999995,-64.30881839999999,11.33329507814312,0.22116931307714793,72.749,-65.4602,72.499,72.999,0.02093309822632492,0,DH,CONTROL
2_DH_1_CONTROL,2_DH_1_CONTROL.atf,DH,CONTROL,3,DH_control,2_DH_1_CONTROL,IP_curr,21.144,41.143,-65.3076,16.144,20.143,24.229,-54.097896,11.209703999999995,-55.2063,10.101299999999995,40.143,41.143,40.643,True,-55.19532,-0.015694272515424885,38.143,41.143,39.643,21.169194506553588,21.3664791544449,21.575399672310212,-63.06565919999999,-58.223067072,-56.3398368,16.557697850720434,0.22247915444490118,43.897,-67.14965600000001,-1.8420560000000137,True,1.8420560000000137,0.0,-55.2063,41.16540024575056,41.40221266292135,41.69352506142506,-57.5949712,-62.754500992000004,-64.7609848,13.56878788368963,0.2592126629213496,72.749,-65.979,72.499,72.999,0.04057451823097214,0,DH,CONTROL
2_DH_1_CONTROL,2_DH_1_CONTROL.atf,DH,CONTROL,4,DH_control,2_DH_1_CONTROL,IP_curr,21.144,41.143,-65.9485,16.144,20.143,23.942,-52.442623999999995,13.505876,-54.1382,11.810299999999998,40.143,41.143,40.643,True,-54.146732,-0.04419862623451888,38.143,41.143,39.643,21.16668417680041,21.346111241935485,21.53368871085215,-63.247324799999994,-57.412786368,-55.1437992,22.080178439587193,0.20211124193548713,44.511,-68.19702400000001,-2.2485240000000175,True,2.2485240000000175,0.0,-54.1382,41.16592177539469,41.430793114145274,41.71232424639581,-56.949964800000004,-63.023376768000006,-65.38525920000001,15.437877476185099,0.2877931141452734,72.749,-66.864,72.499,72.999,0.04720674268715947,0,DH,CONTROL
2_DH_1_CONTROL,2_DH_1_CONTROL.atf,DH,CONTROL,5,DH_control,2_DH_1_CONTROL,IP_curr,21.144,41.143,-66.8945,16.144,20.143,22.798,-51.12182799999999,15.772672000000007,-52.948,13.946499999999993,40.143,41.143,40.643,True,-52.95776400000002,-0.07120834591356838,38.143,41.143,39.643,21.164196642713424,21.333226137993808,21.506359370904327,-63.73996559999999,-56.92617129599999,-54.27636239999999,27.658194245867612,0.18922613799380983,44.857,-69.553224,-2.6587240000000065,True,2.6587240000000065,0.0,-52.948,41.165220586505335,41.429699695564516,41.72990049153468,-56.2690448,-63.442501568,-66.2321792,17.643862144310344,0.2866996955645149,72.749,-68.1152,72.499,72.999,0.05155686218270468,1,DH,CONTROL
2_DH_1_CONTROL,2_DH_1_CONTROL.atf,DH,CONTROL,6,DH_control,2_DH_1_CONTROL,IP_curr,21.144,41.143,-68.1763,16.144,20.143,23.241,-49.97925200000002,18.19704799999998,-52.124,16.052299999999995,40.143,41.143,40.643,True,-52.122792,-0.03421097773626938,38.143,41.143,39.643,21.161263201270977,21.320009486251603,21.487176410629775,-64.5368904,-56.67576566400001,-53.61866160000001,33.500418168016274,0.17600948625160484,45.634,-71.15966399999999,-2.9833639999999946,True,2.9833639999999946,0.0,-52.124,41.16684955969691,41.45814025303179,41.78868831452493,-55.9311328,-64.154539648,-67.35253119999999,18.367138283554972,0.3151402530317924,72.749,-69.4885,72.499,72.999,0.06163245436105442,0,DH,CONTROL
3_DH_1_CONTROL,3_DH_1_CONTROL.atf,DH,CONTROL,1,DH_control,3_DH_1_CONTROL,IP_volt,21.144,41.166,-62.4084,16.144,20.143,25.452,-53.719488,8.688912000000002,-54.1687,8.2397,40.166,41.166,40.666,True,-54.17846400000001,-0.05421465970858891,38.166,41.166,39.666,21.185611933091913,21.453082910112357,21.74580065502183,-60.6706176,-56.917007616,-55.4572704,9.306412278418213,0.3090829101123589,45.151,-63.49244000000001,-1.0840400000000088,True,1.0840400000000088,0.0,-54.1687,41.166,41.35752863226863,41.58348165137615,-56.033448,-60.06130368000001,-61.62769200000001,13.399975739196272,0.1915286322686356,72.749,-62.9272,72.499,72.999,0.02048119428944163,5,DH,CONTROL
3_DH_1_CONTROL,3_DH_1_CONTROL.atf,DH,CONTROL,2,DH_control,3_DH_1_CONTROL,IP_volt,21.144,41.166,-63.0798,16.144,20.143,27.667,-50.45045600000001,12.629343999999989,-50.5981,12.481699999999996,40.166,41.166,40.666,True,-50.593256000000004,-0.05494584129962535,38.166,41.166,39.666,21.180877623929817,21.40769766150179,21.664156590163934,-60.5539312,-55.098054592000004,-52.97632480000001,15.679570040151797,0.26369766150179075,45.356,-65.164784,-2.0849839999999986,True,2.0849839999999986,0.0,-50.5981,41.166,41.365763785058974,41.642482584269665,-53.5114368,-59.804244288,-62.2514472,18.34276989031259,0.19976378505897685,72.749,-63.5986,72.499,72.999,0.05717460665133429,0,DH,CONTROL
3_DH_1_CONTROL,3_DH_1_CONTROL.atf,DH,CONTROL,3,DH_control,3_DH_1_CONTROL,IP_volt,21.144,41.166,-63.6291,16.144,20.143,40.696,-46.923804,16.705296000000004,-46.9665,16.662599999999998,40.166,41.166,40.666,False,,-0.03701634283220469,,,,21.175334138849067,21.375710853932585,21.61267270742358,-60.2880408,-53.071352927999996,-50.26486319999999,22.91857686521934,0.2317108539325865,43.995,-63.94285999999998,-0.3137599999999807,True,0.3137599999999807,0.0,-46.9665,41.166,41.34173382122702,41.52995413178012,-50.361772,-57.69555951999999,-60.54758799999999,27.98653761720034,0.17573382122701986,72.749,-63.0798,72.499,72.999,0.030015302218821142,0,DH,CONTROL
3_DH_1_CONTROL,3_DH_1_CONTROL.atf,DH,CONTROL,4,DH_control,3_DH_1_CONTROL,IP_volt,21.144,41.166,-64.0869,16.144,20.143,36.985,-44.849847999999994,19.237052000000006,-44.8914,19.195500000000003,40.166,41.166,40.666,True,-44.888923999999996,-0.07137465571081067,38.166,41.166,39.666,21.175303308668077,21.35268797532768,21.560579169701384,-60.2394896,-51.929083135999996,-48.697258399999996,29.958355472994928,0.20868797532768113,45.976,-67.18993200000001,-3.103032000000013,True,3.103032000000013,0.0,-44.8914,41.166,41.355637460026216,41.61894936501434,-49.3511064,-58.98407222400001,-62.73022560000001,29.537781115062195,0.18963746002621917,72.749,-65.0635,72.499,72.999,0.07942449482687815,0,DH,CONTROL
3_DH_1_CONTROL,3_DH_1_CONTROL.atf,DH,CONTROL,5,DH_control,3_DH_1_CONTROL,IP_volt,21.144,41.166,-64.8498,16.144,20.143,40.216,-42.014151999999996,22.835648000000006,-42.0532,22.796600000000005,40.166,41.166,40.666,False,,-0.07730275769058577,,,,21.170460183845435,21.336455246880906,21.537238557806912,-60.2826704,-50.417670464,-46.5812816,37.35604324762908,0.19245524688090754,45.126,-66.646724,-1.7969240000000042,True,1.7969240000000042,0.0,-42.0532,41.166,41.33424601201529,41.57432437525604,-46.9719048,-57.596307168,-61.728019200000006,36.13821582595222,0.16824601201529532,72.749,-65.155,72.499,72.999,0.05400296854070901,0,DH,CONTROL
3_DH_1_CONTROL,3_DH_1_CONTROL.atf,DH,CONTROL,6,DH_control,3_DH_1_CONTROL,IP_volt,21.144,41.166,-65.56705,16.144,20.143,39.946,-39.79002799999999,25.777022000000002,-39.856,25.711049999999993,40.166,41.166,40.666,True,-39.85229999999999,-0.07949398142524544,38.166,41.166,39.666,21.169412591508053,21.328170505297653,21.528336282394996,-60.41164559999999,-49.27597209599999,-44.94543239999999,43.09053314865104,0.18417050529765433,49.762,-67.8125,-2.2454500000000053,True,2.2454500000000053,0.0,-39.856,41.166,41.34288347096605,41.68878218116806,-45.4473,-57.524508,-62.2212,32.085829632757914,0.17688347096605384,72.749,-66.3147,72.499,72.999,0.06515856788619648,0,DH,CONTROL
