file_id,region,condition,candidate_id,fit_scope,seed_source,provenance_status,start_label,optimizer_backend,optimization_config_hash,optimizer_status,optimizer_success,optimizer_cost,optimizer_nfev,gki,eps,gl_a,zth,zs,P_gap_eff,gamma_t_eff,gamma_s_eff,volume_ratio_wa_wo,n_sweeps_scored,n_failures,mean_trace_rmse_mV,mean_trace_objective_loss,mean_weighted_pass_fraction,mean_feature_loss,mean_binary_penalty,objective_trace,objective_feature,objective_binary,objective_prior,objective_hidden,objective_fail,scalar_objective,accepted_by_trace,accepted_by_feature_contract,eligible_by_contract,hybrid_stage,optuna_trial_number,optuna_objective_names,optuna_objective_values,pareto_front,hybrid_parent_trial_number,ensemble_rank,accepted_all6,holdout_mean_rmse_mV,holdout_mean_pass_fraction,P_gap_eff_effective_plausible,gamma_t_eff_effective_plausible,gamma_s_eff_effective_plausible,volume_ratio_wa_wo_effective_plausible,effective_plausible,effective_selection_quality_order,effective_selection_quality_score,effective_diverse_selected,effective_selection_strategy,effective_selection_rank,effective_selection_target_k,effective_selection_distance_threshold,effective_selection_min_distance_to_previous
1_VH_2_CONTROL,VH,CONTROL,1_VH_2_CONTROL__hybrid_optuna_002,all6,hybrid_optuna,generic_seed,trial_93,hybrid,e61866f5553ad5be,1,True,1.1237145466039224,1,481.5499798151605,1.0637547274784493e-05,1.8847636063489616e-05,128.67852629991344,0.0106020858786475,6.830499304746684e-06,1.8270132738959688e-06,0.0005124194965899,0.92035745774166,6,0,6.877977269385884,2892.554913937514,0.3417286350286266,0.6582713649713735,0.0833333333333333,2892.554913937514,0.6582713649713735,0.0833333333333333,1846.76760877926,0.0,0.0,2893.2965186358188,True,True,True,optuna_seeded,93.0,"[""scalar""]",[1.1237145466039224],False,,3,True,6.877977269385884,0.3417286350286266,True,True,True,True,True,2,0.9166666666666666,True,quality_filtered_effective_maximin,3,3,0.5,0.625814547255836
2_DH_1_CONTROL,DH,CONTROL,2_DH_1_CONTROL__hybrid_optuna_096,all6,hybrid_optuna,generic_seed,trial_11,hybrid,e61866f5553ad5be,1,True,1.8323259053404275,1,8.398289797187408,0.0914625664723104,0.5689196370496582,39.54769660632085,0.0012772372965928,1.1996661220636652e-08,0.0009639219104777,5.117854716429417e-07,0.255012047149372,6,0,12.448600024573151,8339.512123222716,0.3592629849136366,0.6407370150863634,0.5,8339.512123222716,0.6407370150863634,0.5,189.4445992880063,0.0,0.0,8340.652860237802,True,True,True,optuna_seeded,11.0,"[""scalar""]",[1.8323259053404275],False,,1,True,12.449729895697262,0.3592784978311763,True,True,True,True,True,1,1.0,True,quality_filtered_effective_maximin,1,3,0.5,
2_DH_1_CONTROL,DH,CONTROL,2_DH_1_CONTROL__hybrid_optuna_060,all6,hybrid_optuna,generic_seed,trial_93,hybrid,e61866f5553ad5be,1,True,1.4327247108498842,1,4.641770694261911,4.811380285148814e-05,0.0001087002612897,113.79085413389554,0.0051853576573406,1.437660327623344e-08,8.250738068715948e-05,0.0026714630638544,1.0074212894031065,6,0,4.214801287524524,1606.2089013005873,0.3014309162348116,0.6985690837651882,0.5,1606.2089013005873,0.6985690837651882,0.5,1450.549740660613,0.0,0.0,1607.4074703843526,True,True,True,optuna_seeded,93.0,"[""scalar""]",[1.4327247108498842],False,,2,True,4.214801287524524,0.3014309162348116,True,True,True,True,True,2,0.0,True,quality_filtered_effective_maximin,2,3,0.5,3.9144392928359464
3_DH_1_CONTROL,DH,CONTROL,3_DH_1_CONTROL__hybrid_optuna_097,all6,hybrid_optuna,generic_seed,trial_11,hybrid,e61866f5553ad5be,1,True,1.97592876455501,1,8.398289797187408,0.0914625664723104,0.5689196370496582,39.54769660632085,0.0012772372965928,1.1996661220636652e-08,0.0009639219104777,5.117854716429417e-07,0.255012047149372,6,0,15.033451490435638,11782.111604688063,0.3592629849136366,0.6407370150863634,0.5,11782.111604688063,0.6407370150863634,0.5,189.4445992880063,0.0,0.0,11783.25234170315,True,True,True,optuna_seeded,11.0,"[""scalar""]",[1.97592876455501],False,,1,True,15.03473662999395,0.3592932305184015,True,True,True,True,True,1,1.0,True,quality_filtered_effective_maximin,1,3,0.5,
3_DH_2_CONTROL,DH,CONTROL,3_DH_2_CONTROL__hybrid_optuna_098,all6,hybrid_optuna,generic_seed,trial_11,hybrid,e61866f5553ad5be,1,True,1.960574657117768,1,8.398289797187408,0.0914625664723104,0.5689196370496582,39.54769660632085,0.0012772372965928,1.1996661220636652e-08,0.0009639219104777,5.117854716429417e-07,0.255012047149372,6,0,14.757077556565273,11482.410058399442,0.3592629849136366,0.6407370150863634,0.5,11482.410058399442,0.6407370150863634,0.5,189.4445992880063,0.0,0.0,11483.550795414529,True,True,True,optuna_seeded,11.0,"[""scalar""]",[1.9605746571177676],False,,1,True,14.75816737558676,0.3592785028336003,True,True,True,True,True,1,1.0,True,quality_filtered_effective_maximin,1,3,0.5,
3_DH_2_CONTROL,DH,CONTROL,3_DH_2_CONTROL__hybrid_optuna_067,all6,hybrid_optuna,generic_seed,trial_69,hybrid,e61866f5553ad5be,1,True,1.5909208741171306,1,2.5020370797229115,2.7749481296918367e-05,0.0002703393093465,80.03438859552863,0.0041432483021359,2.2841321209132905e-07,3.894667945706587e-07,0.0030184415917358,1.0997984024979517,6,0,7.060338205298613,3212.1349627966683,0.3013201372883478,0.6986798627116522,0.5,3212.1349627966683,0.6986798627116522,0.5,723.0146010895683,0.0,0.0,3213.33364265938,True,True,True,optuna_seeded,69.0,"[""scalar""]",[1.5909208741171306],False,,2,True,7.060338205298613,0.3013201372883478,True,True,True,True,True,2,0.0,True,quality_filtered_effective_maximin,2,3,0.5,5.270190587525519
DH_1_CONTROL,DH,CONTROL,DH_1_CONTROL__hybrid_optuna_099,all6,hybrid_optuna,generic_seed,trial_11,hybrid,e61866f5553ad5be,1,True,1.85572343012004,1,8.398286239433146,0.0914625649997027,0.5689196370496582,39.547696746454754,0.0012772372962164,1.1996661220636652e-08,0.0009639219104777,5.117854651262243e-07,0.2550120469773154,6,0,14.37998457908929,10844.53841123749,0.3598312687182541,0.6401687312817458,0.4166666666666667,10844.53841123749,0.6401687312817458,0.4166666666666667,189.4446006776876,0.0,0.0,10845.595246635436,True,True,True,optuna_seeded,11.0,"[""scalar""]",[1.85572343012004],False,,1,True,14.379885750991996,0.3598628598328197,True,True,True,True,True,1,1.0,True,quality_filtered_effective_maximin,1,3,0.5,
DH_1_CONTROL,DH,CONTROL,DH_1_CONTROL__hybrid_optuna_053,all6,hybrid_optuna,generic_seed,trial_23,hybrid,e61866f5553ad5be,1,True,1.375688496801052,1,148.9979016774341,1.8159437081688256e-05,18.93378202617219,69.17651336542683,0.0031935504961918,6.284946321406843e-08,3.8160022201918936e-08,0.0129254920805939,5.231487674988508,6,0,5.67908982422583,2221.345444663762,0.356483160100383,0.643516839899617,0.4166666666666667,2221.345444663762,0.643516839899617,0.4166666666666667,554.8164973145722,0.0,0.0,2222.4056281703283,True,True,True,optuna_seeded,23.0,"[""scalar""]",[1.375688496801052],False,,2,True,5.67908982422583,0.356483160100383,True,True,True,True,True,2,0.5,True,quality_filtered_effective_maximin,2,3,0.5,6.403202753746823
DH_1_CONTROL,DH,CONTROL,DH_1_CONTROL__hybrid_optuna_049,all6,hybrid_optuna,generic_seed,trial_73,hybrid,e61866f5553ad5be,1,True,1.365923807071122,1,5.37794093372654,3.853881857200996e-05,0.0010428608449846,8.763364806971229,1.272437607967015,4.515284374263166e-07,2.258282326866396e-06,1.1219093081864454e-05,0.47120120167239,6,0,4.519310745399758,1679.1586719618208,0.3018156787844202,0.6981843212155798,0.4166666666666667,1679.1586719618208,0.6981843212155798,0.4166666666666667,18.327977593011028,0.0,0.0,1680.2735229497032,True,True,True,optuna_seeded,73.0,"[""scalar""]",[1.365923807071122],False,,3,True,4.519310745399758,0.3018156787844202,True,True,True,True,True,3,0.0,True,quality_filtered_effective_maximin,3,3,0.5,3.3570689123562167
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_057,all6,hybrid_optuna,generic_seed,trial_39,hybrid,e61866f5553ad5be,1,True,1.092421616052646,1,112.9127244679854,5.682841394758624e-05,0.038382865037063,123.97241317365554,0.1800745142080181,5.9078902720612464e-08,3.5398302483569986e-05,6.697544368255835e-06,0.1864084103281081,6,0,7.617809091500729,3480.002515672027,0.4141233334751723,0.5858766665248276,0.0833333333333333,3480.002515672027,0.5858766665248276,0.0833333333333333,1714.2813518243174,0.0,0.0,3480.6717256718853,True,True,True,optuna_seeded,39.0,"[""scalar""]",[1.0924216160526459],False,,2,True,7.617809091500729,0.4141233334751723,True,True,True,True,True,1,1.0,True,quality_filtered_effective_maximin,1,3,0.5,
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_094,all6,hybrid_optuna,generic_seed,trial_51,hybrid,e61866f5553ad5be,1,True,1.4757169412198614,1,351.0406816250352,0.0004757282109798,0.5480024293228093,144.47811752449627,0.0016011845014605,0.0001092998040616,1.0590953017385749e-08,3.504236282414543e-05,0.153221529590895,6,0,4.431971257532672,1388.8746960063509,0.3538370175319535,0.6461629824680465,0.5833333333333334,1388.8746960063509,0.6461629824680465,0.5833333333333334,2325.355775437978,0.0,0.0,1390.104192322152,True,True,True,optuna_seeded,51.0,"[""scalar""]",[1.4757169412198614],False,,41,True,4.431971257532672,0.3538370175319535,True,True,True,True,True,39,0.6448598130841121,True,quality_filtered_effective_maximin,2,3,0.5,4.859749812163365
DH_1_MFA,DH,MFA,DH_1_MFA__hybrid_optuna_078,all6,hybrid_optuna,generic_seed,trial_96,hybrid,e61866f5553ad5be,1,True,1.343205633992067,1,0.5337570358174482,0.0002059318284272,0.0357927519605239,41.28113083920799,0.3587849298490801,4.0562178040647424e-08,8.699583486505517e-08,1.0368298838046908e-08,0.7468206466727774,6,0,5.39712530834078,2059.8773170230297,0.3733013275824208,0.6266986724175792,0.4166666666666667,2059.8773170230297,0.6266986724175792,0.4166666666666667,216.30537001891085,0.0,0.0,2060.920682362114,True,True,True,optuna_seeded,96.0,"[""scalar""]",[1.343205633992067],False,,12,True,5.39712530834078,0.3733013275824208,True,True,True,True,True,11,0.9065420560747663,True,quality_filtered_effective_maximin,3,3,0.5,3.885441445055122
DH_1_MFA_BA,DH,MFA_BA,DH_1_MFA_BA__hybrid_optuna_094,all6,hybrid_optuna,generic_seed,trial_6,hybrid,e61866f5553ad5be,1,True,1.6825642011559,1,32.89666777892559,0.0066382428982521,0.0065807277004591,12.22386326679854,0.0610608979287047,0.0010372803740804,2.2174884575555303e-05,8.794145260307696e-05,1.5799875219699269,6,0,9.2903736093772,4679.103565470242,0.5002343326983888,0.4997656673016111,0.6666666666666666,4679.103565470242,0.4997656673016111,0.6666666666666666,16.4115314481825,0.0,0.0,4680.26999780421,True,True,True,optuna_seeded,6.0,"[""scalar""]",[1.6825642011559],False,,2,True,9.2903736093772,0.5002343326983888,True,True,True,True,True,1,1.0,True,quality_filtered_effective_maximin,1,3,0.5,
DH_1_MFA_BA,DH,MFA_BA,DH_1_MFA_BA__hybrid_optuna_041,all6,hybrid_optuna,generic_seed,trial_25,hybrid,e61866f5553ad5be,1,True,0.8508072182071702,1,7.414945973265784,0.0001040124530126,0.001572080028315,90.71887876770018,0.0010113710309968,2.3248500691327924e-08,4.657747983830599e-08,0.0191149434478325,0.9657216307232488,6,0,4.814529927729063,1771.7162949919868,0.5,0.5,0.0833333333333333,1771.7162949919868,0.5,0.0833333333333333,933.2559846410072,0.0,0.0,1772.29962832532,True,True,True,optuna_seeded,25.0,"[""scalar""]",[0.8508072182071702],False,,24,True,4.814529927729063,0.5,True,True,True,True,True,23,0.7843137254901961,True,quality_filtered_effective_maximin,2,3,0.5,5.856276901051585
DH_1_MFA_BA,DH,MFA_BA,DH_1_MFA_BA__hybrid_optuna_073,all6,hybrid_optuna,generic_seed,trial_79,hybrid,e61866f5553ad5be,1,True,1.2121021709323745,1,64.99521291749761,0.0011956209573911,0.1299787321293859,81.21824587131465,1.5680949126673,5.656221187053589e-08,0.0084078662683944,0.0013701321803761,5.7702488343540965,6,0,9.800405552770066,5390.578901767932,0.4990314708881849,0.5009685291118151,0.1666666666666666,5390.578901767932,0.5009685291118151,0.1666666666666666,743.7592491878728,0.0,0.0,5391.24653696371,True,True,True,optuna_seeded,79.0,"[""scalar""]",[1.2121021709323745],False,,49,True,9.800405552770066,0.4990314708881849,True,True,True,True,True,44,0.5784313725490196,True,quality_filtered_effective_maximin,3,3,0.5,5.154156569767619
DH_2_CONTROL,DH,CONTROL,DH_2_CONTROL__hybrid_optuna_044,all6,hybrid_optuna,generic_seed,trial_36,hybrid,e61866f5553ad5be,1,True,1.384514608563319,1,9.528920233929334,2.0688407847703752e-05,1.994100221451452,100.4671234696994,0.3507967303215799,5.40962804894205e-07,5.414761089981999e-06,0.0005826907540579,0.0754642657045525,6,0,6.691091388914987,2836.6495993087087,0.3205460241541799,0.6794539758458201,0.3333333333333333,2836.6495993087087,0.6794539758458201,0.3333333333333333,1129.9379631919664,0.0,0.0,2837.662386617888,True,True,True,optuna_seeded,36.0,"[""scalar""]",[1.3845146085633193],False,,1,True,6.680108984440455,0.3200100880015195,True,True,True,True,True,1,1.0,True,quality_filtered_effective_maximin,1,3,0.5,
DH_2_MFA,DH,MFA,DH_2_MFA__hybrid_optuna_089,all6,hybrid_optuna,generic_seed,trial_96,hybrid,e61866f5553ad5be,1,True,1.4589140775623892,1,178.2111406755677,0.0001020796484402,0.0044679748569528,110.78683494522816,0.0692284145247528,6.190306186306563e-08,9.920679668590177e-07,1.6949260351291846e-05,0.0599586399019006,6,0,6.531705655214541,2999.5470488463147,0.4039584588384186,0.5960415411615815,0.5,2999.5470488463147,0.5960415411615815,0.5,1370.1359006570858,0.0,0.0,3000.643090387476,True,True,True,optuna_seeded,96.0,"[""scalar""]",[1.4589140775623892],False,,1,True,6.514858125927517,0.4034658048643297,True,True,True,True,True,1,1.0,True,quality_filtered_effective_maximin,1,3,0.5,
DH_2_MFA,DH,MFA,DH_2_MFA__hybrid_optuna_090,all6,hybrid_optuna,generic_seed,trial_65,hybrid,e61866f5553ad5be,1,True,1.477756812094258,1,212.78544220678648,0.005594325869124,9.369664162788298e-05,20.31028267848843,0.0158287654042639,8.975851653471275e-05,0.0098203015953507,4.383543993564173e-08,0.7777865831536499,6,0,5.974296428676276,2287.249689196267,0.3541485450544239,0.6458514549455762,0.5,2287.249689196267,0.6458514549455762,0.5,64.33947415882388,0.0,0.0,2288.3955406512123,True,True,True,optuna_seeded,65.0,"[""scalar""]",[1.477756812094258],False,,12,True,5.974296428676276,0.3541485450544239,True,True,True,True,True,10,0.9108910891089109,True,quality_filtered_effective_maximin,2,3,0.5,5.821679056767785
DH_2_MFA,DH,MFA,DH_2_MFA__hybrid_optuna_095,all6,hybrid_optuna,generic_seed,trial_8,hybrid,e61866f5553ad5be,1,True,1.6551280347896735,1,1.4690139693517672,4.207053950287933e-05,2.3226650368137e-05,129.92642186624028,0.6677615511747083,1.7670169402947916e-06,0.0050615768887523,0.0013303245101522,1.192617378922354,6,0,9.251010921268202,4727.242200490287,0.358817016391893,0.6411829836081069,0.5,4727.242200490287,0.6411829836081069,0.5,1884.3801552705888,0.0,0.0,4728.383383473895,True,True,True,optuna_seeded,8.0,"[""scalar""]",[1.6551280347896737],False,,7,True,9.251010921268202,0.358817016391893,True,True,True,True,True,6,0.9504950495049505,True,quality_filtered_effective_maximin,3,3,0.5,4.598120834291009
DH_2_MFA_BA,DH,MFA_BA,DH_2_MFA_BA__hybrid_optuna_064,all6,hybrid_optuna,generic_seed,trial_6,hybrid,e61866f5553ad5be,1,True,0.9319313930058312,1,32.89666777892559,0.0066382428982521,0.0065807277004591,12.22386326679854,0.0610608979287047,0.0010372803740804,2.2174884575555303e-05,8.794145260307696e-05,1.5799875219699269,6,0,4.77898306267596,1564.4322986690702,0.5002343326983888,0.4997656673016111,0.1666666666666666,1564.4322986690702,0.4997656673016111,0.1666666666666666,16.4115314481825,0.0,0.0,1565.0987310030384,True,True,True,optuna_seeded,6.0,"[""scalar""]",[0.9319313930058312],False,,2,True,4.77898306267596,0.5002343326983888,True,True,True,True,True,1,1.0,True,quality_filtered_effective_maximin,1,3,0.5,
DH_2_MFA_BA,DH,MFA_BA,DH_2_MFA_BA__hybrid_optuna_076,all6,hybrid_optuna,generic_seed,trial_10,hybrid,e61866f5553ad5be,1,True,0.9886220950764916,1,415.4816538997239,0.0003320258070519,11.156918462586772,93.6125290758548,0.0017237972865129,2.6152825306749292e-08,1.4331922853379248e-07,4.075173392676908e-07,0.2770794054603684,6,0,2.7860708151205973,810.1547448321359,0.4994929502079858,0.5005070497920142,0.3333333333333333,810.1547448321359,0.5005070497920142,0.3333333333333333,996.9032925754829,0.0,0.0,810.9885852152612,True,True,True,optuna_seeded,10.0,"[""scalar""]",[0.9886220950764917],False,,51,True,2.7860708151205973,0.4994929502079858,True,True,True,True,True,51,0.5327102803738317,True,quality_filtered_effective_maximin,2,3,0.5,5.653195924642635
DH_2_MFA_BA,DH,MFA_BA,DH_2_MFA_BA__hybrid_optuna_080,all6,hybrid_optuna,generic_seed,trial_50,hybrid,e61866f5553ad5be,1,True,1.0024271955618975,1,4.568303118960841,0.0008848609007803,0.2608063549860749,123.78943577809508,0.6762371829439877,2.187767075772431e-08,0.0006967433300076,5.062406437727952e-05,0.1599374575063999,6,0,3.0436895201141607,973.9584853731428,0.5,0.5,0.3333333333333333,973.9584853731428,0.5,0.3333333333333333,1712.275986600308,0.0,0.0,974.7918187064764,True,True,True,optuna_seeded,50.0,"[""scalar""]",[1.0024271955618977],False,,22,True,3.0436895201141607,0.5,True,True,True,True,True,22,0.8037383177570093,True,quality_filtered_effective_maximin,3,3,0.5,4.247463363192699
DH_3_MFA,DH,MFA,DH_3_MFA__hybrid_optuna_099,all6,hybrid_optuna,generic_seed,trial_28,hybrid,e61866f5553ad5be,1,True,1.887441379338,1,0.9141112576499326,0.0001145166933149,7.862859865951236e-05,146.75968586781437,12.349638239610574,5.913674084541693e-08,2.180500489771518e-08,7.961929856263713e-06,2.705363745813464,6,0,5.1738325931057805,2128.348875977577,0.3999937647234321,0.6000062352765678,1.0,2128.348875977577,0.6000062352765678,1.0,2410.316585048991,0.0,0.0,2129.9488822128533,True,True,True,optuna_seeded,28.0,"[""scalar""]",[1.887441379338],False,,1,True,5.174060065392665,0.4000036341686446,True,True,True,True,True,1,1.0,True,quality_filtered_effective_maximin,1,3,0.5,
