file_id,region,condition,fit_scope,heldout_sweep,train_sweeps,candidate_id,optimizer_status,optimizer_success,optimizer_cost,optimizer_nfev,heldout_trace_rmse_mV,heldout_weighted_pass_fraction,simulation_health,heldout_pass
1_DH_1_CONTROL,DH,CONTROL,leave_one_out,1,"2,3,4,5,6",1_DH_1_CONTROL__cand_01,0,False,73.98747725115952,1,3.29919965736123,0.35646851452919004,ok,True
1_DH_1_CONTROL,DH,CONTROL,leave_one_out,2,"1,3,4,5,6",1_DH_1_CONTROL__cand_01,0,False,77.63618080055701,1,0.8826503170458369,0.42857142857142855,ok,True
1_DH_1_CONTROL,DH,CONTROL,leave_one_out,3,"1,2,4,5,6",1_DH_1_CONTROL__cand_01,0,False,76.69987949622764,1,3.2983625584628395,0.42857142857142855,ok,True
1_DH_1_CONTROL,DH,CONTROL,leave_one_out,4,"1,2,3,5,6",1_DH_1_CONTROL__cand_01,0,False,73.72367030463532,1,6.03572963091689,0.394545272739916,ok,True
1_DH_1_CONTROL,DH,CONTROL,leave_one_out,5,"1,2,3,4,6",1_DH_1_CONTROL__cand_01,0,False,69.42647499155353,1,8.60428194778777,0.3066432369393866,ok,True
1_DH_1_CONTROL,DH,CONTROL,leave_one_out,6,"1,2,3,4,5",1_DH_1_CONTROL__cand_01,0,False,66.70724207673229,1,10.890182577504845,0.2857142857142857,ok,False
