file_id,region,condition,candidate_id,fit_scope,seed_source,provenance_status,start_label,optimizer_backend,optimization_config_hash,optimizer_status,optimizer_success,optimizer_cost,optimizer_nfev,gki,eps,gl_a,zth,zs,P_gap_eff,gamma_t_eff,gamma_s_eff,volume_ratio_wa_wo,n_sweeps_scored,n_failures,mean_trace_rmse_mV,mean_trace_objective_loss,mean_weighted_pass_fraction,mean_feature_loss,mean_binary_penalty,objective_trace,objective_feature,objective_binary,objective_prior,objective_hidden,objective_fail,scalar_objective,accepted_by_trace,accepted_by_feature_contract,eligible_by_contract,ensemble_rank,accepted_all6,holdout_mean_rmse_mV,holdout_mean_pass_fraction
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_01,all6,generic_default,generic_seed,start_01,least_squares,b4c21f3628ccb33b,0,False,70.84449525478114,2,55.3237806950976,0.012925663737430086,0.005823444372801198,0.18547722132209687,0.10174692227878193,3.629535860116516e-05,1.3763953078928025e-05,9.150287402669236e-05,1.0116237512432236,6,0,3.4212472466345933,331.8378642646813,0.5,0.5,1.0,331.8378642646813,0.5,1.0,0.32068666839557153,0.0,0.0,333.3378642646813,True,True,True,1,True,3.4212472466345933,0.5
