file_id,region,condition,candidate_id,fit_scope,seed_source,provenance_status,start_label,optimizer_backend,optimization_config_hash,optimizer_status,optimizer_success,optimizer_cost,optimizer_nfev,gki,eps,gl_a,zth,zs,K_bath_value_middle,eps_middle,P_gap_eff,gamma_t_eff,gamma_s_eff,volume_ratio_wa_wo,n_sweeps_scored,n_failures,mean_trace_rmse_mV,mean_trace_objective_loss,mean_weighted_pass_fraction,mean_feature_loss,mean_binary_penalty,objective_trace,objective_feature,objective_binary,objective_prior,objective_hidden,objective_fail,scalar_objective,accepted_by_trace,accepted_by_feature_contract,eligible_by_contract,ensemble_rank,accepted_all6,holdout_mean_rmse_mV,holdout_mean_pass_fraction
1_DH_1_CONTROL,DH,CONTROL,1_DH_1_CONTROL__cand_01,all6,generic_default,generic_seed,start_01,least_squares,da244a7f69325268,0,False,87.63618498417307,2,56.398380335052494,0.015007374603453291,0.05425280550901648,0.7175573945129097,0.15134623674733974,8.2,1.0,4.133936655200153e-05,1.5748651473727767e-05,5.183877393871404e-05,0.7755777219408856,6,0,5.501734448179902,717.7934878066159,0.36675236117760585,0.6332476388223941,1.0,717.7934878066159,0.6332476388223941,1.0,0.6954847676232413,0.0,0.0,719.4267354454382,True,True,True,1,True,5.501734448179902,0.36675236117760585
